 	a23	a99	a62	a12	a5	a18	a62	a21	a5	a61	a24	a62	a21	a85	a37	a98	a25	a93	a62	a75	a25	a69	a58	a90	a25	a44	a40	a75	a47	a2	a57	a87	a23	a87	</S>
certains	0.0809268	0.0965196	0.0941869	0.054784	0.101654	0.0709031	0.0433694	0.0493305	0.0485296	0.0215124	0.0235244	0.0237285	0.0117716	0.00786253	0.00926203	0.0079991	0.00426587	0.00608747	0.00608049	0.00623572	0.00294842	0.0049936	0.006398	0.0110904	0.00757296	0.0141676	0.00897355	0.0151347	0.0216129	0.0182	0.0160834	0.0190861	0.0255073	0.0195992	0.040098
plats	0.00786166	0.00765517	0.00608717	0.00340068	0.00979461	0.00810385	0.0177144	0.035371	0.0674178	0.103536	0.10949	0.107746	0.039483	0.0232931	0.0193082	0.0187778	0.0237353	0.0190518	0.017815	0.0619763	0.0612361	0.0402387	0.037586	0.0308859	0.016524	0.00798632	0.00315036	0.0059368	0.00700933	0.00497673	0.0129809	0.0177965	0.00959361	0.0302232	0.00625703
qu'	0.0518222	0.0252087	0.0216591	0.0175985	0.0402361	0.0291683	0.036448	0.04922	0.0643182	0.0494408	0.055298	0.0465265	0.0372805	0.0342062	0.0364102	0.0292022	0.0175771	0.0217754	0.0153129	0.0268523	0.0243549	0.019487	0.0172444	0.00934702	0.010814	0.00940535	0.0117666	0.0186593	0.0103496	0.0202329	0.0260431	0.0357177	0.0277955	0.0327481	0.0204733
il	0.0580502	0.0260858	0.0122813	0.00799687	0.0189286	0.0108342	0.0320763	0.0208605	0.0259445	0.0273955	0.0372361	0.0261205	0.0188046	0.0161227	0.0361682	0.00643447	0.00539366	0.00238957	0.00512625	0.00548144	0.0180607	0.0102743	0.013893	0.0221026	0.0185784	0.0196361	0.0547514	0.0416706	0.0427923	0.0617752	0.0865016	0.0836104	0.0347553	0.0646569	0.02721
prépare	0.0584392	0.0261306	0.0177166	0.00756387	0.0161307	0.0181438	0.0464783	0.0578018	0.0663449	0.116215	0.0935449	0.0676199	0.0552406	0.0482318	0.0425328	0.0266927	0.00985976	0.00656321	0.00673524	0.00689858	0.0101961	0.00896905	0.00717192	0.00749722	0.00682312	0.0080366	0.0147126	0.0124419	0.0116577	0.014349	0.0271027	0.0215474	0.0131248	0.0252607	0.016225
ne	0.057721	0.0339026	0.0376423	0.0193974	0.0154631	0.0258243	0.0357565	0.0301966	0.03088	0.040758	0.0287797	0.0156091	0.0161674	0.0169328	0.014212	0.0247787	0.0115153	0.0123759	0.010076	0.0142111	0.0115738	0.0133746	0.015524	0.029648	0.0289899	0.0368357	0.0562296	0.0349571	0.0453344	0.0364692	0.0436708	0.0361797	0.0344457	0.0270569	0.057511
sont	0.0275654	0.0109926	0.0146751	0.00907015	0.00692781	0.0113719	0.00960836	0.00483782	0.00427399	0.00385557	0.0030774	0.00231255	0.00267734	0.00259637	0.00209431	0.00238425	0.0024705	0.00384938	0.00242998	0.0043889	0.0110245	0.0103157	0.0254679	0.0378052	0.0444346	0.0452867	0.0667033	0.0719278	0.0446297	0.0763141	0.0701044	0.103657	0.079397	0.0930326	0.0884398
pas	0.0638842	0.0377909	0.0365514	0.00795399	0.0075484	0.00833805	0.0108097	0.00894908	0.0063974	0.0122756	0.00806685	0.00648849	0.00956746	0.016157	0.0148339	0.0208408	0.0131402	0.0101413	0.0089984	0.0151357	0.0218991	0.0239477	0.0157839	0.031134	0.026174	0.0258838	0.0338571	0.0482719	0.0387082	0.0485338	0.0654634	0.0661374	0.0606918	0.084941	0.0847041
salés	0.0627487	0.0453023	0.0383336	0.0172669	0.0150322	0.0256644	0.026941	0.0121998	0.00858342	0.0111082	0.01165	0.00764065	0.00850202	0.0109124	0.00777216	0.011894	0.0102147	0.00868477	0.00579953	0.00823427	0.0116514	0.00806149	0.017011	0.0226271	0.0177399	0.0214991	0.0230813	0.0381961	0.0290396	0.0448056	0.0650703	0.0639222	0.0599877	0.0968393	0.125983
</S>	0.0323728	0.0223742	0.0178451	0.0154296	0.0124179	0.0195494	0.0200524	0.010026	0.00686626	0.00534502	0.0055615	0.00436884	0.00504795	0.00787175	0.00610862	0.012129	0.00731092	0.0120657	0.00707084	0.00770079	0.00690488	0.00711063	0.0176647	0.026066	0.0307418	0.0362642	0.0414307	0.0630858	0.0487638	0.0429082	0.0653904	0.06319	0.067751	0.0894006	0.155813
