 	a85	a66	a87	a23	a79	a37	a5	a85	a6	a0	a75	a6	a5	a61	a43	a75	a5	a61	a47	a96	a62	a88	a71	a9	a87	a23	a87	</S>
c'	0.0543448	0.0469198	0.0868529	0.0482516	0.0369836	0.0364974	0.0440988	0.030594	0.00880049	0.00698506	0.00915454	0.00927342	0.00692669	0.0100199	0.00881146	0.00878871	0.00726168	0.0119435	0.0353503	0.0280682	0.0368844	0.0541469	0.0624616	0.0886011	0.060069	0.0512151	0.0404787	0.0702165
est	0.0471693	0.0403416	0.0355061	0.0273975	0.0182159	0.0229403	0.0386884	0.0481933	0.0377102	0.0152366	0.0113939	0.0151935	0.0100135	0.022782	0.0278748	0.033089	0.0422342	0.0459721	0.061776	0.0630878	0.0490639	0.0480195	0.0453722	0.0396669	0.0296231	0.0361757	0.0594002	0.0278624
toi	0.0770197	0.0655295	0.0747264	0.0817838	0.0488276	0.0297407	0.0250198	0.0290933	0.0201436	0.00660694	0.00758651	0.0140456	0.00887468	0.0058066	0.00735105	0.0092929	0.0110963	0.0129978	0.00827975	0.00967847	0.00822457	0.0111587	0.0257535	0.0300757	0.0459005	0.0650024	0.15042	0.109963
qui	0.0722491	0.0361143	0.0245905	0.02572	0.0236575	0.0141783	0.0141863	0.0227491	0.0512598	0.0370105	0.0513823	0.0660212	0.0491573	0.0261198	0.0155007	0.0306608	0.0170348	0.0164031	0.0233057	0.028568	0.0334586	0.0473823	0.0486295	0.067962	0.0322342	0.0338803	0.0477089	0.0428751
lèche	0.105056	0.0479078	0.0316279	0.0194277	0.0136716	0.00557781	0.00532155	0.0107138	0.0188267	0.0216533	0.0219908	0.0266812	0.0147792	0.0308293	0.0124235	0.0297873	0.0300031	0.0216092	0.0342835	0.0387887	0.0466182	0.0672204	0.0712274	0.0554737	0.0432892	0.059375	0.0948039	0.0210322
les	0.069103	0.0477876	0.0259525	0.0281329	0.0221822	0.0255624	0.0308923	0.0630383	0.0459881	0.0497893	0.0378559	0.0261071	0.0135948	0.0472623	0.0152707	0.041955	0.0153353	0.0151027	0.0236226	0.0195526	0.0308877	0.03731	0.041795	0.0413205	0.0462237	0.0483664	0.0686266	0.0213829
assiettes	0.0307939	0.0119563	0.00566893	0.00390996	0.0028861	0.00223785	0.00245543	0.00753668	0.0109189	0.014279	0.0114027	0.0113237	0.0184969	0.0270954	0.0207571	0.0541193	0.0339349	0.0339327	0.0441845	0.0555669	0.103136	0.158888	0.087901	0.0935161	0.0509521	0.0468058	0.0351226	0.0202209
dans	0.0979148	0.0438731	0.0336617	0.0182715	0.0122641	0.0104813	0.00901371	0.0108376	0.00913424	0.00485894	0.00459286	0.00383392	0.00424085	0.00664962	0.0072711	0.0137967	0.012038	0.00987757	0.0316587	0.0260443	0.0612405	0.115239	0.110909	0.111523	0.0686181	0.0676295	0.0682585	0.0262681
cette	0.0597187	0.0381018	0.0333815	0.031336	0.0346986	0.0123584	0.00491855	0.00457864	0.00862731	0.00782294	0.00546409	0.00537351	0.00528603	0.0126212	0.0114649	0.0171938	0.016711	0.0126541	0.0309053	0.0296544	0.0511194	0.101332	0.106869	0.106861	0.0693642	0.078446	0.080108	0.0230292
maison	0.0392896	0.00869965	0.00708961	0.00442288	0.00306851	0.00229958	0.0015606	0.00138408	0.00292246	0.00358738	0.00410197	0.00369782	0.00407455	0.00665272	0.00779856	0.0163328	0.0225565	0.0219132	0.0584957	0.0558033	0.0710911	0.106547	0.134121	0.0903526	0.0940913	0.0989503	0.0982886	0.0308062
</S>	0.0914742	0.0396141	0.031615	0.0345259	0.0179373	0.00930906	0.00560668	0.00344989	0.00465572	0.00304442	0.0056034	0.00632279	0.0108122	0.00452409	0.00479664	0.0128451	0.0219469	0.0267771	0.0550708	0.0432615	0.0640146	0.0735672	0.088739	0.0607688	0.0692393	0.0925482	0.104296	0.0136341
