 	a66	a87	a40	a92	a79	a37	a96	a61	a47	a62	a88	a94	a93	a75	a12	a18	a93	a70	a71	a25	a99	a87	a23	a3	a87	a23	a50	a70	a94	a93	a56	a75	a56	a93	a4	a93	a4	a93	a4	a13	a57	a30	a93	a62	a88	a71	a9	a99	a87	a23	a99	a97	a27	</S>
en	0.0442563	0.0434008	0.081113	0.0617113	0.0399031	0.0350011	0.0369313	0.0161233	0.0186833	0.0195641	0.0119068	0.0148064	0.0114221	0.0111993	0.0158152	0.0172449	0.0140614	0.015699	0.0162966	0.0168848	0.0164502	0.0158198	0.0101462	0.00923074	0.00805046	0.0055759	0.00632109	0.00866266	0.00808674	0.0187447	0.0139884	0.0281325	0.0403783	0.0330844	0.0256975	0.0270952	0.0122544	0.00921983	0.0101559	0.00632655	0.0014632	0.00596401	0.00848779	0.0135331	0.00859118	0.00743823	0.00916486	0.00868511	0.00695337	0.00994322	0.0186113	0.0154463	0.00984756	0.020425
se	0.00432808	0.0152771	0.0300701	0.109048	0.119316	0.0766177	0.0851784	0.0208002	0.00816525	0.00962451	0.00577087	0.00673369	0.00407046	0.00632233	0.00640265	0.0109483	0.0114046	0.0182474	0.012987	0.0116642	0.0210393	0.0105801	0.0185827	0.0136769	0.0191671	0.0125855	0.0140986	0.0190684	0.0202527	0.0163573	0.0155081	0.0171474	0.011945	0.0136415	0.00780199	0.0109169	0.0123558	0.01583	0.017793	0.0201407	0.0258582	0.0255736	0.0149279	0.00879907	0.00726835	0.00547572	0.00243129	0.00306035	0.00376927	0.00473511	0.00523418	0.00304928	0.00214508	0.00620646
livrant	0.0117101	0.0165521	0.0223803	0.0965838	0.103785	0.0753113	0.0527342	0.0351179	0.0145008	0.0484935	0.0293179	0.043644	0.0321078	0.0306041	0.0330354	0.0263112	0.0178346	0.022576	0.0175213	0.0113442	0.0106409	0.005975	0.0150224	0.0133702	0.0179648	0.0230169	0.0196208	0.0151171	0.0124023	0.00624757	0.00779183	0.00416125	0.0048832	0.00518892	0.00287203	0.00559651	0.00369678	0.00438565	0.00590765	0.00396009	0.00763175	0.00414104	0.00548897	0.00391754	0.00788836	0.00611706	0.00291088	0.00417256	0.00376448	0.00383904	0.00360849	0.004854	0.00565391	0.00672474
à	0.0343377	0.0162305	0.0131544	0.0138719	0.0188149	0.0180868	0.015967	0.0155992	0.0161364	0.0114046	0.0152416	0.0120364	0.0239062	0.0245417	0.0139115	0.042575	0.0222734	0.0142562	0.0144346	0.0230725	0.0174442	0.019397	0.0279617	0.0295928	0.0257797	0.0307205	0.0246493	0.0186089	0.0173812	0.0170336	0.0166992	0.0139801	0.017318	0.0186554	0.0165193	0.00993361	0.0109983	0.00958371	0.0114183	0.00700248	0.0251304	0.0100428	0.0129388	0.00747179	0.0083137	0.0187313	0.0110573	0.0161196	0.0214304	0.0203526	0.0203802	0.0296496	0.0197175	0.0381345
n'	0.0241264	0.00658326	0.00654877	0.00475093	0.00605262	0.00947724	0.00930203	0.0232973	0.0391896	0.0358122	0.0492346	0.0344409	0.0510735	0.0427819	0.0508591	0.0331756	0.028197	0.0288189	0.0342876	0.0227004	0.017119	0.0184413	0.0157185	0.0167132	0.0143303	0.0111212	0.0115429	0.00739362	0.00803072	0.00532552	0.00762955	0.00498532	0.00869153	0.012281	0.0206776	0.0183112	0.00883091	0.00929812	0.0133364	0.00670545	0.00918834	0.00590932	0.005852	0.00624712	0.00620401	0.0156873	0.0301353	0.0173537	0.0162622	0.0237406	0.0223077	0.0157722	0.0215571	0.02659
importe	0.012034	0.00813053	0.00270548	0.00288288	0.00776081	0.0119775	0.0118059	0.0238	0.0234982	0.0303002	0.0414822	0.0221288	0.0637506	0.0667521	0.0560341	0.0481392	0.0346807	0.0267397	0.0344059	0.0306985	0.0226667	0.0263766	0.0188399	0.0216483	0.0119802	0.00958726	0.00977629	0.00579436	0.00750316	0.00538422	0.00738773	0.00751747	0.00429898	0.00788349	0.00808086	0.00733171	0.00698685	0.00606317	0.00625684	0.00597891	0.00318412	0.00362583	0.00614468	0.00481359	0.00587423	0.0067569	0.00691901	0.00749738	0.0066605	0.00763933	0.0186562	0.0433103	0.049659	0.0622087
quel	0.0224825	0.0220068	0.0063709	0.00751193	0.00969245	0.0113617	0.0118132	0.0237767	0.0252934	0.0301658	0.0276656	0.0177957	0.0438627	0.0510087	0.0461558	0.0465335	0.0401888	0.0333173	0.0328501	0.0339814	0.0259366	0.0297254	0.0148466	0.0151875	0.00747226	0.00694185	0.00838124	0.00416272	0.00588164	0.0060205	0.00558506	0.00548157	0.00895855	0.0104361	0.0117711	0.0133663	0.00898225	0.00742221	0.0093304	0.00730939	0.00312805	0.00484641	0.00837739	0.0071925	0.0156679	0.0120536	0.0162847	0.012199	0.0114879	0.011106	0.0144272	0.0330976	0.0313704	0.0617272
homme	0.0278431	0.0231396	0.0164797	0.0162453	0.0124144	0.0130856	0.0135952	0.0118599	0.0193649	0.0305191	0.0300461	0.0514783	0.0396261	0.0560444	0.0679539	0.0330686	0.0603631	0.0313755	0.0344398	0.0327879	0.0298973	0.0213258	0.0181555	0.0218586	0.0120556	0.0140057	0.015125	0.0129889	0.0112216	0.0119718	0.0103861	0.0131191	0.0135276	0.0134426	0.0125766	0.0135055	0.010872	0.00789313	0.00809957	0.00990431	0.00176033	0.00769745	0.00459164	0.00411076	0.00461164	0.003932	0.00432796	0.00498611	0.00378084	0.00421859	0.00526867	0.0133124	0.0237796	0.00995888
tu	0.0309118	0.019094	0.0079575	0.00717306	0.00641008	0.00728125	0.00592438	0.0068204	0.0102391	0.0202633	0.0228338	0.0308533	0.0264027	0.0379309	0.0484062	0.0261155	0.0377461	0.0228766	0.0285459	0.0295415	0.0263092	0.0219008	0.0148151	0.0178986	0.00862995	0.00939977	0.0108728	0.00917638	0.0085911	0.00937158	0.0099825	0.0137052	0.0128606	0.0132108	0.0105592	0.0108972	0.0115586	0.0129394	0.0137662	0.0146339	0.0134448	0.013591	0.0133367	0.00714253	0.0138788	0.023965	0.0298901	0.0348763	0.0276442	0.0323923	0.0179077	0.0209038	0.0401629	0.016458
finiras	0.0321181	0.0296053	0.01481	0.0165186	0.0119703	0.0073702	0.00268723	0.00505597	0.00318934	0.00472583	0.00766352	0.00542428	0.0131417	0.0169913	0.016564	0.01743	0.0124529	0.00979868	0.0108837	0.011736	0.00707563	0.0106831	0.00759274	0.00745679	0.0055413	0.00441662	0.00542574	0.00371704	0.00374106	0.00739429	0.0131256	0.0165054	0.0311001	0.0336637	0.0266528	0.0477822	0.0248372	0.0272627	0.0335155	0.0170597	0.0184886	0.0301441	0.0327375	0.0269088	0.0333018	0.032968	0.0287157	0.0394943	0.0314372	0.0486519	0.0166796	0.016862	0.0370228	0.0219019
avec	0.0483888	0.0404109	0.0166376	0.013581	0.00950257	0.00837876	0.00772254	0.0176318	0.0250281	0.0291689	0.0302037	0.0251205	0.0179707	0.0343352	0.0296172	0.041709	0.0340599	0.0268058	0.0366297	0.0337278	0.0357075	0.0277659	0.0240544	0.0224358	0.0131559	0.00954152	0.0114777	0.00832259	0.00821917	0.00854781	0.015954	0.0133577	0.0253876	0.0155143	0.0121986	0.0209109	0.0115422	0.00971191	0.0108176	0.00446108	0.00653261	0.00439739	0.0115217	0.0074969	0.0117648	0.0178233	0.0210611	0.0153557	0.0123523	0.0168047	0.00921609	0.00992328	0.0139718	0.00606358
