 	a66	a87	a23	a30	a93	a34	a93	a56	a43	a0	a31	a61	a12	a41	a85	a61	a24	a12	a61	a12	a98	a85	a21	a47	a93	a70	a62	a21	a5	a37	a38	a82	a87	a23	a87	</S>
celui	0.058823	0.0669139	0.0760389	0.0668082	0.0331169	0.0198686	0.0334989	0.0276803	0.0250283	0.0207598	0.0195382	0.0201483	0.0165205	0.0180132	0.0173059	0.00957339	0.00682295	0.00646623	0.00733856	0.00732707	0.0105876	0.0187945	0.00939071	0.0243923	0.0194479	0.0226837	0.019911	0.0213391	0.0238856	0.0349758	0.0346119	0.0241275	0.0322777	0.0422245	0.0367625	0.0669965
qui	0.0271168	0.0183195	0.0217233	0.0155784	0.0316637	0.0317034	0.03337	0.0290096	0.0358695	0.0149364	0.0108019	0.0176372	0.0120817	0.0141571	0.0072748	0.00835481	0.00915174	0.0120199	0.0110267	0.0129235	0.00901576	0.00908937	0.00952659	0.0192794	0.0260229	0.0370332	0.0475806	0.0642032	0.064064	0.0375669	0.0493639	0.0558355	0.0568071	0.0620129	0.0537107	0.0241682
allume	0.0764781	0.0326666	0.0345681	0.0132165	0.0289707	0.0331423	0.0213804	0.0598117	0.0281536	0.0342848	0.0229696	0.043592	0.0272958	0.0293212	0.0227119	0.0158831	0.00849321	0.00827703	0.00792428	0.00531239	0.0026115	0.00523695	0.00461807	0.00711095	0.00668193	0.0133441	0.0103392	0.0177707	0.0226105	0.0209283	0.0396414	0.0450773	0.0358131	0.0747425	0.0747906	0.0642296
ce	0.11207	0.13213	0.109639	0.067454	0.0312192	0.0259625	0.0224518	0.0417768	0.0340818	0.0490579	0.0277888	0.0263234	0.0221946	0.018135	0.0112289	0.0116714	0.00790008	0.00813625	0.00951918	0.00781029	0.00420841	0.00593944	0.00596083	0.0061944	0.00806773	0.0118092	0.0113085	0.0182633	0.0201039	0.0155864	0.0171422	0.0212037	0.0183166	0.0203046	0.0199525	0.0190868
feu	0.0563035	0.0245846	0.0143271	0.0103573	0.0161926	0.0207562	0.0350908	0.0592071	0.0473546	0.0454069	0.0536768	0.0297482	0.0309134	0.0224777	0.0180404	0.0118468	0.0112698	0.0121262	0.0166766	0.0287044	0.0153316	0.0385463	0.0309925	0.0321642	0.0235871	0.0223178	0.0390902	0.0330231	0.0196602	0.0259593	0.0279271	0.0220868	0.0256744	0.0327585	0.0256448	0.0201752
c'	0.060516	0.0432647	0.0611862	0.0206815	0.0183072	0.0165125	0.0158635	0.02408	0.0356201	0.0240052	0.0376723	0.0190902	0.0155495	0.00998006	0.00781361	0.00491971	0.00491668	0.00657349	0.00892014	0.0129547	0.0131787	0.0252153	0.0255038	0.0252501	0.0292141	0.0316929	0.0543444	0.0395403	0.0433806	0.0384165	0.0427347	0.0378375	0.0447234	0.037442	0.0348716	0.0282267
est	0.0660434	0.0257506	0.0320247	0.0157852	0.0270482	0.0681291	0.058031	0.0614055	0.0482448	0.0475515	0.04251	0.0514986	0.0264237	0.0584398	0.0516534	0.0481125	0.0324708	0.0276974	0.0286075	0.0285937	0.0164223	0.0112233	0.00580032	0.0089809	0.00389897	0.00553347	0.00707699	0.00696751	0.00535307	0.00860659	0.0111104	0.0064744	0.0097405	0.0144482	0.0212265	0.011115
le	0.0941871	0.0416203	0.0331178	0.0249774	0.0285772	0.029202	0.0178419	0.0203906	0.0179803	0.0149491	0.0183826	0.0116406	0.0123402	0.0125042	0.0186927	0.0179194	0.0136537	0.0193645	0.0277947	0.0199117	0.013633	0.0308709	0.0142494	0.026642	0.0127057	0.0199956	0.0236642	0.035153	0.0314867	0.0384039	0.045668	0.0363339	0.0443221	0.0500284	0.0594966	0.0222987
fils	0.0774572	0.0833934	0.0931686	0.0392322	0.0191098	0.0240107	0.0248198	0.0323646	0.0355252	0.0322613	0.0298203	0.0258803	0.0183201	0.0157654	0.0138451	0.00740361	0.00468245	0.00851588	0.00865873	0.0109512	0.00530067	0.0210157	0.0165996	0.0189453	0.0185738	0.011193	0.0258611	0.0214022	0.0277817	0.0206121	0.0243915	0.0184579	0.029375	0.0491401	0.0384744	0.0476899
de	0.0678694	0.0611041	0.0912487	0.0459328	0.0222415	0.0140688	0.0112377	0.0154119	0.0233524	0.0259836	0.0242161	0.0137813	0.00862515	0.00730586	0.00539571	0.00400685	0.00287145	0.00494055	0.00566755	0.00879255	0.00428706	0.0104887	0.00942963	0.0120353	0.0146479	0.0129771	0.0296233	0.035553	0.0395815	0.0300642	0.043466	0.0369363	0.0519274	0.065248	0.0645491	0.0751315
