 	a84	a87	a57	a87	a97	a87	a30	a93	a75	a25	a98	a92	a21	a12	a94	a90	a25	a98	a79	a56	a21	a5	a23	a18	a31	a88	a38	a88	a38	a57	a87	a30	a57	a97	a30	a97	</S>
son	0.0201549	0.0352775	0.0317459	0.0334194	0.0314832	0.0290608	0.0315474	0.0212509	0.0528447	0.0569147	0.0494635	0.0468798	0.0286996	0.0307988	0.0290379	0.0207696	0.0233937	0.0197804	0.017082	0.0110812	0.00743018	0.00731312	0.0036014	0.00367662	0.0070213	0.0143	0.0245469	0.02258	0.0365633	0.0464557	0.0370129	0.0250243	0.0309078	0.0248178	0.0197401	0.017793	0.0505295
champ	0.00494629	0.006029	0.00379057	0.00664634	0.020926	0.0281496	0.0382277	0.0270924	0.0351767	0.048631	0.064088	0.0711586	0.0749721	0.062666	0.0647719	0.0320093	0.0390305	0.0340627	0.0458917	0.0388844	0.0312169	0.0456289	0.0321109	0.00996962	0.0146664	0.0178858	0.0130052	0.0106545	0.0163784	0.00795536	0.00356891	0.00566007	0.00779461	0.0084677	0.00774123	0.0124873	0.00765746
de	0.0416429	0.0323064	0.0226106	0.0262559	0.0355972	0.0302061	0.0253504	0.0187715	0.0251434	0.0177814	0.0177703	0.0167104	0.0249469	0.0202361	0.00893989	0.00763069	0.00624915	0.00668945	0.00694945	0.00476136	0.00419333	0.00634585	0.00916149	0.00539548	0.00493157	0.00781639	0.00773704	0.0135055	0.0148579	0.0193815	0.0418123	0.0498026	0.0510268	0.120135	0.0725837	0.114795	0.0599694
canne	0.124305	0.0566922	0.0392738	0.039895	0.0373989	0.0296994	0.0323826	0.0150366	0.00924096	0.00684278	0.00635092	0.00557299	0.00379026	0.00345352	0.00324726	0.00453026	0.00565747	0.00947546	0.0126588	0.0195782	0.0227484	0.0202412	0.0296929	0.0164887	0.0115073	0.00739582	0.00721586	0.0148352	0.0121276	0.0159034	0.0493227	0.0366172	0.0652717	0.077279	0.0575369	0.0722304	0.0185033
à	0.101271	0.0670933	0.0557473	0.0418004	0.0299074	0.0217671	0.0101751	0.0101824	0.0104556	0.0134315	0.0174962	0.0163928	0.0116187	0.0189636	0.0162612	0.011835	0.0120078	0.00977809	0.00769227	0.0115474	0.022237	0.0291446	0.0146174	0.015824	0.0208042	0.0156636	0.016539	0.0293644	0.0333633	0.032469	0.0371348	0.0300879	0.0483189	0.0415216	0.024793	0.058752	0.0339408
sucre	0.0407529	0.0300629	0.0258903	0.0202908	0.0244077	0.0158453	0.0133706	0.0101753	0.0205395	0.0196947	0.0208849	0.0172305	0.0134981	0.0146384	0.014143	0.0210989	0.0295773	0.0244921	0.0200683	0.0172486	0.0192879	0.0211739	0.0223208	0.0326615	0.042146	0.0260219	0.0246412	0.0424129	0.0197804	0.0266077	0.0263933	0.0624874	0.0588549	0.0573502	0.0261571	0.0398989	0.0378938
est	0.0685488	0.0883702	0.0374423	0.0414514	0.0343236	0.0269377	0.0233326	0.0164795	0.0248495	0.0191114	0.0192304	0.0118124	0.011731	0.0183823	0.0184324	0.0236074	0.0294498	0.0289138	0.0275116	0.0216561	0.0193572	0.0380261	0.0374312	0.0249308	0.0282551	0.0191767	0.0108905	0.0247763	0.0160723	0.0154122	0.010977	0.0265655	0.029803	0.0409885	0.0142748	0.0303088	0.0211799
devenu	0.027989	0.0251395	0.0227418	0.0242773	0.0257098	0.0181049	0.0183752	0.0105648	0.0174268	0.0177038	0.0175178	0.0196314	0.0138193	0.0129082	0.0213558	0.0166736	0.0158157	0.0168332	0.0127885	0.0126599	0.0144032	0.0164818	0.0124932	0.00843826	0.0166323	0.0175361	0.0248752	0.0489874	0.0178471	0.0360153	0.0656398	0.0788648	0.0586345	0.0637321	0.0496919	0.0467582	0.0549328
incontrôlé	0.0217797	0.0213128	0.0220618	0.0218095	0.0185749	0.0128341	0.0175803	0.0138328	0.0182914	0.0200119	0.0114104	0.00982748	0.00540637	0.00393759	0.00829982	0.00919294	0.0079182	0.00892948	0.00934426	0.00858622	0.00811809	0.00889444	0.0108373	0.0114547	0.0172421	0.0209271	0.0271357	0.0427858	0.0274892	0.0573607	0.0782393	0.0672279	0.0553949	0.0573279	0.0669568	0.047784	0.123882
</S>	0.0297756	0.0346945	0.0329537	0.0334473	0.032752	0.0314859	0.03303	0.0284475	0.0365614	0.0384913	0.0250471	0.0205521	0.0117811	0.00755972	0.0109438	0.00777063	0.00712741	0.00568538	0.00580866	0.00646974	0.00842055	0.00898884	0.00586894	0.00654661	0.0102322	0.0120399	0.0119663	0.0193995	0.0174985	0.0331733	0.0517978	0.0537935	0.0556866	0.0578524	0.0551303	0.0585002	0.0927197
