 	a23	a85	a87	a23	a50	a24	a0	a26	a35	a41	a35	a66	a94	a76	a25	a35	a61	a47	a32	a25	a11	a26	a61	a26	a75	a25	a20	a58	a75	a14	a73	a2	a57	a87	</S>
on	0.17172	0.164541	0.0893232	0.0508044	0.0172947	0.0175918	0.00926187	0.00911402	0.00802224	0.008179	0.0082346	0.0147168	0.0157914	0.0172965	0.0135603	0.0139708	0.0154227	0.0173035	0.0172369	0.0460027	0.0310036	0.0270003	0.0203823	0.0173483	0.01443	0.00863111	0.00764237	0.0104805	0.00815298	0.00666933	0.0158897	0.0156675	0.0223474	0.0223095	0.0466571
a	0.0121908	0.012823	0.0151183	0.00987651	0.0187014	0.0147687	0.0266244	0.0153596	0.0202731	0.0129679	0.0332433	0.0152751	0.0499493	0.0900203	0.0389799	0.091542	0.0389906	0.0407922	0.0232706	0.036877	0.0343637	0.0224267	0.0145251	0.0139686	0.0124211	0.0125566	0.0106318	0.0120993	0.0199754	0.0297489	0.0240122	0.0378189	0.0468631	0.0540237	0.036921
entendu	0.038019	0.0166821	0.0256373	0.0177138	0.0158521	0.0226812	0.0319316	0.0337344	0.0136788	0.00882118	0.012032	0.00864759	0.00779166	0.0106765	0.00595745	0.00955924	0.00627605	0.00575977	0.00618838	0.00938267	0.0107239	0.00709219	0.00779763	0.00751766	0.0175108	0.0166731	0.0215772	0.0430754	0.0630183	0.0628744	0.0661391	0.0839723	0.0862543	0.0889815	0.109769
le	0.110601	0.0478913	0.0599287	0.0489941	0.0445906	0.0584639	0.0283095	0.0222766	0.0371879	0.0205546	0.023557	0.0192064	0.00933213	0.0155217	0.0131032	0.0150115	0.0116079	0.0154895	0.0129559	0.0398151	0.0252173	0.0244408	0.0193925	0.019908	0.0153663	0.0132402	0.0200501	0.0200212	0.0309103	0.0333387	0.0339689	0.0238913	0.0190819	0.0186533	0.0281205
bruit	0.0683782	0.0679724	0.0529253	0.0580648	0.0421236	0.0512755	0.0453004	0.0441243	0.0486064	0.0274527	0.0336395	0.0257372	0.0141545	0.0232849	0.0270503	0.0261037	0.0288734	0.0271584	0.0166992	0.0393436	0.0424537	0.0316717	0.0261077	0.0260493	0.0181129	0.0104911	0.00876135	0.0109353	0.0150695	0.0112901	0.00977612	0.00829064	0.00449483	0.00394427	0.00428315
d'	0.0905739	0.0941574	0.0540276	0.0735346	0.0526901	0.0596733	0.0207125	0.0155626	0.0191423	0.0135503	0.0254655	0.0107608	0.0112861	0.0131368	0.0133405	0.0145024	0.0115109	0.00969414	0.00689143	0.0124744	0.012932	0.0121721	0.00851014	0.00893028	0.0082352	0.00894311	0.0207826	0.0267913	0.0304844	0.0311638	0.0392568	0.0473105	0.0309901	0.0308208	0.0599894
un	0.067746	0.0764347	0.0595601	0.057623	0.0460917	0.0347713	0.0118906	0.012793	0.00969649	0.0053033	0.00375507	0.00433723	0.00369748	0.00500608	0.00504622	0.00537372	0.00795709	0.00993685	0.010225	0.0321352	0.0355047	0.0374608	0.0276491	0.022171	0.0232962	0.024236	0.0418398	0.0433857	0.0293708	0.0250611	0.0411795	0.0520668	0.0388424	0.0365431	0.052013
coup	0.0644317	0.0587323	0.0486311	0.0416736	0.0285267	0.0166802	0.0104966	0.0087524	0.0100388	0.0073949	0.0163119	0.00891053	0.012978	0.0121373	0.00901288	0.0130181	0.0112744	0.00862169	0.0150532	0.0480379	0.0305424	0.031035	0.0288829	0.0335807	0.0283264	0.0221055	0.0300817	0.0376109	0.037961	0.0349592	0.0512215	0.0424781	0.0495444	0.0451288	0.0458272
de	0.111309	0.054654	0.0419909	0.0378206	0.019998	0.00556464	0.00236261	0.00170202	0.00226789	0.00100763	0.00128423	0.00175481	0.00107398	0.00161574	0.00202271	0.00213879	0.00318822	0.00422809	0.00531855	0.0112327	0.00614009	0.00452692	0.00625458	0.00476526	0.00394243	0.00569567	0.0132116	0.0346084	0.0445141	0.0492908	0.0715648	0.103458	0.0774852	0.111439	0.150568
fusil	0.0428173	0.0393215	0.0254857	0.0243059	0.0445545	0.0350112	0.0317726	0.0166233	0.0288173	0.0121861	0.0137378	0.0133192	0.00860995	0.0134307	0.012279	0.0103163	0.00851568	0.00814932	0.00740943	0.0217674	0.0261739	0.0228994	0.0166412	0.0212729	0.0181279	0.0265448	0.0387081	0.0434737	0.0451598	0.0407547	0.044181	0.0468509	0.0482271	0.0414763	0.101078
</S>	0.102224	0.0439528	0.0281601	0.0173714	0.0145091	0.012936	0.00768377	0.00351232	0.0049387	0.0023714	0.00223572	0.00279021	0.00176362	0.00286202	0.00414293	0.00289486	0.00259252	0.00330023	0.00288222	0.00584637	0.00489246	0.00288992	0.00342965	0.00436688	0.00301383	0.00973441	0.0239835	0.0320948	0.0535802	0.0669853	0.0708637	0.0868264	0.0843324	0.0837797	0.200256
