 	a66	a87	a23	a40	a36	a6	a0	a11	a0	a88	a24	a70	a50	a93	a62	a88	a75	a21	a5	a43	a31	a88	a21	a12	a62	a88	a53	a4	a57	a3	a87	a23	a87	</S>
son	0.0984392	0.0995705	0.102448	0.0980219	0.080237	0.0583606	0.0767406	0.0198295	0.0207366	0.0189658	0.0152865	0.0145102	0.0144331	0.0125274	0.00945358	0.00760163	0.00806088	0.00912792	0.00431195	0.00711669	0.00530521	0.00582007	0.00543479	0.00848653	0.0100061	0.0192925	0.0163385	0.0175314	0.0212918	0.0153025	0.0151417	0.0175242	0.016974	0.0497709
père	0.00271776	0.0309799	0.082201	0.139304	0.144573	0.10852	0.0884104	0.0942541	0.0549306	0.0450887	0.0475646	0.0324454	0.0345067	0.0154604	0.0108243	0.0144235	0.00604081	0.00284348	0.0027169	0.00229995	0.00188907	0.00110425	0.00129021	0.00205414	0.0022798	0.00388858	0.00258214	0.00246202	0.00439271	0.00178967	0.00244995	0.00201024	0.00519819	0.00650429
lui	0.0301576	0.0491416	0.0320925	0.0323465	0.0595929	0.0469222	0.0735564	0.0645035	0.0664007	0.10769	0.0485358	0.0559358	0.0357625	0.0517893	0.0230542	0.0275487	0.0276304	0.0219243	0.0097844	0.00523364	0.0041803	0.00440757	0.00485725	0.00449571	0.00592054	0.0111091	0.00955661	0.00947059	0.00809639	0.00671679	0.0148478	0.0172593	0.0221516	0.00732753
a	0.0525661	0.0289712	0.0173556	0.0245716	0.0509431	0.0234917	0.0170471	0.0243191	0.0288137	0.0618374	0.0516658	0.069249	0.0378002	0.0632556	0.0344439	0.0376381	0.0263215	0.0366951	0.0132533	0.0249974	0.0120446	0.0126632	0.0124837	0.0114945	0.0285509	0.025658	0.0197491	0.0287961	0.0274529	0.0198298	0.0129952	0.0203843	0.0123635	0.0302976
défendu	0.0238412	0.0153135	0.00710843	0.00513019	0.00780785	0.00834693	0.00978128	0.015172	0.0154542	0.0361315	0.0426875	0.0563319	0.0643371	0.0812936	0.0912155	0.0866155	0.0656905	0.0529677	0.0486858	0.0684586	0.0384954	0.034564	0.0156622	0.00765173	0.0120822	0.0172768	0.00922825	0.00664545	0.0102176	0.00842341	0.00528571	0.00593301	0.00672111	0.0194423
de	0.091725	0.0537496	0.025333	0.0207721	0.0266614	0.0341965	0.0433063	0.0508767	0.043767	0.0505297	0.0202312	0.0257929	0.0144709	0.0150356	0.0115679	0.0107707	0.015227	0.0197243	0.014632	0.0256669	0.0149527	0.0223049	0.0208884	0.0125694	0.0156479	0.026513	0.0136472	0.0241206	0.0266928	0.0266935	0.0398043	0.0267324	0.0310961	0.0843001
jouer	0.0690042	0.0355462	0.0123064	0.0110653	0.0151676	0.018122	0.0213447	0.027641	0.027771	0.0400186	0.0272174	0.0407922	0.0263477	0.0263214	0.0226936	0.0236277	0.0318139	0.0574305	0.0332019	0.0389855	0.0283877	0.0150098	0.0134829	0.0134057	0.0168236	0.0238623	0.0116367	0.0283618	0.0208261	0.0252433	0.0285585	0.0341744	0.0481301	0.0856782
au	0.0626218	0.0241658	0.00867933	0.00576625	0.0103857	0.0112012	0.0226437	0.0331287	0.0378935	0.0514982	0.043651	0.0381227	0.0340581	0.0326978	0.0306001	0.0267231	0.0277938	0.0340156	0.0377779	0.0336467	0.013182	0.0137224	0.015985	0.0218537	0.0198315	0.0264733	0.0103848	0.0284553	0.0231738	0.0216166	0.0324061	0.0509637	0.0541342	0.0607466
foot-ball	0.0351459	0.0388528	0.0369191	0.020683	0.0174965	0.0133781	0.0147657	0.0174436	0.0171913	0.0180706	0.0148967	0.0130962	0.0130895	0.0183269	0.019515	0.016578	0.0175796	0.0179207	0.0237517	0.0170886	0.0134469	0.0131543	0.0105103	0.0180216	0.0131606	0.0331211	0.0275188	0.0486305	0.057333	0.0414978	0.0604098	0.0790564	0.0917537	0.0905956
</S>	0.0471699	0.0176621	0.00837706	0.00565155	0.00660349	0.00744059	0.0165277	0.0153477	0.0161042	0.0176503	0.0144023	0.0111602	0.0129963	0.0147892	0.0152566	0.0125911	0.008964	0.011557	0.0086895	0.0180578	0.0104073	0.0120678	0.00975654	0.0159776	0.0184351	0.0440699	0.0199691	0.0530801	0.0450778	0.0549647	0.0617705	0.0950151	0.0785664	0.193843
