 	a97	a99	a87	a23	a50	a0	a75	a56	a75	a25	a69	a90	a92	a21	a5	a21	a12	a21	a12	a43	a75	a6	a7	a44	a58	a82	a3	a87	a23	a10	</S>
nous	0.122119	0.0897373	0.0667684	0.0362269	0.0320805	0.0205602	0.0148424	0.0105545	0.0128883	0.0229339	0.0207318	0.0219958	0.0156768	0.0190782	0.0220511	0.0268733	0.0210858	0.0437148	0.0496535	0.0436129	0.0226946	0.0201315	0.0225954	0.0245222	0.0243525	0.0290248	0.0234526	0.0181813	0.0283175	0.0278407	0.0457017
venons	0.018824	0.0216182	0.0231046	0.0359822	0.0279882	0.0587498	0.0451915	0.0374459	0.0403968	0.0154786	0.0328358	0.0243424	0.0212227	0.02643	0.0155902	0.0138334	0.0254358	0.0200799	0.0176841	0.0159837	0.0304137	0.0486738	0.0626788	0.0681127	0.0455688	0.034138	0.0342976	0.0456433	0.0312639	0.0330146	0.027977
de	0.0448013	0.0181149	0.0137925	0.0202372	0.0155119	0.0569481	0.0398464	0.0258345	0.0400324	0.0186474	0.039971	0.026867	0.0181176	0.0255814	0.01451	0.0150075	0.0250546	0.0242652	0.0180678	0.0230699	0.0212866	0.0357377	0.0396483	0.0417046	0.0419432	0.0423476	0.0289321	0.0500512	0.0470111	0.0722008	0.0548584
couper	0.0663609	0.0411257	0.0295891	0.0266654	0.0353432	0.0495063	0.0396317	0.044549	0.0328221	0.0330181	0.0398469	0.0480374	0.0582856	0.0330292	0.0421632	0.035716	0.0325423	0.0257106	0.0317822	0.0272093	0.0222547	0.0169469	0.0235587	0.0147394	0.0252363	0.0194635	0.0191737	0.0173729	0.0183921	0.0151079	0.0348198
les	0.064117	0.033397	0.0266984	0.0233956	0.0262233	0.0231269	0.0176835	0.0140813	0.0102716	0.00818694	0.0108164	0.00762018	0.017206	0.0197188	0.0319647	0.0374029	0.0304302	0.0367626	0.0314713	0.033296	0.0171565	0.0190464	0.0268669	0.0214807	0.0330127	0.056737	0.044374	0.0476867	0.0747161	0.071625	0.0834272
lattes	0.047526	0.0293386	0.0227625	0.017538	0.0225926	0.0142219	0.0174668	0.0276407	0.0306313	0.0246454	0.0317579	0.0411614	0.0301752	0.043813	0.0582455	0.0604333	0.0673611	0.0745231	0.0709208	0.0848955	0.0290771	0.0210395	0.022341	0.0149645	0.017896	0.0217815	0.0140293	0.0107441	0.0125277	0.00989556	0.00805278
dans	0.0637126	0.043021	0.034658	0.0320103	0.0271491	0.0255505	0.0205918	0.0143812	0.0110028	0.00887179	0.0120253	0.0121478	0.0134645	0.0185779	0.0258324	0.0266536	0.0251247	0.0222548	0.0261663	0.0378465	0.0302251	0.0354327	0.0335207	0.0301076	0.0435124	0.0648379	0.0443441	0.0531581	0.0567552	0.0396933	0.0673701
la	0.040214	0.0333222	0.0250888	0.0212753	0.0183725	0.017667	0.0146302	0.0225056	0.0260166	0.0281642	0.0473335	0.0412418	0.0289876	0.0348995	0.0327918	0.0286249	0.0194161	0.0205872	0.0264222	0.0300517	0.0138767	0.0174494	0.0260972	0.0356395	0.0504539	0.0479921	0.0330069	0.0461005	0.0543674	0.0451603	0.0722432
forêt	0.0429032	0.0304701	0.0223684	0.0195039	0.0231455	0.0191395	0.0157363	0.0128888	0.0106095	0.0123609	0.017807	0.0278911	0.0282701	0.0374816	0.0525524	0.0628619	0.0493988	0.0437155	0.0414441	0.0346319	0.0332992	0.0297818	0.032093	0.0411773	0.0477537	0.0465127	0.0352289	0.033513	0.0424374	0.0297142	0.0233082
</S>	0.103396	0.0588947	0.0434446	0.0311431	0.0327437	0.016322	0.0076721	0.00993678	0.00554279	0.00435118	0.00582572	0.00505901	0.00601048	0.00756237	0.00692513	0.0116395	0.0106898	0.013421	0.0212435	0.021992	0.0287368	0.0449715	0.0350935	0.0647596	0.105414	0.0818802	0.055577	0.0471931	0.048083	0.0480909	0.0163854
