 	a87	a10	a87	a79	a93	a70	a31	a21	a47	a0	a47	a88	a75	a85	a21	a88	a71	a38	a90	a25	a56	a0	a75	a5	a66	a61	a24	a62	a75	a36	a27	a82	a97	a87	a23	a87	a97	</S>
quel	0.0473999	0.0420283	0.0360099	0.0234138	0.0169142	0.0406746	0.0359841	0.0336603	0.0335317	0.0270886	0.0218297	0.0156159	0.0205203	0.0219803	0.0137372	0.01389	0.00867808	0.00762552	0.00555403	0.00528341	0.00630435	0.00693714	0.00599216	0.00599814	0.00778729	0.0176559	0.0225478	0.0401135	0.0309987	0.0580244	0.0358808	0.0637071	0.0338442	0.0260299	0.037063	0.0376651	0.0347446	0.057286
est	0.0285532	0.0250836	0.0334529	0.0203442	0.0147189	0.0352626	0.0244728	0.02474	0.0266799	0.0282376	0.026699	0.0306583	0.0218589	0.0244832	0.0460497	0.0277697	0.0323766	0.0537395	0.0442741	0.0387826	0.0519409	0.0270203	0.0333997	0.0209908	0.01535	0.0135918	0.0119324	0.0122294	0.0235697	0.0157343	0.0256678	0.0212337	0.0181979	0.0208821	0.0221993	0.0164783	0.0223644	0.0189802
parmi	0.059483	0.0451077	0.0436207	0.0297867	0.0257177	0.054906	0.0301411	0.027505	0.0247641	0.0169875	0.0200896	0.0204155	0.0198496	0.0186756	0.0405224	0.033783	0.0485171	0.0486682	0.0565948	0.0396485	0.0299824	0.0231881	0.0138926	0.0122547	0.0118196	0.00761393	0.00891958	0.00978168	0.0133773	0.00835495	0.0155763	0.0100133	0.0107825	0.0145397	0.0242618	0.0117321	0.0359894	0.0331362
vous	0.082954	0.0388166	0.0264057	0.0498184	0.0321429	0.0148357	0.0139133	0.00742793	0.00419254	0.00842726	0.0134677	0.0191929	0.0222331	0.0150543	0.0335521	0.0264015	0.0369546	0.0255686	0.0399838	0.0198291	0.0159314	0.0218184	0.0157194	0.0234825	0.0392718	0.0270551	0.0240435	0.0269928	0.0278084	0.0169585	0.0342911	0.0166228	0.035794	0.0268782	0.0226051	0.026698	0.0396273	0.0272297
la	0.0521318	0.0311151	0.0284341	0.0419961	0.0264249	0.0195469	0.0274901	0.0180524	0.0208293	0.0349527	0.0398779	0.0337023	0.0366614	0.023581	0.0190399	0.0244935	0.0169914	0.0137209	0.0142681	0.0126083	0.0158567	0.0229592	0.0262	0.0267184	0.0288086	0.0201768	0.0349991	0.019387	0.0270939	0.0173891	0.0225117	0.0135572	0.0163818	0.0217648	0.0276468	0.03204	0.0447079	0.0458828
personne	0.0714407	0.0393785	0.0243639	0.0283207	0.0322869	0.0259837	0.0359872	0.0186421	0.0116784	0.0121529	0.0193364	0.0170526	0.0199035	0.0154144	0.0238992	0.0269522	0.0268597	0.0228667	0.0161239	0.0154075	0.0182603	0.0168422	0.0122648	0.0183054	0.0268753	0.0360733	0.0471153	0.0510927	0.0310703	0.0611842	0.0381419	0.0390346	0.0253746	0.0161242	0.0217159	0.011787	0.0104629	0.014224
qui	0.111184	0.0480262	0.0198701	0.0246724	0.0257562	0.0219658	0.0247608	0.0224507	0.0267555	0.0168596	0.0206443	0.0123504	0.0145508	0.0171768	0.00934899	0.00597995	0.00733488	0.00328685	0.00246627	0.0013723	0.00434888	0.00538708	0.00295477	0.00959779	0.0135916	0.0221872	0.0417041	0.0381052	0.0435429	0.0586525	0.040857	0.0479255	0.018629	0.0267337	0.0553088	0.0329498	0.0604495	0.0402623
fait	0.0815046	0.0407963	0.0237763	0.0199836	0.0141483	0.0177153	0.0211418	0.021222	0.0172398	0.0182235	0.0146158	0.00976003	0.00973841	0.0180996	0.0162582	0.00922593	0.0124653	0.0058311	0.00674133	0.00544193	0.00862908	0.00851764	0.00631296	0.0139534	0.0135518	0.0398422	0.0873486	0.0473701	0.0494916	0.0431345	0.0291334	0.0272824	0.0317816	0.0353917	0.0416294	0.0325884	0.0548854	0.0452267
partir	0.0544485	0.041564	0.0442503	0.0329051	0.0176804	0.0272075	0.030096	0.0165438	0.0112466	0.0139102	0.0135805	0.0130624	0.0101642	0.010104	0.0191612	0.0152606	0.0194931	0.0143845	0.0186541	0.0109907	0.00946247	0.00997513	0.00789049	0.011719	0.0128983	0.0168184	0.0254271	0.0218487	0.0252025	0.0305567	0.0168198	0.030099	0.0255854	0.0361203	0.0521259	0.0368533	0.07632	0.11957
les	0.0683512	0.0335972	0.0273127	0.0144292	0.0112656	0.0287033	0.0343422	0.0195564	0.0242247	0.0229162	0.0231626	0.0188871	0.0127522	0.0105965	0.0174011	0.00971103	0.0198865	0.0237889	0.0200896	0.0192647	0.0211318	0.0299472	0.0163169	0.0238635	0.0201939	0.0189477	0.0297671	0.020026	0.042384	0.021483	0.026235	0.0235755	0.0262206	0.0296041	0.0424577	0.0305315	0.0504171	0.0666583
