 	a66	a87	a23	a83	a98	a85	a6	a0	a75	a47	a96	a94	a93	a12	a21	a12	a31	a43	a31	a96	a66	a44	a90	a75	a92	a37	a36	a26	a30	a3	a87	a23	a99	a97	a99	a97	</S>
la	0.0284242	0.0590833	0.106033	0.0621164	0.0795185	0.0403601	0.0440615	0.0312033	0.0208584	0.0167781	0.0120383	0.01948	0.0164006	0.022927	0.0228816	0.0200833	0.0168678	0.0230119	0.0121217	0.0114619	0.0208536	0.0121413	0.0144447	0.0135889	0.0106142	0.0162147	0.0182521	0.0173893	0.0210584	0.0122092	0.013912	0.0188702	0.0198502	0.0201304	0.0194885	0.0294813	0.0557897
femme	0.00123121	0.00724463	0.0148131	0.0275861	0.0340502	0.039898	0.112243	0.0642701	0.196986	0.0666754	0.0801174	0.0587292	0.0213895	0.0567554	0.0425082	0.0381676	0.0318509	0.0289163	0.010886	0.00975873	0.00729947	0.00645795	0.00562433	0.00469745	0.0057119	0.00486301	0.00420015	0.00247017	0.00133899	0.00160126	0.00141144	0.00148664	0.00186815	0.00179899	0.00121245	0.00272839	0.00115215
que	0.0107645	0.0124291	0.0277696	0.029111	0.0371792	0.0544041	0.114032	0.110389	0.175658	0.150264	0.0940311	0.0263825	0.0042259	0.00716984	0.00713086	0.0042223	0.00823113	0.00627365	0.00500181	0.00480684	0.00343981	0.00484323	0.00761689	0.00737166	0.00715966	0.0137382	0.0137838	0.00908235	0.00962294	0.00461137	0.00240941	0.00192394	0.00415107	0.00407807	0.00302615	0.0105577	0.00310795
tu	0.137028	0.114865	0.0853418	0.100868	0.0595783	0.0268315	0.0183262	0.0156937	0.00809339	0.012728	0.00845288	0.00904684	0.00561407	0.0106713	0.0142422	0.00967527	0.0118851	0.012093	0.0159177	0.0099915	0.00386164	0.00308139	0.00393901	0.00605508	0.00757255	0.010785	0.00973482	0.0133126	0.018392	0.0177667	0.0201842	0.0209504	0.0163851	0.0282511	0.0213724	0.0369656	0.0744464
as	0.064841	0.0680644	0.0381874	0.0463377	0.0316943	0.0366023	0.034787	0.0457882	0.030898	0.0348872	0.0346569	0.0348298	0.0270329	0.0234178	0.0295952	0.0195851	0.0442196	0.063518	0.0367428	0.0416951	0.0207592	0.0138099	0.0206421	0.0120426	0.00921597	0.00904066	0.00895337	0.00645764	0.00845079	0.00665534	0.00533005	0.00697003	0.0084046	0.0141763	0.0138075	0.0240552	0.0238479
prise	0.0546966	0.0510754	0.0316756	0.0388592	0.0398441	0.0375304	0.0291741	0.0368584	0.0230179	0.0401536	0.0412587	0.0308303	0.0348945	0.0381885	0.0415511	0.0238534	0.0293761	0.0269738	0.0167505	0.0176025	0.0231748	0.0241822	0.0304017	0.0216346	0.014974	0.0239996	0.0149107	0.0139292	0.0188897	0.0124157	0.00870635	0.00854458	0.0134695	0.0177389	0.016291	0.0237253	0.0288476
en	0.0535788	0.0280479	0.0233089	0.0261136	0.0261998	0.0402568	0.0258867	0.0285111	0.0123774	0.0237451	0.0139798	0.0110806	0.0129075	0.0113409	0.0116146	0.00873343	0.0128515	0.00986816	0.00768754	0.00657648	0.00972253	0.0111291	0.0159123	0.0259261	0.0208083	0.0418331	0.0412049	0.0488602	0.0569253	0.0489495	0.052057	0.0413842	0.0319222	0.052033	0.0422984	0.0383189	0.0260486
mariage	0.0367025	0.0274285	0.0212674	0.0258478	0.0344358	0.0410968	0.0394922	0.0447464	0.0412198	0.0683991	0.066347	0.0427954	0.0217873	0.0181419	0.0164821	0.0141403	0.0176395	0.0149621	0.0104495	0.00960065	0.00715131	0.0086365	0.0150458	0.0200468	0.0158508	0.0205672	0.024236	0.023233	0.0299634	0.0191059	0.0235579	0.0303813	0.0227752	0.0378955	0.0381732	0.0260133	0.024385
est	0.0421522	0.0348057	0.029615	0.0304248	0.0284264	0.0286552	0.0276339	0.0358855	0.0236327	0.0556477	0.0319546	0.0255453	0.0243297	0.0172528	0.0185237	0.0158254	0.0182142	0.0187271	0.00973514	0.00993757	0.00891963	0.0104349	0.0149474	0.0207737	0.0167668	0.0304554	0.0364697	0.0288885	0.0441477	0.0300067	0.022567	0.0335465	0.0220393	0.0452821	0.0364866	0.0374781	0.0338654
de	0.0572938	0.0520704	0.0290647	0.0416278	0.0400598	0.0426894	0.0292934	0.0359011	0.0210825	0.0542523	0.0444274	0.031968	0.030301	0.0242934	0.0292261	0.0223911	0.0318922	0.0326432	0.0176004	0.0244838	0.0197132	0.0258873	0.0222444	0.0189092	0.0111627	0.0184998	0.0154234	0.0106022	0.0188715	0.0106903	0.0103613	0.0160105	0.0104466	0.0249704	0.0237268	0.029863	0.0200556
