 	a66	a87	a23	a10	a38	a36	a2	a26	a4	a94	a62	a12	a5	a6	a36	a37	a61	a43	a75	a47	a7	a44	a4	a57	a13	a40	a26	a57	a87	a23	a87	</S>
dans	0.0383037	0.0586454	0.0859463	0.0598732	0.0686224	0.0414629	0.0267661	0.0295714	0.0221971	0.0161677	0.0197721	0.0143431	0.016369	0.0127157	0.0170824	0.0158792	0.0130029	0.0194286	0.0276693	0.0210928	0.0148141	0.0272201	0.0313146	0.0479885	0.0180462	0.0292875	0.0245119	0.0373271	0.027196	0.0331101	0.0325044	0.0517682
ce	0.0290273	0.0313737	0.0484327	0.049999	0.0355645	0.0378673	0.0375304	0.0514687	0.0354104	0.0251378	0.0226848	0.0244392	0.0441939	0.0442656	0.0116346	0.00947925	0.0110774	0.0105657	0.00990155	0.0124718	0.0165202	0.0215434	0.0210049	0.0285593	0.0223128	0.0537754	0.0352687	0.0403994	0.0452539	0.0399414	0.0429581	0.0499367
village	0.070039	0.0587338	0.0506928	0.0412	0.0363833	0.0361617	0.0380136	0.080229	0.0728525	0.0326838	0.0256613	0.0347278	0.0611848	0.0622103	0.0261656	0.0240695	0.0276931	0.0201558	0.0142766	0.0146249	0.0140292	0.0111751	0.00804836	0.00759577	0.0106467	0.0333238	0.00881648	0.0268194	0.0110537	0.0136809	0.00906036	0.017991
les	0.0709703	0.0532728	0.0453869	0.0418418	0.0242814	0.0247517	0.0485985	0.0750025	0.0631117	0.0492235	0.0207324	0.0194275	0.0376693	0.0246086	0.0124867	0.00905362	0.0113796	0.0177187	0.0153989	0.0174447	0.0172006	0.0154857	0.0111465	0.0136198	0.013186	0.0271771	0.0232054	0.0347844	0.0317599	0.0462175	0.0478505	0.0360056
enfants	0.102812	0.0534216	0.0598807	0.0514267	0.063245	0.0537746	0.0611251	0.0306749	0.0520151	0.0485745	0.0193866	0.0137935	0.0151353	0.0174518	0.0154683	0.0197389	0.0348719	0.0171636	0.0181142	0.0158394	0.0176653	0.0218839	0.0150491	0.0148937	0.0134525	0.0197823	0.0149747	0.0215866	0.0212025	0.0184955	0.028155	0.0289448
sont	0.075578	0.0497117	0.0568782	0.0426306	0.0342932	0.0222346	0.0211651	0.0379927	0.0441169	0.0605485	0.0457049	0.0244124	0.0156458	0.0122647	0.014891	0.0152689	0.0231366	0.0141236	0.0178834	0.0131147	0.0175708	0.0436091	0.028492	0.0370029	0.0172039	0.0327641	0.022124	0.0322449	0.0300914	0.0305305	0.0326647	0.0341059
atteints	0.0394273	0.0344334	0.044928	0.044812	0.0387089	0.031488	0.0319798	0.0262485	0.0251788	0.0255494	0.0203055	0.0193616	0.023699	0.0208971	0.014377	0.0208219	0.02516	0.0191378	0.0148654	0.0120903	0.0136497	0.024365	0.0218505	0.0350074	0.0362041	0.0410698	0.0491813	0.0452366	0.0455132	0.0540949	0.0496486	0.0507094
de	0.0319746	0.0308673	0.0378857	0.0427438	0.038485	0.0332221	0.0334135	0.0381244	0.0259745	0.0178838	0.0123496	0.0126	0.011736	0.00811429	0.0049183	0.00462239	0.00445158	0.0060648	0.00413164	0.00514314	0.00646927	0.0117962	0.0226635	0.0374499	0.0366939	0.043902	0.0421779	0.0668919	0.0568999	0.093833	0.0689483	0.107568
la	0.0518688	0.0419841	0.0482426	0.0431668	0.0399924	0.0346069	0.031423	0.0296219	0.0267997	0.0284296	0.0171639	0.0181043	0.0201438	0.0158222	0.00940368	0.00926492	0.00884892	0.0110422	0.00694278	0.00724468	0.00860785	0.0135413	0.0246326	0.0397028	0.0378949	0.0457759	0.0417548	0.055161	0.0473847	0.0594738	0.0481243	0.0778288
varicelle	0.0482396	0.0424557	0.0360437	0.0241578	0.0304476	0.024255	0.0192202	0.0192339	0.0104822	0.0131596	0.0248281	0.0324907	0.0396925	0.0198982	0.0177828	0.0202412	0.0170561	0.0312822	0.030205	0.0411914	0.0417044	0.0476117	0.0445797	0.0483796	0.0337746	0.0455825	0.0335146	0.0387318	0.029411	0.0314977	0.0336717	0.0291771
</S>	0.0301047	0.017356	0.014531	0.0113431	0.0163034	0.0132843	0.00957266	0.00466802	0.00506406	0.00555039	0.00498554	0.00522719	0.00413348	0.00375969	0.0038473	0.00436276	0.0038981	0.00527062	0.00388056	0.00675385	0.00980027	0.0285087	0.0367002	0.055198	0.0532275	0.0824772	0.0704194	0.0992373	0.08748	0.111099	0.0923058	0.0996496
