 	a66	a87	a23	a10	a54	a36	a61	a12	a61	a75	a6	a36	a0	a90	a69	a58	a3	a87	a23	a79	a44	a54	a36	a0	a11	a62	a61	a6	a37	a90	a56	a96	a34	a75	a85	a36	a61	a18	a38	a54	a47	a36	a2	a57	a87	a23	a87	</S>
de	0.0298092	0.0535861	0.0721317	0.0390324	0.0530725	0.074306	0.100727	0.0845468	0.0662912	0.0403702	0.0214608	0.0130688	0.0128739	0.0112755	0.0116684	0.0104182	0.0121205	0.0126888	0.0106981	0.00952761	0.00861172	0.00776511	0.00569192	0.00895739	0.00810572	0.00889681	0.00973754	0.0107295	0.00692627	0.00624422	0.00698952	0.00602681	0.00741584	0.00559396	0.00474014	0.00607463	0.0080049	0.00711013	0.00686194	0.0072254	0.011158	0.00903439	0.00945205	0.0130301	0.0108558	0.0130881	0.013718	0.0322807
vous	0.0181204	0.0204829	0.029019	0.0159364	0.020404	0.0118934	0.0090319	0.0124121	0.00879116	0.0179138	0.0153103	0.0232832	0.0244406	0.0472569	0.0546433	0.0408111	0.0480847	0.0477796	0.0337882	0.0309217	0.0340364	0.0235333	0.021079	0.0151277	0.0138017	0.0119154	0.0168955	0.0164085	0.0211712	0.0184007	0.0120942	0.0123727	0.00800671	0.011925	0.011824	0.0116285	0.00747011	0.0157152	0.00877453	0.0181521	0.0222643	0.0203547	0.0199668	0.0214988	0.0226765	0.0201823	0.015309	0.0170902
tous	0.0310825	0.0220535	0.0222911	0.028588	0.0277276	0.0623307	0.0454959	0.0386333	0.0253605	0.0530887	0.0361123	0.0435492	0.0268317	0.0260218	0.0300895	0.0241974	0.0542629	0.0193759	0.0318568	0.0217336	0.0179009	0.0126692	0.0149614	0.0129837	0.0257148	0.0146777	0.0132592	0.0141713	0.00969553	0.00642671	0.00776168	0.00391414	0.00181832	0.00234739	0.00563963	0.0080702	0.00816979	0.00863622	0.00636417	0.0087178	0.0159696	0.0105277	0.0115928	0.0135237	0.0126729	0.0191578	0.0250556	0.0169171
personne	0.0382281	0.0269214	0.012159	0.012838	0.0121939	0.00652536	0.00509976	0.010696	0.00641748	0.00683567	0.00522305	0.00746157	0.0103375	0.00830098	0.00834863	0.00677693	0.00862246	0.00735445	0.00858538	0.0141115	0.0180846	0.0158076	0.0216494	0.0233162	0.0229297	0.0178203	0.0165756	0.0147526	0.0125192	0.0175591	0.0219232	0.028086	0.0261963	0.0274098	0.0370087	0.0305315	0.0378768	0.0372183	0.0439106	0.0235748	0.0454741	0.0256306	0.0295864	0.0404448	0.0421527	0.0343236	0.0338523	0.0307483
n'	0.0387742	0.0293406	0.01993	0.0207308	0.0147676	0.00309828	0.00310623	0.00525056	0.00383988	0.00810078	0.0104973	0.0129695	0.0178733	0.0151544	0.0195145	0.0215069	0.0259408	0.0227896	0.038373	0.0420149	0.0429782	0.0376713	0.0246296	0.0308313	0.0252003	0.0268798	0.0250904	0.0202959	0.0225031	0.028079	0.034006	0.0242329	0.0178014	0.015308	0.0170856	0.0194656	0.0160323	0.0254685	0.0150879	0.0191366	0.029467	0.00992044	0.0102742	0.0219679	0.0135963	0.0151275	0.0182967	0.0199926
a	0.0170124	0.00886639	0.00681474	0.00857411	0.00595938	0.00856624	0.00418789	0.00540513	0.00613002	0.00471314	0.00477529	0.00692765	0.0106129	0.0157623	0.0204092	0.036053	0.0589582	0.0463387	0.104598	0.0814356	0.065445	0.0452272	0.0539617	0.054015	0.0538913	0.0282169	0.015503	0.0089558	0.00958104	0.00947736	0.012116	0.0108677	0.0108505	0.00861897	0.00821933	0.0104473	0.0120148	0.0157009	0.0160214	0.0117185	0.0152181	0.0116594	0.00830105	0.0141987	0.00838947	0.00594976	0.00621783	0.00711625
dit	0.0191607	0.0183688	0.0158649	0.0205111	0.0175053	0.0114365	0.00645029	0.00906442	0.00568674	0.00651908	0.00622497	0.00718116	0.0112905	0.0165686	0.0201212	0.0305118	0.0396643	0.0442571	0.0566064	0.0474218	0.0369734	0.0384155	0.0482997	0.0378757	0.042722	0.0258392	0.0202413	0.0169363	0.0178045	0.0153067	0.0188973	0.0176926	0.0158772	0.0124702	0.0103866	0.0195165	0.0161127	0.0179134	0.01544	0.0160496	0.0126251	0.0147576	0.0109472	0.0183419	0.0183622	0.0191873	0.0148871	0.0197057
au-revoir	0.0590032	0.0206259	0.00990741	0.00810762	0.00703718	0.00507266	0.00358045	0.00262987	0.00296281	0.00263955	0.00389122	0.00445862	0.00571877	0.00934599	0.010991	0.00981477	0.0159901	0.0127004	0.0198796	0.0123311	0.0112537	0.00892846	0.00807904	0.00769171	0.0104909	0.00761675	0.009775	0.00450499	0.00877737	0.0149422	0.0260507	0.0160019	0.0181549	0.0116695	0.0132227	0.0166909	0.0336004	0.0576435	0.0684908	0.0544538	0.076115	0.0493411	0.0399853	0.0629247	0.0461088	0.0367661	0.0364729	0.017559
à	0.028081	0.0199721	0.0175937	0.0152999	0.0124835	0.00425247	0.00231434	0.00228814	0.00168395	0.0015904	0.00347421	0.00498731	0.00965194	0.00901032	0.0175409	0.0148741	0.0184269	0.0177421	0.0192106	0.0146696	0.0148053	0.0137089	0.0103037	0.0118727	0.0118849	0.0183611	0.022006	0.0140007	0.017565	0.0169085	0.0228885	0.0233615	0.0204213	0.0156421	0.0228923	0.026825	0.0267995	0.0381069	0.0177097	0.0297279	0.0391196	0.0296884	0.0253923	0.0610397	0.0358681	0.047136	0.0569217	0.0738954
l'	0.0362287	0.0341796	0.0252572	0.024135	0.0206668	0.00927426	0.00842886	0.00743394	0.00586579	0.00674724	0.00996777	0.0123377	0.0182235	0.0236377	0.0256799	0.0267479	0.0285133	0.0251695	0.0224451	0.0212856	0.0182797	0.019794	0.0176311	0.0200344	0.0196693	0.019824	0.0197896	0.0146151	0.0182188	0.0143574	0.0189773	0.0167422	0.014658	0.0115994	0.0191203	0.02839	0.0209356	0.0193129	0.0148982	0.0191847	0.0232329	0.0178639	0.0167993	0.0362802	0.0166987	0.0233347	0.0365456	0.0709872
