 	a15	a66	a87	a23	a83	a94	a20	a47	a98	a25	a15	a85	a6	a5	a24	a94	a76	a25	a92	a25	a69	a84	a87	a99	a53	a94	a21	a5	a18	a25	a87	a23	a87	</S>
cet	0.0510403	0.0422798	0.0306613	0.0295204	0.0428272	0.0444557	0.0517687	0.0729021	0.0468441	0.0400581	0.0389482	0.029414	0.032829	0.0286394	0.0443356	0.0346693	0.0274071	0.0216315	0.0188509	0.014311	0.0147552	0.0163123	0.0100048	0.0165889	0.0161045	0.018766	0.0222601	0.0155216	0.0192122	0.0226204	0.0194133	0.0224907	0.0132379	0.0293179
enfant	0.00429491	0.00735452	0.0103723	0.0147993	0.0195256	0.0238796	0.0333674	0.0872167	0.116143	0.109307	0.127042	0.110522	0.107241	0.055691	0.045508	0.02613	0.0280707	0.0187274	0.0142098	0.0114998	0.00665723	0.00619767	0.00351934	0.00353879	0.00183968	0.000784491	0.000562397	0.000520174	0.000384368	0.000492205	0.000603423	0.000579281	0.00280681	0.000612574
est	0.0521167	0.0424085	0.0416005	0.0394328	0.071646	0.0580791	0.0497236	0.0588188	0.0379452	0.0394376	0.0273069	0.0145284	0.0243947	0.0309955	0.0227366	0.0209383	0.014002	0.0101633	0.00921594	0.0103078	0.0102987	0.0164674	0.0272722	0.0253393	0.0279496	0.0165063	0.014802	0.0144699	0.0234348	0.022894	0.033353	0.0348159	0.0308553	0.0257432
timide	0.0236082	0.0115379	0.0153491	0.0154643	0.0106452	0.00917302	0.00979826	0.00979441	0.00935837	0.011498	0.0244646	0.0338107	0.0444323	0.045723	0.0323885	0.0335308	0.0661993	0.0919233	0.093517	0.0732535	0.0584619	0.0381762	0.0365654	0.0289396	0.01094	0.0141459	0.0186715	0.0188937	0.0200481	0.0147039	0.0169643	0.0167348	0.0117554	0.0295294
comme	0.0973779	0.0436739	0.0315833	0.0268289	0.0218985	0.0174073	0.0195107	0.0143486	0.00960142	0.00889978	0.00987845	0.0089205	0.0114748	0.014204	0.011847	0.0125114	0.00909054	0.0106869	0.0112407	0.014346	0.013556	0.015982	0.0180974	0.0283076	0.0312597	0.0447311	0.0385456	0.0346553	0.0382645	0.0438743	0.0474161	0.05142	0.0467606	0.141799
cela	0.0714778	0.0388933	0.0327857	0.0327311	0.030219	0.0235162	0.0232252	0.0301075	0.0211871	0.0192813	0.0269007	0.0513579	0.0589523	0.0442476	0.0287612	0.0205249	0.0136127	0.0136225	0.0135227	0.0216394	0.0249613	0.0334703	0.0320384	0.0412094	0.0252672	0.0164798	0.0194416	0.0212487	0.0190908	0.0155436	0.0242451	0.0245329	0.0329438	0.0529607
à	0.0613677	0.0291962	0.024481	0.0213989	0.0216025	0.0228152	0.01794	0.0173789	0.0134168	0.0106577	0.00919236	0.0114355	0.025099	0.0297005	0.0179479	0.0151154	0.0131422	0.01314	0.0169428	0.0250451	0.0285176	0.0380235	0.0289325	0.0376848	0.0234421	0.0208249	0.0403927	0.0361939	0.0511923	0.0387375	0.052621	0.0612674	0.0605626	0.0645914
cause	0.0334221	0.0308222	0.0251692	0.0229046	0.0228499	0.023642	0.0223105	0.0254524	0.0266179	0.0256936	0.0222448	0.0193315	0.0277958	0.0311455	0.0273612	0.0235488	0.0170624	0.0171075	0.0151578	0.0143975	0.0152518	0.019019	0.0204244	0.0371803	0.0279495	0.0297456	0.0526339	0.0467214	0.0526923	0.0320986	0.0451608	0.0446994	0.0465697	0.055816
de	0.026913	0.0162071	0.00933647	0.00646049	0.00681825	0.00617961	0.00633636	0.0079018	0.0112798	0.0139256	0.0126305	0.0124725	0.0123913	0.0105962	0.0083759	0.00810163	0.00713598	0.0108359	0.00989279	0.0113238	0.0142801	0.0194157	0.0250139	0.041667	0.0467133	0.0725117	0.102798	0.0911678	0.0983236	0.0521276	0.0680795	0.0577865	0.0518379	0.043162
quoi	0.0249154	0.0139904	0.00968232	0.00745837	0.00942827	0.00903149	0.00963951	0.00811407	0.00840407	0.00943768	0.00673321	0.00782781	0.00766668	0.00748885	0.00591806	0.00538734	0.00480139	0.00798038	0.0107314	0.0107037	0.015013	0.0181329	0.0155451	0.026486	0.0279132	0.0525016	0.0974726	0.0803386	0.0865493	0.088721	0.0946015	0.0781881	0.0685437	0.0646531
</S>	0.0361224	0.0213135	0.013903	0.00779265	0.00917106	0.00961113	0.0106437	0.00605921	0.00666686	0.00764659	0.00491831	0.00573524	0.00629402	0.00818602	0.00567579	0.00471688	0.00433538	0.0080336	0.0117624	0.0135511	0.0161662	0.0181017	0.0185899	0.030211	0.0339636	0.0575333	0.0794457	0.0745465	0.0753594	0.0793151	0.0853683	0.0802881	0.0737006	0.0752719
