 	a66	a87	a23	a87	a23	a87	a23	a10	a62	a96	a0	a75	a12	a96	a62	a21	a5	a96	a31	a88	a11	a0	a75	a56	a94	a11	a70	a13	a38	a24	a9	a87	a23	a87	</S>
finis	0.0451467	0.0825864	0.085357	0.0497819	0.045125	0.0535613	0.0510822	0.036857	0.0357735	0.0309672	0.0519783	0.0313021	0.0291721	0.0296553	0.0246078	0.0180706	0.0145851	0.00771369	0.00890922	0.00656691	0.0148857	0.0076708	0.00693111	0.00751463	0.00705447	0.0130887	0.0199472	0.0361563	0.0205061	0.0202593	0.026089	0.00622098	0.0258266	0.0165592	0.0324908
le	0.02738	0.0148786	0.0210099	0.0281977	0.0205438	0.0349853	0.0527175	0.0704125	0.0287054	0.033259	0.0308053	0.032523	0.0202736	0.0223422	0.0231304	0.0210389	0.0252583	0.0292902	0.0267186	0.0251856	0.0336752	0.0208357	0.0501266	0.0665301	0.0463161	0.0276114	0.0354904	0.0228072	0.0208602	0.0174426	0.0111621	0.0143556	0.0130009	0.0120223	0.0191076
reste	0.0305284	0.0081583	0.00966866	0.00906008	0.00944271	0.0121907	0.0117601	0.0130128	0.00684157	0.00527928	0.00624429	0.00826386	0.0102823	0.00903322	0.00895046	0.00860098	0.00768999	0.0116564	0.0136133	0.0132896	0.0074817	0.0114402	0.0148199	0.0175292	0.0210825	0.0258951	0.0281118	0.0186682	0.0489643	0.0486129	0.0541975	0.113234	0.0980309	0.0836935	0.194671
de	0.0600507	0.0264387	0.0269887	0.0336828	0.0254937	0.0287986	0.0272443	0.0352827	0.0294233	0.0237201	0.0325967	0.0235123	0.0256269	0.021005	0.0268537	0.031627	0.0365413	0.040356	0.0336444	0.0656337	0.0265127	0.0289121	0.0625191	0.0233526	0.0217455	0.0292598	0.0320965	0.0222169	0.0154119	0.0154305	0.0152489	0.00976501	0.0162647	0.00939805	0.0173453
la	0.0757494	0.0691053	0.0479812	0.0404957	0.0274757	0.0206007	0.0149198	0.0109736	0.0179823	0.017293	0.0312386	0.0241975	0.019154	0.0239808	0.0183612	0.0149933	0.0144291	0.0124812	0.0114129	0.0104691	0.00975898	0.0123887	0.0123495	0.0154481	0.019007	0.0379678	0.0798542	0.0458523	0.0326292	0.0375285	0.0405989	0.0265472	0.037219	0.0341253	0.0354312
nourriture	0.0725819	0.0454143	0.0349429	0.0337711	0.0379844	0.0335757	0.0201556	0.0193612	0.0279904	0.0210711	0.0248466	0.0257178	0.015981	0.0278815	0.0190389	0.0169922	0.0172886	0.0237651	0.0281171	0.0133975	0.0122919	0.00845817	0.0154005	0.0124287	0.0171951	0.0361231	0.0263744	0.0140315	0.0174794	0.0146599	0.0641197	0.0341342	0.0493421	0.0464745	0.071612
qui	0.128534	0.101544	0.045965	0.0187274	0.01429	0.0103132	0.0116443	0.00835426	0.00674603	0.00319981	0.00790131	0.01269	0.00675483	0.011393	0.00671477	0.00435848	0.00631548	0.00606927	0.00819379	0.00462626	0.00688919	0.0046889	0.00715589	0.0103051	0.0160058	0.0382758	0.0291872	0.0113177	0.0216714	0.0114812	0.135192	0.0566249	0.0694627	0.139891	0.0175157
est	0.110433	0.0704125	0.0501053	0.0271479	0.0174144	0.012887	0.0119294	0.0154899	0.0101083	0.00812274	0.0150014	0.0193493	0.0169904	0.0151683	0.0187936	0.0190827	0.0234536	0.0180545	0.021419	0.0177394	0.0391838	0.00748343	0.0112023	0.0169689	0.0241293	0.0410627	0.0416408	0.0190882	0.0178315	0.0183307	0.0833002	0.0331929	0.0301188	0.0804407	0.0169227
dans	0.0644059	0.0479366	0.0509072	0.0387759	0.0470133	0.0374518	0.0241593	0.0241953	0.0201216	0.0140285	0.0226301	0.0215102	0.0173099	0.0188245	0.022679	0.0159619	0.018649	0.0157339	0.0166231	0.015201	0.0130251	0.0123273	0.0129505	0.014357	0.0158557	0.032588	0.0405373	0.0239713	0.0278725	0.0235408	0.0535904	0.024985	0.0451874	0.0433122	0.0617816
la	0.0771114	0.0434614	0.0241071	0.0128647	0.00739075	0.00496563	0.00360481	0.00425262	0.00516308	0.00427617	0.00664604	0.0119959	0.00632341	0.00691232	0.00578266	0.00411287	0.00557103	0.00393585	0.00668281	0.00438628	0.0063023	0.00551022	0.00799314	0.0191515	0.0390788	0.0806005	0.0882529	0.0649625	0.0568563	0.069751	0.0933669	0.0500035	0.0418556	0.0676095	0.0591584
marmite	0.10972	0.0356436	0.0161011	0.0092789	0.00677769	0.0048119	0.00274321	0.00469136	0.00412011	0.0028572	0.00313993	0.00973888	0.00466751	0.00558622	0.00602646	0.00324102	0.00443288	0.00606292	0.00684326	0.0117301	0.00813059	0.00844773	0.00828038	0.0161917	0.0226965	0.0774564	0.0742906	0.0308171	0.0469824	0.0427151	0.106287	0.0743233	0.0910817	0.0854547	0.0486309
</S>	0.0879676	0.039614	0.0307321	0.0154333	0.0090002	0.00671336	0.00714631	0.0082269	0.00367552	0.0031291	0.00352644	0.00629683	0.00333189	0.00327406	0.00396489	0.00243352	0.00357127	0.00469385	0.00466081	0.00601815	0.00739579	0.0121004	0.00613107	0.0150022	0.0237592	0.051891	0.0464503	0.0597902	0.0574187	0.0774135	0.0797609	0.0649203	0.057736	0.0832392	0.103581
