 	a66	a87	a97	a99	a62	a61	a62	a47	a31	a75	a85	a92	a85	a5	a61	a62	a47	a75	a85	a92	a37	a92	a56	a44	a50	a88	a71	a75	a6	a36	a27	a82	a3	a97	a27	</S>
faites-moi	0.0737443	0.0813669	0.0406342	0.0236681	0.0210713	0.0149537	0.0156142	0.0182707	0.0212758	0.0160942	0.0114472	0.0199904	0.0162958	0.0159378	0.01341	0.0131777	0.0192127	0.0193344	0.01653	0.0156012	0.0252893	0.0243124	0.0260652	0.0219792	0.0357442	0.0264353	0.0228899	0.0158916	0.0180683	0.0260904	0.0269937	0.0315689	0.0387655	0.0280116	0.0437133	0.100551
passer	0.0134456	0.0156338	0.0142534	0.00763902	0.0134455	0.0181709	0.0264124	0.0348562	0.045024	0.0465275	0.0456156	0.092107	0.0998447	0.0814182	0.0957359	0.0475794	0.0837698	0.0445538	0.0248725	0.0169889	0.0133879	0.0100746	0.0101977	0.00864353	0.0131453	0.00595823	0.00435805	0.00466719	0.0057665	0.003818	0.00450011	0.00582786	0.00654786	0.00719398	0.0244721	0.00354718
j'	0.109398	0.0545247	0.0514405	0.0329451	0.0259599	0.0187744	0.0129748	0.0138428	0.0124144	0.00885259	0.0120227	0.0131835	0.0141439	0.0145789	0.0190109	0.0160071	0.0168162	0.0270543	0.029469	0.0181818	0.0371121	0.0261124	0.0388424	0.0328985	0.0223436	0.0154696	0.0138185	0.01986	0.0160377	0.0166809	0.0247521	0.0193678	0.0240831	0.0581491	0.0769175	0.0359587
amène	0.116621	0.0850742	0.0539677	0.0471396	0.0180007	0.0161258	0.0189423	0.0239634	0.0145351	0.0114234	0.0122218	0.0133629	0.00854109	0.00618422	0.00512425	0.00733785	0.00859569	0.0152621	0.0146104	0.0124595	0.0130189	0.0112438	0.0169143	0.0114152	0.015477	0.0127253	0.0247559	0.0214749	0.0252069	0.0275326	0.0339692	0.0382685	0.0444763	0.043932	0.0632458	0.0868507
mon	0.160052	0.067135	0.0340258	0.0391442	0.0260361	0.0305541	0.0249255	0.0303783	0.0181335	0.00847512	0.0132678	0.0209964	0.00987343	0.0142625	0.0155815	0.0217777	0.0266681	0.0315409	0.0291825	0.0306427	0.0362881	0.0267022	0.0257254	0.0173281	0.0181273	0.0185605	0.0195364	0.0187674	0.01429	0.0173745	0.0186813	0.0173025	0.0258352	0.016026	0.0161209	0.0406814
enfant	0.0396569	0.0377873	0.0334436	0.0428727	0.0294156	0.0339997	0.0377444	0.0507399	0.0488392	0.0408585	0.0397746	0.0405535	0.0345663	0.0316104	0.0296836	0.0307725	0.0266879	0.0220759	0.0172988	0.0189177	0.0233043	0.0190171	0.0167416	0.0178163	0.0283008	0.0213562	0.0125405	0.0179087	0.0155926	0.0154055	0.0211134	0.0240519	0.0179164	0.0189719	0.0201848	0.022479
aux	0.0754646	0.037851	0.0362344	0.0206595	0.0154108	0.017136	0.0223784	0.0256903	0.0211165	0.0109363	0.0164245	0.0224368	0.0128948	0.014194	0.0129836	0.0146024	0.0132409	0.0141176	0.0113855	0.0181632	0.025076	0.026651	0.032302	0.0297923	0.0301548	0.0379315	0.0280576	0.0311896	0.0302552	0.0400621	0.0425334	0.0492474	0.0441949	0.0429061	0.0337861	0.042539
urgences	0.068211	0.0434876	0.0423113	0.0236296	0.029127	0.0297504	0.0351105	0.0376471	0.0390982	0.0221051	0.0295676	0.0319781	0.0255863	0.0247647	0.0232117	0.0147492	0.0144144	0.013062	0.0131479	0.0131735	0.0153279	0.0138331	0.0161662	0.0201553	0.0223205	0.0194376	0.0158538	0.0230062	0.0266326	0.0339908	0.0337185	0.0358362	0.0471728	0.0419583	0.0365971	0.0238602
à	0.0524716	0.0320062	0.0300556	0.0162554	0.0210451	0.0215957	0.0260046	0.0308864	0.0342234	0.0177001	0.0220136	0.0247525	0.0195284	0.0205719	0.0173957	0.0135896	0.0130414	0.0134969	0.0140583	0.0135335	0.0152389	0.01408	0.0177967	0.022575	0.0256783	0.0240219	0.0202534	0.0258853	0.0299676	0.0416404	0.0374566	0.0369718	0.0789041	0.0608185	0.0431823	0.0513036
l'	0.0485286	0.0259627	0.0285843	0.0121793	0.0180446	0.0181088	0.0167147	0.0185652	0.0226948	0.0137466	0.0172436	0.0185731	0.0164387	0.0174918	0.0184791	0.0124808	0.0129386	0.0105136	0.00988163	0.0104671	0.0110967	0.0179146	0.0169874	0.0287484	0.0229986	0.0258432	0.017172	0.0230307	0.0357557	0.0514633	0.0550797	0.0558936	0.078878	0.0749324	0.0604359	0.0561319
hôpital	0.0400389	0.0212615	0.0247387	0.0172522	0.0193435	0.0166235	0.0121524	0.0137546	0.0171708	0.0184617	0.0185685	0.016324	0.0126501	0.011769	0.0130183	0.0182016	0.0155586	0.0285944	0.0256035	0.024325	0.0240139	0.0257718	0.0265873	0.0221544	0.0252478	0.028352	0.0293582	0.0293352	0.0430223	0.0511825	0.0559762	0.0780873	0.0415904	0.0517947	0.0407815	0.0413336
</S>	0.0306119	0.0202624	0.0132657	0.00337873	0.00409903	0.0022688	0.00189317	0.00200433	0.00219309	0.00190442	0.00123625	0.00135978	0.00162258	0.00308866	0.00256335	0.00650973	0.00235825	0.00542889	0.0070026	0.00858805	0.00894967	0.0111229	0.0242432	0.0264242	0.0191291	0.0326481	0.0311139	0.0527811	0.0626273	0.0937194	0.0869822	0.100685	0.101276	0.0882183	0.0898087	0.0486311
