 	a66	a87	a23	a83	a88	a0	a11	a34	a56	a25	a79	a7	a75	a85	a47	a36	a2	a84	a57	a38	a12	a96	a66	a11	a70	a94	a11	a93	a4	a57	a62	a88	a71	a9	a3	a87	a97	a87	a23	a38	a57	</S>
la	0.0576365	0.0520292	0.0396861	0.0329962	0.0218912	0.02091	0.0156617	0.0198776	0.0199955	0.0279231	0.0241771	0.027019	0.0225017	0.0317979	0.0162249	0.00877638	0.00770564	0.0187989	0.016392	0.0131219	0.0200937	0.0257382	0.0266631	0.0314072	0.0338606	0.0271245	0.0250716	0.0316685	0.0147076	0.0113798	0.0166965	0.0352643	0.0231074	0.0169719	0.0217938	0.015099	0.0131389	0.0135535	0.0114489	0.0176602	0.0170725	0.0553558
secousse	0.00123558	0.00330021	0.00715709	0.00300293	0.00523332	0.0312181	0.0891854	0.0675159	0.247492	0.171841	0.0518888	0.0487386	0.0443118	0.0260412	0.0271579	0.0086378	0.0142806	0.0206531	0.0265637	0.0117828	0.0208512	0.00910229	0.0077274	0.0120127	0.0121714	0.00739985	0.00317209	0.00157572	0.00106725	0.00141787	0.00118904	0.00155786	0.000690598	0.000841218	0.00114125	0.000815021	0.000497346	0.000709892	0.00156081	0.00213654	0.00252711	0.00259846
du	0.0147822	0.0179531	0.0210519	0.032462	0.0797097	0.147443	0.107082	0.0524866	0.0950386	0.0516825	0.0476826	0.0478545	0.0559654	0.0276233	0.0366328	0.015082	0.00610436	0.0227807	0.0212029	0.00544891	0.00755517	0.004032	0.00643782	0.00779091	0.0138379	0.00698907	0.00491562	0.00336129	0.00282561	0.00277633	0.0020483	0.00259814	0.00137938	0.000868573	0.00176429	0.00198963	0.00255649	0.00298271	0.00480888	0.00486827	0.00585073	0.00169342
fusil	0.0210233	0.0212389	0.0118349	0.0116175	0.0130502	0.0183052	0.0218164	0.0120668	0.0167252	0.033884	0.0295859	0.011308	0.015935	0.00720708	0.0101792	0.0130849	0.0151265	0.0517246	0.0483829	0.0412602	0.0611259	0.0954084	0.0611985	0.0656406	0.0417396	0.0153228	0.00466587	0.00296551	0.00156932	0.00280125	0.00472729	0.00412572	0.0033248	0.00365913	0.00883681	0.0093965	0.0156595	0.0414067	0.0426052	0.0364683	0.0401709	0.0118247
a	0.0496557	0.0446461	0.0357876	0.0347163	0.0341634	0.0396061	0.0439116	0.0311292	0.034258	0.0703408	0.0823446	0.0547681	0.0400652	0.0541653	0.0499391	0.0412542	0.047247	0.0338011	0.0234464	0.0189653	0.0136706	0.0143794	0.00454866	0.00434495	0.0046926	0.00824794	0.00444041	0.00248351	0.00230117	0.00168693	0.00303798	0.00211892	0.00146423	0.00143114	0.00365477	0.00188313	0.00460878	0.00939772	0.00719512	0.00870978	0.0165728	0.0149182
fait	0.0217962	0.0166044	0.0194431	0.0196333	0.0220836	0.0154361	0.0162041	0.00774233	0.00721332	0.0133723	0.0121753	0.010699	0.0117078	0.0204716	0.0357185	0.0334016	0.0410444	0.0333169	0.0257241	0.0284668	0.0150952	0.00986559	0.00747332	0.00973663	0.00899067	0.00945613	0.00428395	0.00327631	0.0041862	0.00368088	0.00728425	0.0101428	0.00828754	0.0202682	0.0308205	0.0251194	0.0391913	0.0422698	0.0609232	0.0845548	0.0979115	0.0849272
tomber	0.0466091	0.0274356	0.0307374	0.0295116	0.0288574	0.0149327	0.00779678	0.00462968	0.00526781	0.00330733	0.00313889	0.005074	0.00721508	0.00757233	0.0152717	0.0225962	0.0335222	0.0293511	0.0306169	0.0530133	0.0241219	0.0140204	0.0104412	0.0148589	0.0126507	0.0131491	0.00461335	0.00416868	0.00477793	0.00349277	0.00578771	0.00872924	0.0128492	0.01836	0.0236014	0.033054	0.0300127	0.0341014	0.0722624	0.0933449	0.0766769	0.0784683
le	0.0523799	0.0344116	0.0258976	0.0246269	0.0196071	0.0129043	0.0132899	0.00907566	0.00772369	0.0107808	0.00776263	0.00851326	0.0129379	0.0107209	0.0131667	0.0142164	0.018869	0.0150145	0.010843	0.0191781	0.0113871	0.0163524	0.0150739	0.0202674	0.0147149	0.016094	0.00858688	0.0117659	0.00900725	0.0097369	0.0117123	0.0179589	0.0187406	0.0203999	0.0272615	0.0313996	0.029069	0.0496883	0.0801377	0.0843829	0.0702009	0.0841419
chasseur	0.0303465	0.0164908	0.0123101	0.0127687	0.0105133	0.00933332	0.0111591	0.00608287	0.00743966	0.0128881	0.00834702	0.010421	0.0183733	0.0118225	0.0137469	0.0148435	0.0193781	0.0158909	0.0126571	0.0204357	0.0135598	0.0151488	0.0160401	0.02287	0.0151242	0.010509	0.00598402	0.00687705	0.00451097	0.00638439	0.013038	0.0195808	0.0238758	0.0341931	0.0515308	0.0623266	0.0646905	0.0657999	0.0732093	0.0999182	0.0533028	0.0462772
</S>	0.0267906	0.0164786	0.0143657	0.0153573	0.0161864	0.0103028	0.00873747	0.00774296	0.00665893	0.0128938	0.0106582	0.0125432	0.020837	0.0146095	0.0141707	0.012976	0.0162639	0.0243407	0.0189371	0.0259211	0.0172855	0.036912	0.0261395	0.0241741	0.0133064	0.0121934	0.00708183	0.00623789	0.00402401	0.00374235	0.00785599	0.0133347	0.0192266	0.0244518	0.044698	0.0483331	0.0602041	0.0738105	0.0656631	0.0798523	0.0553448	0.0493558
