 	a66	a87	a23	a87	a23	a50	a88	a0	a21	a92	a21	a47	a61	a18	a93	a75	a21	a61	a21	a47	a21	a92	a75	a92	a56	a44	a4	a70	a66	a38	a9	a10	a87	a23	a99	a87	</S>
nous	0.0477261	0.0388284	0.0552592	0.0253325	0.0285608	0.0291014	0.0245871	0.0152796	0.0152095	0.0165185	0.0249086	0.0195219	0.012022	0.00923412	0.01899	0.0119906	0.0265483	0.0237547	0.0238382	0.022093	0.0314187	0.0409508	0.0504548	0.0332883	0.0442243	0.0281761	0.0289551	0.0234108	0.0183709	0.024852	0.0363053	0.0206294	0.0240471	0.0234254	0.0263017	0.0231931	0.0326917
jouons	0.0331929	0.02266	0.040572	0.0261772	0.046529	0.04442	0.049189	0.0306662	0.037426	0.0345708	0.0457437	0.0410593	0.0362756	0.0236994	0.0324856	0.0202112	0.0139614	0.0135309	0.00770501	0.0130113	0.013362	0.0144084	0.00814473	0.012385	0.0114778	0.0184708	0.0252459	0.0214609	0.0208328	0.0312817	0.0188668	0.0302982	0.0371399	0.0379422	0.0337065	0.0264138	0.0254762
de	0.0187601	0.0176217	0.0211408	0.0214928	0.0262126	0.0284106	0.0448149	0.043175	0.0279446	0.0424944	0.0530379	0.0434168	0.0421567	0.0309324	0.0105053	0.0121327	0.00849073	0.0130247	0.0128678	0.0209414	0.0116609	0.0193532	0.0195012	0.0191549	0.0165101	0.0139831	0.0172314	0.0217505	0.0198452	0.0214335	0.0170972	0.034121	0.0416123	0.0563448	0.0307656	0.07225	0.0278114
la	0.0755004	0.0607992	0.0292834	0.0377879	0.0213314	0.0154038	0.0175055	0.0160571	0.0154807	0.0116627	0.0131974	0.0129515	0.0109963	0.00812225	0.0110408	0.0226672	0.0153001	0.0234795	0.0248102	0.0270024	0.0299921	0.026851	0.01931	0.0295198	0.017818	0.0148537	0.0191466	0.0148461	0.0180773	0.0218936	0.0290162	0.0522547	0.04394	0.034603	0.0377153	0.0488959	0.0708869
trompette	0.0436679	0.064052	0.043588	0.062976	0.0294125	0.0530866	0.0531913	0.0364723	0.0429545	0.0181738	0.0272697	0.0330862	0.0436426	0.0523801	0.0484551	0.0326489	0.0329508	0.0217181	0.0264457	0.0332546	0.0349518	0.0359051	0.0226213	0.028791	0.0289718	0.0125163	0.00551842	0.00357821	0.00211495	0.00183699	0.00177551	0.00484495	0.00364131	0.0038118	0.00235739	0.00393542	0.00340098
pour	0.126638	0.10279	0.0711912	0.0506888	0.0347764	0.0302865	0.0276653	0.0210876	0.0276438	0.0126284	0.0185274	0.0133271	0.0118365	0.0231408	0.026548	0.035839	0.028392	0.0239919	0.0164588	0.0170516	0.0251302	0.0239037	0.0164819	0.0228465	0.0283065	0.0154422	0.0100215	0.0149585	0.0127476	0.00909307	0.00887279	0.0216302	0.0198376	0.0183517	0.0101707	0.0131496	0.00854691
accueillir	0.0889573	0.0374078	0.0224963	0.0116196	0.00876405	0.00748542	0.00463589	0.00434777	0.00773221	0.0049803	0.00793384	0.00643246	0.00548436	0.00585153	0.00627835	0.0186384	0.0178779	0.0449432	0.030919	0.0549504	0.0625136	0.0735922	0.0489286	0.0535651	0.0524505	0.0188952	0.0209406	0.0229928	0.0213953	0.0189419	0.0231796	0.0432849	0.0482351	0.0307224	0.016732	0.0360077	0.00988634
le	0.0871542	0.0379704	0.0367416	0.024011	0.02041	0.0167979	0.0188247	0.00847184	0.0109353	0.00717572	0.0102893	0.0106282	0.0112198	0.0113343	0.00744417	0.00797958	0.0104777	0.0125218	0.0210651	0.0124434	0.0120696	0.0167292	0.018338	0.021546	0.0270694	0.0149635	0.0234835	0.0310549	0.0355576	0.0347082	0.0514326	0.0561379	0.058697	0.0531973	0.0552616	0.0554385	0.0504192
chef	0.0510317	0.0280622	0.0171285	0.0212132	0.0123567	0.0110852	0.0150404	0.00853838	0.00995016	0.008483	0.011874	0.0123104	0.00942936	0.0126574	0.014725	0.0159253	0.0186024	0.017584	0.0201411	0.0154905	0.013937	0.018772	0.0217869	0.0234264	0.0242484	0.0283662	0.0342699	0.0317244	0.0362163	0.0604864	0.0551719	0.0565736	0.0499603	0.0532044	0.0550812	0.06262	0.0425256
</S>	0.0424824	0.0152546	0.0119692	0.0107893	0.00764576	0.00551903	0.00739504	0.00300983	0.00430911	0.00271661	0.00357356	0.00340282	0.0029672	0.00356721	0.00419577	0.00496305	0.00693594	0.00874955	0.00683421	0.00650112	0.00861366	0.00904008	0.00868501	0.0157165	0.0163294	0.015243	0.0194337	0.0287389	0.0401041	0.0509165	0.0910603	0.0760122	0.0977435	0.0916067	0.0770888	0.0800345	0.110852
