 	a66	a87	a23	a83	a61	a41	a85	a5	a21	a24	a43	a56	a24	a47	a24	a61	a24	a41	a85	a21	a5	a12	a18	a25	a10	a87	a23	a87	</S>
le	0.0906157	0.0730621	0.0999759	0.0470588	0.0247531	0.0280695	0.0292943	0.0225602	0.0218033	0.011872	0.0126126	0.0101476	0.00713339	0.00671207	0.00727653	0.0105135	0.0132425	0.020074	0.0231648	0.0433114	0.0504631	0.0494266	0.0321466	0.027749	0.0331155	0.029458	0.0512547	0.0363794	0.0867538
feu	0.00352528	0.0158744	0.041202	0.0371954	0.0698283	0.0988414	0.108311	0.0989968	0.0819479	0.100101	0.0749	0.0850922	0.0439032	0.0302108	0.0548947	0.016826	0.0138075	0.00516862	0.00193242	0.000987131	0.000900081	0.000862544	0.000910498	0.000766539	0.0013599	0.00100829	0.00193593	0.00704826	0.00166159
que	0.027301	0.0879564	0.113628	0.137517	0.113594	0.115699	0.0709445	0.0540742	0.04658	0.0393283	0.0473994	0.0259525	0.0162926	0.0161145	0.0135984	0.0118771	0.0104938	0.0117358	0.00488746	0.00406541	0.00285796	0.00338105	0.002098	0.00179987	0.00281495	0.0027835	0.00367755	0.00585692	0.00569088
tu	0.122126	0.13749	0.113434	0.13766	0.0955995	0.0749006	0.0354937	0.012582	0.00788797	0.00840609	0.0117808	0.00591254	0.00672972	0.0096958	0.0118142	0.00558396	0.00659086	0.0138009	0.0147688	0.0237686	0.0143852	0.00918409	0.0112478	0.00762269	0.00998363	0.0137233	0.0125762	0.033863	0.0313879
as	0.0661233	0.0897816	0.0688422	0.0656013	0.0556744	0.0778905	0.054111	0.0274991	0.0168214	0.0207405	0.0342315	0.0230371	0.0267473	0.078287	0.0586305	0.0482239	0.0302731	0.0201961	0.0162217	0.0125724	0.0120112	0.0163706	0.00792877	0.00672682	0.0102438	0.0119444	0.011142	0.0157054	0.016421
allumé	0.0434134	0.0369813	0.0346763	0.0371874	0.0306512	0.0463078	0.0412854	0.0235491	0.015488	0.0267701	0.0466182	0.0255445	0.0227366	0.0474742	0.0413284	0.03363	0.0188329	0.0265696	0.0179856	0.0233611	0.0286418	0.0469522	0.0317762	0.0336096	0.025964	0.0563797	0.0277702	0.0548868	0.0536284
s'	0.0411209	0.0355937	0.0392781	0.0424843	0.0301784	0.0252671	0.0215013	0.0193154	0.0182587	0.0194077	0.0560936	0.0229658	0.0144177	0.0263395	0.0313885	0.0437515	0.0157314	0.0245781	0.0250961	0.0311093	0.0392578	0.0604068	0.038496	0.0422648	0.0406091	0.0408365	0.0393068	0.0474422	0.0675029
est	0.0215253	0.0204229	0.023137	0.0329778	0.0287937	0.0312898	0.0346062	0.0519475	0.0622433	0.0631281	0.103795	0.0499068	0.0322175	0.0395031	0.0335551	0.0313958	0.0163913	0.0150925	0.0187409	0.0301958	0.0338139	0.0501915	0.0217076	0.0290759	0.0345544	0.0219102	0.0274379	0.0186562	0.0217877
éteint	0.0391835	0.020906	0.0202386	0.0158203	0.00966695	0.00795751	0.00803786	0.0103596	0.011923	0.0213342	0.0418082	0.0370985	0.0421129	0.0552931	0.0425346	0.0266968	0.0123011	0.0125751	0.0215073	0.0437039	0.0444025	0.0694553	0.0436217	0.0804936	0.0542546	0.0663586	0.0562196	0.0506066	0.0335287
tout	0.0502776	0.030257	0.0311245	0.0290575	0.0201556	0.017256	0.0192483	0.0135595	0.0128659	0.0112815	0.0101754	0.00745081	0.00806034	0.00968579	0.00888175	0.0156703	0.0170549	0.0313254	0.0255291	0.0404686	0.0354651	0.0609158	0.0496259	0.0437343	0.0536486	0.0981227	0.0498293	0.0792074	0.120065
seul	0.0374916	0.0240335	0.0262307	0.0252758	0.0169786	0.0139658	0.0129739	0.00823125	0.00652071	0.0069029	0.00839879	0.00654771	0.00730348	0.0131537	0.010067	0.0293455	0.0285401	0.033854	0.036362	0.0496876	0.0509174	0.0640068	0.0633202	0.0560106	0.0683612	0.0863424	0.0588702	0.0633388	0.0869678
</S>	0.0853958	0.0372521	0.0443512	0.0327875	0.0142446	0.00677921	0.0049462	0.00250258	0.00340633	0.00497938	0.00918574	0.00413165	0.00710111	0.0140734	0.0127379	0.0182294	0.0133235	0.0156343	0.0168188	0.0152152	0.0255482	0.0645172	0.0452205	0.0529944	0.0830576	0.0750949	0.0852106	0.0978369	0.107424
