 	a66	a87	a23	a12	a61	a75	a85	a6	a0	a11	a0	a24	a31	a88	a83	a62	a21	a5	a43	a31	a43	a96	a93	a79	a7	a84	a57	a87	a23	a18	a38	a21	a12	a37	a5	a43	a0	a24	a88	a71	a9	a87	a23	a87	</S>
la	0.0278162	0.0314898	0.048189	0.0428476	0.0516275	0.035786	0.0398911	0.0173424	0.0351754	0.0248251	0.0217592	0.0309984	0.0317713	0.032553	0.0125072	0.0183292	0.0191371	0.0129674	0.0104335	0.00960051	0.0106327	0.0178948	0.0391745	0.0359436	0.0199107	0.0422079	0.0236928	0.0188069	0.0109334	0.0140581	0.0147028	0.00858468	0.00564483	0.00822708	0.00972641	0.0112778	0.0110267	0.0126564	0.0177157	0.0134454	0.0197462	0.0186555	0.0188923	0.0190753	0.0223206
manière	0.00347871	0.00719842	0.00784004	0.0082191	0.00822903	0.0135784	0.0334073	0.0150347	0.0172947	0.0168453	0.0262472	0.0406539	0.0315454	0.0203665	0.0161276	0.0260357	0.0419624	0.0301808	0.0478644	0.0503096	0.0707367	0.0764842	0.0990523	0.0885197	0.0465471	0.0478627	0.0301592	0.030929	0.0164818	0.00807653	0.00330832	0.00291393	0.00112847	0.00163808	0.00117875	0.000984853	0.00183805	0.000546675	0.000961179	0.00102902	0.000939845	0.00229339	0.001193	0.00223999	0.000537879
dont	0.106201	0.0874347	0.0481062	0.0396172	0.0299783	0.0313497	0.0373693	0.0266899	0.0217153	0.0174666	0.0115545	0.0121282	0.0207917	0.00864014	0.0296137	0.0164138	0.0428119	0.0301694	0.0314651	0.0309061	0.0501847	0.0457898	0.0458863	0.0246182	0.0175626	0.0148491	0.0121796	0.012407	0.0130372	0.00786554	0.00467388	0.00310109	0.00320161	0.003527	0.00485106	0.00270251	0.00559213	0.0058387	0.00635994	0.00578085	0.00599539	0.00659498	0.00461493	0.0102831	0.00207996
sa	0.0527943	0.0295104	0.0136603	0.0117844	0.00649766	0.0137606	0.0170676	0.0399725	0.012916	0.00960895	0.0048884	0.0112591	0.0127058	0.0059142	0.0191276	0.0231819	0.0448629	0.0229174	0.0536103	0.0627631	0.0481992	0.0317418	0.0290594	0.0214356	0.0235056	0.0202307	0.0265596	0.027385	0.0128706	0.00848685	0.00730153	0.00894254	0.0142228	0.0224961	0.0227282	0.0116153	0.026212	0.0224425	0.0370917	0.0188511	0.0224955	0.0142733	0.0214463	0.0240083	0.00759517
mère	0.045209	0.0296334	0.0147122	0.00953057	0.0102625	0.0109496	0.0181447	0.0147375	0.0206551	0.0254156	0.0127454	0.0216824	0.0485503	0.0180482	0.025419	0.0299232	0.0512866	0.0405648	0.0431509	0.0527712	0.0340613	0.0354909	0.0361234	0.0367631	0.0306081	0.0334623	0.0199017	0.0252461	0.0292764	0.0202915	0.00986483	0.00967584	0.00927924	0.0105072	0.0163964	0.00719924	0.0119448	0.00521088	0.0072019	0.00512658	0.00766966	0.00854064	0.0111844	0.0209213	0.01466
l'	0.0500747	0.0295013	0.0238576	0.0309559	0.0303823	0.0172691	0.0216344	0.0154637	0.0274921	0.0323805	0.0331591	0.0341289	0.0686176	0.0465721	0.0504173	0.0359742	0.0431577	0.0323249	0.0284299	0.0267969	0.0206397	0.0194622	0.0234813	0.0181786	0.0185582	0.0162158	0.0107174	0.0161617	0.0138115	0.00726799	0.00525331	0.00936807	0.00508179	0.00903025	0.00917894	0.00391229	0.00480721	0.00459851	0.00820747	0.00632507	0.0134801	0.0143866	0.0209043	0.026844	0.0155375
avait	0.0306291	0.0295707	0.0253065	0.0263837	0.0190203	0.0129281	0.0153424	0.0155103	0.015346	0.0160087	0.018978	0.0158498	0.0310047	0.0274608	0.0225371	0.0211115	0.0217192	0.0134272	0.0144826	0.0126007	0.0111305	0.0118351	0.0183157	0.025443	0.0188641	0.0272288	0.0183204	0.0205707	0.0238776	0.0138221	0.0135441	0.0188378	0.0103238	0.0184896	0.0194759	0.00978545	0.0144264	0.0155372	0.0282069	0.0162376	0.0364955	0.0354824	0.0487256	0.0696713	0.0501352
d'	0.0253234	0.0298082	0.0271839	0.0308923	0.0192269	0.0129367	0.0130361	0.0210472	0.0118719	0.010518	0.0113824	0.011689	0.0204038	0.0167228	0.0126757	0.0110168	0.0123122	0.00621615	0.00949584	0.00502573	0.00347307	0.00393353	0.0087612	0.0192493	0.0114193	0.024893	0.0168184	0.0271362	0.0363084	0.011522	0.0102324	0.0212438	0.0131483	0.027918	0.0277894	0.0240207	0.0278782	0.0205492	0.0310328	0.0211812	0.0376622	0.0498182	0.0711667	0.0662585	0.0678009
habillé	0.017656	0.0173988	0.0159408	0.0138902	0.0118439	0.0110009	0.0102318	0.0134458	0.0139617	0.0125483	0.0161709	0.0130017	0.0231487	0.023175	0.0181382	0.0160572	0.0196948	0.0168302	0.0176535	0.0127428	0.0109332	0.00990589	0.0125417	0.0132355	0.0121652	0.0167186	0.0144825	0.0187622	0.0118424	0.0100684	0.0128174	0.0205331	0.0182242	0.0332244	0.031534	0.0313427	0.0326636	0.0334998	0.0422658	0.0311046	0.0324383	0.034666	0.0484258	0.0570002	0.0950733
a	0.0140401	0.0137307	0.0170436	0.0138943	0.014468	0.0117223	0.0128864	0.0165209	0.0189044	0.0167726	0.016812	0.0183509	0.0282914	0.0243511	0.019688	0.018849	0.0212228	0.0134225	0.0176204	0.013423	0.0143648	0.0120045	0.0146786	0.0145804	0.0120825	0.0139418	0.0154127	0.0158001	0.0118045	0.011303	0.0112737	0.0149548	0.0106316	0.0160171	0.0182928	0.0259376	0.0287368	0.0281263	0.0502752	0.0352241	0.049827	0.0439475	0.0636725	0.0529229	0.0721728
