 	a27	a57	a27	a87	a23	a30	a53	a70	a94	a44	a20	a54	a56	a96	a44	a54	a44	a54	a94	a70	a96	a83	a11	a75	a54	a7	a26	a2	a57	a87	a23	a87	</S>
dans	0.0304054	0.0374045	0.0411711	0.0385433	0.0425156	0.0285329	0.0392095	0.0317974	0.0303635	0.0361131	0.0285145	0.0236535	0.0176857	0.0171988	0.0139693	0.0158722	0.0112631	0.0130805	0.0059143	0.00665441	0.00643102	0.013558	0.0339098	0.0382509	0.04259	0.0419538	0.0553751	0.0558946	0.0466271	0.0339501	0.0478485	0.0277404	0.0460081
ce	0.0183955	0.0192014	0.0177257	0.0147618	0.0114089	0.00840523	0.00849221	0.0167556	0.0169574	0.00724987	0.00627671	0.00913334	0.0327685	0.0262437	0.0362295	0.0400307	0.0235961	0.0161074	0.0208765	0.0193869	0.019155	0.0182915	0.0245146	0.0361491	0.0512715	0.0629534	0.0685621	0.0766722	0.0619552	0.0667907	0.0560586	0.0518861	0.035737
village	0.0323096	0.0265371	0.0271306	0.0246995	0.0134576	0.0302306	0.0249611	0.0279373	0.0460566	0.0354801	0.0410447	0.0605291	0.045693	0.062186	0.0844326	0.0466779	0.0227147	0.0167738	0.00774848	0.0107132	0.0105161	0.0166554	0.0242935	0.030119	0.0325503	0.0338976	0.033111	0.0358303	0.0250007	0.0229355	0.0170452	0.0131278	0.0176044
on	0.0799705	0.0637381	0.0465874	0.0350528	0.027485	0.0232257	0.0295632	0.0331626	0.0419016	0.02246	0.0157257	0.0234087	0.0305825	0.0389499	0.0308148	0.0221641	0.0177498	0.0150358	0.0246373	0.0208168	0.0315603	0.0551203	0.0323713	0.0278924	0.0229966	0.0159729	0.0138442	0.0137982	0.0256606	0.0206751	0.0223965	0.026333	0.0483461
parle	0.0616977	0.0664044	0.0499252	0.0512275	0.0489581	0.0349024	0.0287721	0.0198083	0.0280257	0.0312035	0.0311519	0.048849	0.0408635	0.0499161	0.0341555	0.0145606	0.0186496	0.0147101	0.0147656	0.00917171	0.00961354	0.00971694	0.0212308	0.0174956	0.020119	0.0226976	0.0183166	0.02053	0.0357847	0.0350709	0.0252978	0.0375918	0.0288162
mal	0.0464401	0.0367562	0.033216	0.0302673	0.0216855	0.0185142	0.0132641	0.0171623	0.0179756	0.0198481	0.0202715	0.0215256	0.0281122	0.013812	0.0112128	0.00936744	0.00689496	0.00754167	0.00886793	0.0116472	0.0259322	0.0375976	0.0569054	0.0679732	0.0509099	0.0567837	0.0595809	0.0524859	0.046922	0.046714	0.0333044	0.0267463	0.043762
de	0.0511926	0.0404104	0.0386064	0.0322447	0.026951	0.0181958	0.0178825	0.03165	0.0366699	0.0248103	0.0165583	0.0159686	0.0162547	0.00759134	0.00597942	0.0061064	0.00724128	0.00816877	0.0103057	0.0123509	0.0146818	0.0242975	0.0285564	0.0337132	0.0345703	0.0376218	0.0465232	0.0445645	0.058773	0.0536902	0.0629529	0.052393	0.0825231
ngala	0.0666003	0.0426701	0.0391009	0.0356352	0.0333715	0.0155294	0.014828	0.028231	0.026204	0.0128221	0.00792538	0.00663463	0.00895605	0.00520459	0.00341112	0.0034301	0.00423836	0.00526663	0.00641521	0.00645903	0.00849465	0.0157954	0.0180542	0.0160766	0.0319632	0.0470251	0.0613642	0.0593672	0.0683455	0.0580526	0.0837124	0.0564197	0.102396
parce	0.0556524	0.0416988	0.0371328	0.0318222	0.0215287	0.0132928	0.0111487	0.0129362	0.0116943	0.00747188	0.00468765	0.00477317	0.00790615	0.0050799	0.00400919	0.00323475	0.00383097	0.00551235	0.00498693	0.0070712	0.0097561	0.0166376	0.016553	0.0193149	0.034881	0.0293228	0.0425197	0.0539311	0.0739891	0.0703354	0.107556	0.0838341	0.145898
qu'	0.101714	0.121909	0.0570487	0.0474299	0.019449	0.0100853	0.0160521	0.0224281	0.0216901	0.00996337	0.00994626	0.00864959	0.0171612	0.0152868	0.0168912	0.0125031	0.0103271	0.0133318	0.00479117	0.00721899	0.0060665	0.0155555	0.0219778	0.020491	0.034542	0.0292624	0.0269206	0.0379523	0.0512664	0.0551946	0.0426061	0.0572601	0.0570275
elle	0.0981817	0.110827	0.0654068	0.0491547	0.0181807	0.00768918	0.00931865	0.0113455	0.0107293	0.00387828	0.00399352	0.00276543	0.00678408	0.00557346	0.00634459	0.00531393	0.00623558	0.00921075	0.00351669	0.0104766	0.0131075	0.0260368	0.0336523	0.0340176	0.0405013	0.0322286	0.0278689	0.0409479	0.0510645	0.0482926	0.0629895	0.063008	0.081358
a	0.0438764	0.0464849	0.0371791	0.0295766	0.0172417	0.00897038	0.01152	0.0161832	0.0176474	0.00871098	0.00876	0.00976297	0.0156227	0.0183345	0.0210235	0.0132018	0.0121945	0.0202053	0.0165076	0.0417472	0.0324836	0.0623732	0.0791925	0.100825	0.0503077	0.0265981	0.0269516	0.0345019	0.0362055	0.045901	0.0261847	0.0407748	0.0229491
fait	0.0445645	0.0318758	0.0187722	0.0137326	0.0075496	0.0046441	0.00693365	0.00879137	0.0131456	0.0178062	0.0276595	0.0249317	0.018793	0.0302898	0.0359162	0.022532	0.0214331	0.0296502	0.0216546	0.0216036	0.0178324	0.0418989	0.066159	0.0659373	0.066415	0.0439071	0.0366576	0.0437004	0.0456257	0.0460917	0.0293254	0.0439797	0.0301903
une	0.0361354	0.0239767	0.0212656	0.0203966	0.0133673	0.00761676	0.00690888	0.0105044	0.0183461	0.0214209	0.0296078	0.0349906	0.0416877	0.0361185	0.026915	0.0191636	0.0180907	0.0319684	0.023385	0.020509	0.0162326	0.0339225	0.0412535	0.0469999	0.0470349	0.0471475	0.0506918	0.0487273	0.0475653	0.0468278	0.0360006	0.0336213	0.0415994
bonne	0.035159	0.0286952	0.0294544	0.0359606	0.0235144	0.0180887	0.0240368	0.0232941	0.0392407	0.0416887	0.0810534	0.0705962	0.04294	0.0409434	0.0308791	0.0338761	0.0311909	0.0346018	0.0225008	0.0130441	0.00979098	0.0165262	0.0166308	0.0132394	0.0161123	0.0181876	0.0189365	0.0209852	0.0300303	0.0240562	0.0339986	0.0273541	0.0533938
récolte	0.0463609	0.034538	0.0292935	0.0267347	0.0305589	0.0163706	0.0204346	0.0235063	0.0230997	0.0217151	0.0243533	0.0140628	0.0096361	0.00893781	0.00752563	0.0117025	0.0118027	0.014588	0.00951341	0.00588017	0.00507749	0.0105537	0.0219295	0.0181259	0.0321877	0.0392685	0.0433053	0.0452983	0.0719904	0.0417506	0.0870577	0.0469961	0.145844
d'	0.0200332	0.0154901	0.015716	0.0176811	0.0098792	0.0065379	0.00942872	0.00730074	0.00622954	0.00650432	0.00567566	0.00423141	0.00428431	0.00374016	0.00279895	0.00345986	0.00368024	0.00437988	0.00626253	0.00555087	0.00920652	0.0156769	0.041323	0.0571794	0.0779042	0.0992878	0.0960122	0.0908303	0.0845491	0.0786075	0.0585001	0.0509898	0.0810683
ignames	0.0526145	0.0295256	0.0238109	0.0203393	0.0111316	0.00704437	0.00644794	0.00807392	0.00838136	0.00540141	0.00482353	0.00614038	0.0104234	0.00715117	0.00576056	0.00483562	0.0049827	0.0070912	0.00783929	0.00996699	0.0143667	0.0463519	0.0644563	0.0559741	0.0590684	0.0419681	0.0469483	0.0506741	0.0529472	0.0499682	0.0724639	0.0632689	0.139758
</S>	0.0174254	0.0140173	0.0144389	0.0171714	0.014462	0.00980633	0.0116465	0.0100247	0.0103807	0.00893322	0.00753503	0.00748865	0.00958699	0.00763431	0.00601368	0.00596691	0.00608276	0.00762557	0.00870119	0.00589744	0.00711339	0.0140901	0.0382827	0.0506571	0.065078	0.0775815	0.0914893	0.0749911	0.079393	0.0641555	0.0726165	0.050755	0.112958
