 	a66	a87	a23	a71	a24	a62	a12	a56	a44	a93	a56	a90	a4	a90	a92	a85	a47	a36	a79	a69	a90	a56	a93	a70	a62	a88	a93	a96	a90	a92	a79	a7	a4	a13	a57	a3	a87	a23	a87	</S>
nous	0.036385	0.0312154	0.0339057	0.0336703	0.0502181	0.0482561	0.0205584	0.0140989	0.0281695	0.0322323	0.0345987	0.0302536	0.0322196	0.0299313	0.0186942	0.0237927	0.0188924	0.033405	0.0323089	0.0325913	0.0443487	0.058978	0.0377626	0.0229462	0.016228	0.0171937	0.010623	0.00673385	0.0100291	0.00904773	0.0135809	0.0173901	0.0170382	0.0147558	0.0137576	0.0150837	0.0175553	0.0132093	0.0105242	0.0178163
venons	0.00995195	0.0142033	0.0108702	0.010222	0.00684263	0.0100859	0.011246	0.0214616	0.017364	0.0402606	0.0276006	0.0348414	0.0229061	0.0233111	0.045941	0.0433243	0.067611	0.0981543	0.07362	0.0322068	0.015936	0.0136149	0.0208504	0.0257016	0.0136188	0.00965467	0.00858793	0.00771651	0.0110486	0.0299923	0.0211268	0.0229185	0.0216921	0.0262772	0.0203939	0.0162779	0.0250048	0.0157224	0.0266979	0.025142
de	0.0268882	0.0177648	0.0134455	0.0111647	0.00997035	0.00735422	0.00704101	0.0124617	0.0114592	0.0285793	0.0188698	0.0228474	0.0214699	0.0360469	0.0422529	0.0153193	0.0288984	0.0122208	0.00977276	0.00793805	0.00712744	0.00588298	0.00502754	0.00452682	0.00579594	0.0139442	0.0160363	0.0317443	0.0272365	0.0363891	0.0214818	0.0236796	0.0247648	0.024621	0.0216426	0.0404161	0.0434709	0.0460888	0.125268	0.11309
couper	0.0319172	0.0227697	0.0176587	0.0149535	0.0259413	0.0127774	0.0219732	0.0270078	0.0260614	0.0296588	0.0293786	0.0314528	0.0294918	0.054831	0.0487288	0.0257015	0.0362238	0.0264856	0.0399048	0.0287475	0.0385564	0.0239799	0.0435759	0.0559323	0.0439427	0.0261628	0.0255202	0.0167652	0.0151476	0.0204827	0.0158004	0.0125819	0.0139093	0.011136	0.00783334	0.008871	0.00846278	0.00770672	0.00802907	0.0139384
les	0.0728934	0.0375656	0.0321654	0.0254978	0.0426293	0.0304442	0.040563	0.0358893	0.0490948	0.0442438	0.0425384	0.0322637	0.0307543	0.0650842	0.0486699	0.0221458	0.0303787	0.0178865	0.0151903	0.0108404	0.0227099	0.0134994	0.0178038	0.0184976	0.0141784	0.0165977	0.0141673	0.0130963	0.00689847	0.00508192	0.00575756	0.0059165	0.0126101	0.00685074	0.0141271	0.0096648	0.01604	0.0125241	0.0145764	0.0326632
lianes	0.0206938	0.0135976	0.00990213	0.00851224	0.0111513	0.009069	0.013081	0.0181558	0.013916	0.0306616	0.0446468	0.0443293	0.0837391	0.076053	0.0835676	0.0599717	0.0452913	0.0213572	0.0190175	0.0278346	0.0367685	0.0249768	0.0179462	0.022002	0.0277173	0.0292703	0.0350826	0.035068	0.0125934	0.0102391	0.0143695	0.0148661	0.019554	0.0112686	0.00709248	0.0093058	0.00617407	0.0043697	0.0028133	0.0039738
nommées	0.0560888	0.0362682	0.0318531	0.0275693	0.0351172	0.0327948	0.030714	0.0387387	0.0383557	0.0391774	0.0561562	0.037754	0.0661707	0.0747482	0.0664978	0.0359351	0.0410945	0.0188218	0.0140338	0.0195951	0.0242181	0.0129873	0.0127382	0.00994285	0.0111249	0.00849667	0.00950644	0.00910411	0.00515596	0.00292643	0.0034619	0.00429898	0.00757809	0.00723529	0.00816383	0.0108276	0.0111498	0.0172341	0.0106474	0.0157175
kwakwango	0.0503658	0.026669	0.0238748	0.0199431	0.0270094	0.0240421	0.0221999	0.0253207	0.0316777	0.0344097	0.0352304	0.0235885	0.0315961	0.0200024	0.0220454	0.014293	0.018912	0.0118289	0.00885191	0.0123343	0.0253898	0.014335	0.0290756	0.0200064	0.021804	0.0189887	0.0233203	0.0161022	0.011189	0.0113045	0.0273264	0.0295519	0.0287742	0.0437814	0.0325819	0.0251249	0.0269145	0.037658	0.0343755	0.0382007
pour	0.0440926	0.0249384	0.0214535	0.0196275	0.0247805	0.0256242	0.0230156	0.024483	0.0236189	0.0268197	0.0292876	0.0226502	0.0274232	0.0277168	0.0251684	0.0127335	0.0162147	0.0113995	0.0104269	0.0126134	0.0265953	0.019362	0.0300579	0.019567	0.0193308	0.0211988	0.0177525	0.0204444	0.0163446	0.0112338	0.0364934	0.0269928	0.0366273	0.0388809	0.0353572	0.0200042	0.0312874	0.0263282	0.0324793	0.0595747
construire	0.0316193	0.0175835	0.0147194	0.0120669	0.0184324	0.017676	0.0161883	0.0191776	0.0189025	0.0219653	0.024041	0.0174115	0.0230833	0.0251886	0.0228545	0.0147489	0.0185279	0.0121083	0.0112972	0.0142951	0.0208741	0.0202828	0.0163806	0.020462	0.0113428	0.0132151	0.00981267	0.0141913	0.00897948	0.00983344	0.0249091	0.0334546	0.0512424	0.0509843	0.052487	0.0553383	0.0567516	0.0425052	0.0508475	0.0642183
