 	a66	a87	a23	a54	a98	a47	a85	a6	a5	a43	a36	a56	a43	a75	a85	a47	a36	a2	a57	a10	a11	a96	a75	a92	a56	a90	a98	a92	a12	a96	a56	a90	a25	a79	a56	a21	a5	a36	a27	a82	a87	a23	a9	a97	</S>
l'	0.0202697	0.0459937	0.0594449	0.0594152	0.0526514	0.0421244	0.0506375	0.0622381	0.0798916	0.0442486	0.0462663	0.0375623	0.0227668	0.0237476	0.0257816	0.0159889	0.0140519	0.0121796	0.00844299	0.00858707	0.00504077	0.00644097	0.00719034	0.00941432	0.0100326	0.0136667	0.0119191	0.0128306	0.0104059	0.00919555	0.00528686	0.0053821	0.00616271	0.0118736	0.0039181	0.0066359	0.00609783	0.00824859	0.0119154	0.0162124	0.0098871	0.0101841	0.0215208	0.015475	0.0327723
enfant	0.00294321	0.00941168	0.0168196	0.061213	0.0706868	0.144388	0.130218	0.1468	0.132688	0.0707854	0.0374008	0.0374654	0.0208625	0.00639385	0.0080699	0.00521904	0.00942182	0.0148688	0.00944422	0.00916767	0.00590889	0.00654836	0.00333251	0.00264705	0.00243193	0.0034432	0.00639838	0.00303668	0.00310371	0.00217154	0.00321726	0.00295668	0.00168095	0.00206451	0.000500367	0.000330251	0.000192434	0.000210008	0.000740468	0.000587855	0.000465608	0.000666347	0.00145127	0.00110639	0.000539682
boude	0.0190735	0.0161893	0.0185389	0.0175161	0.0224678	0.0299319	0.0846842	0.141545	0.129763	0.0691245	0.0397687	0.0435594	0.0252328	0.0175318	0.0200069	0.0170569	0.0246823	0.0350789	0.0229017	0.0189964	0.031687	0.0241684	0.0103039	0.0134561	0.00990015	0.0143343	0.0101192	0.00772337	0.00363503	0.00294751	0.00203991	0.00159344	0.00298449	0.00364319	0.00298098	0.00423242	0.0044257	0.00502395	0.00581943	0.0058354	0.0034744	0.00491474	0.00353834	0.00535192	0.0022168
parce	0.0466852	0.0119522	0.00631663	0.00461083	0.00573106	0.00582452	0.0100435	0.0152347	0.0230512	0.0151888	0.02568	0.0203214	0.0270815	0.0376266	0.046007	0.0383581	0.0248805	0.0209045	0.0137096	0.0150242	0.0180173	0.0149883	0.0167934	0.0243888	0.0284436	0.0242766	0.0253846	0.0329827	0.0137008	0.023883	0.010346	0.0122225	0.0101843	0.0123269	0.00620065	0.0199378	0.025196	0.0300932	0.0208875	0.0307197	0.0309743	0.026571	0.0290278	0.0258598	0.0723611
que	0.0679052	0.0190773	0.00815409	0.00593114	0.00580477	0.00539803	0.00615353	0.00657536	0.0113329	0.0152484	0.0253623	0.0150003	0.0255441	0.0397266	0.0279226	0.0526848	0.0257337	0.0137607	0.0152311	0.0320255	0.0209278	0.0400339	0.0364527	0.0360174	0.0345689	0.0320282	0.0237299	0.038689	0.02263	0.0397849	0.0279452	0.0128433	0.014326	0.0151738	0.00422644	0.0120574	0.00858706	0.0128652	0.0152403	0.0121675	0.014037	0.0145524	0.0190415	0.0192277	0.0482742
sa	0.048177	0.0486552	0.0461738	0.0363319	0.0441942	0.0338309	0.0302926	0.0412119	0.029994	0.0289395	0.01899	0.0209343	0.0241512	0.0299841	0.0315283	0.0315127	0.0332545	0.0278824	0.0289269	0.0264217	0.0345256	0.0304473	0.0288674	0.0293863	0.0331567	0.0332688	0.0196219	0.0224994	0.0126107	0.0141974	0.00743296	0.00649885	0.00600929	0.00638905	0.00216076	0.00533583	0.00416166	0.005979	0.00451742	0.00343112	0.00330216	0.00344337	0.00423752	0.00479602	0.0123363
mère	0.0475777	0.0542081	0.0586752	0.0331942	0.0482201	0.0306055	0.0237639	0.00863789	0.0104515	0.00996651	0.00801712	0.0094997	0.0144962	0.0169883	0.0187128	0.0136855	0.0156273	0.0161501	0.0173031	0.0164183	0.0220989	0.0286272	0.0225963	0.0236222	0.0292214	0.032838	0.0287479	0.031028	0.0406628	0.0378316	0.0410297	0.024947	0.0140957	0.0169397	0.00568961	0.00621895	0.00753703	0.0145959	0.0184211	0.0144957	0.0134959	0.012588	0.0125873	0.0146827	0.0132024
lui	0.0476764	0.0633531	0.0631725	0.048641	0.0445011	0.0316262	0.0333937	0.0185047	0.0206091	0.00857095	0.0104469	0.00655249	0.0164953	0.0209886	0.0186923	0.0272531	0.0155032	0.010931	0.00958555	0.00907324	0.0067338	0.00787598	0.00665888	0.00629038	0.0119503	0.0169939	0.012295	0.0191433	0.0208437	0.0265839	0.0335791	0.0145184	0.00636187	0.0183392	0.0106004	0.0111006	0.0176636	0.0365491	0.0329109	0.022939	0.028087	0.0275384	0.022778	0.0312095	0.0248855
a	0.0323753	0.0291839	0.0267688	0.0278494	0.0310023	0.0260404	0.0372595	0.0203991	0.0254378	0.022296	0.0133345	0.0152301	0.0171964	0.0174642	0.0239585	0.0153287	0.0193025	0.0196349	0.0224867	0.0246721	0.0205409	0.0201408	0.0193435	0.016369	0.0196564	0.0184078	0.0177958	0.013792	0.0188397	0.0241106	0.0355843	0.015774	0.00811151	0.0294746	0.0122885	0.0129395	0.0100359	0.0292328	0.0273634	0.0234412	0.0270605	0.0274852	0.0287041	0.0260305	0.0302565
refusé	0.0276482	0.0174437	0.0180854	0.0202828	0.0233956	0.0191783	0.0198955	0.00964606	0.00886609	0.0109576	0.0153291	0.021505	0.0259583	0.029054	0.0380588	0.0239695	0.0275684	0.0260322	0.0282913	0.0331169	0.0236653	0.0258282	0.0320551	0.0263164	0.0283025	0.0204839	0.0164714	0.0111783	0.012437	0.0176022	0.0192525	0.0168001	0.00496724	0.0216043	0.00602195	0.0130892	0.0130242	0.0282042	0.0221364	0.0232667	0.0354076	0.0223949	0.0299045	0.0312076	0.0540953
la	0.0427805	0.0196251	0.016181	0.0114534	0.0124186	0.0125395	0.0143423	0.00703382	0.00868212	0.00876688	0.00602775	0.00809877	0.0102583	0.016429	0.0289781	0.0182528	0.0167892	0.0190292	0.0201936	0.0214795	0.0122541	0.0239549	0.0267032	0.0171169	0.0297811	0.0252754	0.0181201	0.0198637	0.0208086	0.0253316	0.0207614	0.0171996	0.0228692	0.0383816	0.0199649	0.0352969	0.0278744	0.0404926	0.0336748	0.0291131	0.0363556	0.0322236	0.0338501	0.0306083	0.0427647
nourriture	0.0425346	0.0344603	0.0235817	0.0169079	0.0174471	0.0120936	0.00896413	0.00439679	0.0031219	0.00442718	0.00803935	0.0101594	0.0125981	0.0162158	0.022516	0.0166642	0.0161777	0.0149821	0.0145858	0.0159965	0.0107962	0.0118572	0.0133823	0.0123126	0.0167534	0.0178064	0.0148334	0.0117734	0.0244851	0.0266848	0.0287788	0.016339	0.0096006	0.0287167	0.00652062	0.0152277	0.0129211	0.0208022	0.0500277	0.0625546	0.0457831	0.0547876	0.0599734	0.0549398	0.056472
</S>	0.0191422	0.0119569	0.0112001	0.00786496	0.0086619	0.00557864	0.00513016	0.00293759	0.00250163	0.00502633	0.00602535	0.0100668	0.0113756	0.0174313	0.0240809	0.0145161	0.00868465	0.00840993	0.00770273	0.00811622	0.00416072	0.00944055	0.0144214	0.0122114	0.0280932	0.0306102	0.0227996	0.0215581	0.0203376	0.028104	0.0282243	0.0144728	0.0132671	0.0291222	0.0151071	0.0355913	0.0319334	0.0509345	0.0586344	0.0600229	0.0610973	0.06128	0.0578443	0.0470461	0.0472753
