 	a66	a87	a23	a83	a61	a12	a18	a94	a93	a90	a98	a85	a92	a79	a75	a6	a25	a92	a25	a56	a90	a69	a44	a70	a71	a3	a87	a23	a99	a38	</S>
j'	0.0356159	0.0225529	0.0211876	0.0237202	0.0293227	0.0249035	0.0169945	0.0272425	0.0266174	0.0364668	0.0292824	0.0225622	0.026331	0.0355397	0.0101763	0.0128742	0.0161615	0.0167748	0.0265533	0.0151183	0.0499433	0.0607675	0.0636874	0.0372765	0.075987	0.0444483	0.0362815	0.037151	0.0316274	0.0375499	0.0492823
ai	0.0387481	0.0310504	0.0304964	0.0196206	0.0375252	0.0188577	0.0178531	0.0173367	0.0146183	0.0183363	0.0165572	0.0221098	0.0319466	0.0171798	0.0306951	0.0269187	0.0338222	0.0454772	0.0550589	0.0515282	0.0591569	0.0604348	0.0493537	0.048806	0.036468	0.0228005	0.0229486	0.0285747	0.0342912	0.0343949	0.0270342
occupé	0.0479989	0.0450346	0.0378813	0.0359501	0.0404587	0.0265129	0.0344425	0.0203467	0.0147816	0.0135676	0.01069	0.0240145	0.0195467	0.0157713	0.0129106	0.0115213	0.0328753	0.0276848	0.0214666	0.0189979	0.0216848	0.0285004	0.0212003	0.0381857	0.0497667	0.0327175	0.0669455	0.0531411	0.0493725	0.0681951	0.0578364
une	0.0542319	0.0127495	0.00637331	0.0055186	0.00600393	0.00568099	0.00816321	0.00739383	0.0102238	0.00837967	0.00806504	0.00902181	0.0122302	0.011618	0.0227388	0.0246738	0.0289241	0.0310613	0.0301105	0.0234349	0.0172792	0.0207683	0.0257684	0.0281311	0.0575763	0.055167	0.0661624	0.102252	0.0837685	0.109935	0.106594
place	0.0231598	0.0179734	0.0225582	0.0188755	0.0246173	0.0737131	0.0591502	0.109814	0.129005	0.140286	0.0461468	0.0318864	0.032837	0.0111824	0.0150243	0.00932616	0.0148028	0.00931055	0.01002	0.0147338	0.019193	0.0171438	0.0160634	0.026672	0.0219772	0.0149561	0.0202511	0.0130177	0.0115646	0.0123361	0.0124022
dans	0.122374	0.0735219	0.0495735	0.0425096	0.0395663	0.0345812	0.0488607	0.0244073	0.0263115	0.023072	0.013571	0.0129219	0.0206771	0.0162942	0.0145233	0.0107012	0.0215361	0.0122197	0.0119425	0.0100902	0.00932587	0.0121002	0.0144671	0.0170197	0.0305037	0.0244028	0.0470279	0.0534632	0.040937	0.0524362	0.0690618
la	0.065513	0.0349283	0.0257486	0.0191133	0.0224841	0.0174645	0.0176725	0.0190224	0.0152852	0.0166647	0.00754555	0.00796326	0.009904	0.0121097	0.0137868	0.0104378	0.0171591	0.0227945	0.012065	0.0123147	0.00864211	0.0138258	0.0165993	0.0386916	0.075472	0.0656589	0.121382	0.0785168	0.0739124	0.0530646	0.0742579
plaine	0.0440971	0.0270563	0.0154236	0.0111089	0.0136617	0.0130542	0.0110677	0.0157364	0.00941201	0.0132391	0.00538002	0.00790669	0.0120957	0.0278801	0.020744	0.0191413	0.0201637	0.0261415	0.0194161	0.0211097	0.020715	0.0269539	0.0281041	0.0796114	0.0822443	0.0817363	0.104576	0.0789952	0.0546907	0.0449754	0.0435619
là-bas	0.071143	0.0328	0.0299872	0.0159378	0.0238594	0.0159565	0.0163642	0.0104323	0.00644977	0.00871429	0.00465246	0.00587373	0.00982588	0.0115658	0.00717935	0.00839379	0.00831405	0.0120651	0.00741656	0.0086426	0.0124982	0.0197051	0.0389852	0.0494448	0.0514632	0.0687053	0.0630077	0.0857951	0.0730694	0.0600315	0.161721
pour	0.0698503	0.0349001	0.0367184	0.0202792	0.0251618	0.0245558	0.0244942	0.0144935	0.0113524	0.0112449	0.00710308	0.00825983	0.0127717	0.0165205	0.00987628	0.00945444	0.0107853	0.0156708	0.0117869	0.0157477	0.0219739	0.0308313	0.0466988	0.0518452	0.0598286	0.049059	0.0525211	0.0612379	0.0498717	0.045324	0.139781
faire	0.0409545	0.020066	0.0202053	0.0153916	0.0203263	0.0158109	0.0188142	0.0100273	0.00475359	0.00532505	0.00200701	0.00118573	0.0021697	0.00197653	0.00209052	0.00307312	0.00415874	0.0100206	0.00619158	0.0086905	0.0179386	0.0240263	0.029992	0.0387427	0.0521846	0.0627026	0.0733416	0.11016	0.0805649	0.0851729	0.211935
un	0.0554902	0.0298398	0.0283252	0.0233204	0.0262488	0.0275559	0.0300236	0.0152345	0.00603904	0.00668638	0.00239749	0.00140099	0.00222358	0.00208975	0.00231321	0.00417207	0.00544163	0.0158006	0.00987626	0.0126564	0.024616	0.0256134	0.0301106	0.0322142	0.0436353	0.047959	0.0658493	0.0981576	0.0566913	0.0742372	0.19378
champ	0.0440288	0.017246	0.0199112	0.0152546	0.0132359	0.017319	0.0196643	0.0173414	0.0107498	0.0141336	0.00578318	0.00435805	0.00885876	0.00676541	0.00593994	0.00791909	0.00845842	0.013865	0.00897691	0.0103517	0.021575	0.0333592	0.0367417	0.0738153	0.056585	0.0907181	0.084548	0.0834108	0.0950485	0.0687013	0.0853358
</S>	0.0303779	0.00971371	0.0105941	0.00946957	0.00935474	0.00858338	0.00798225	0.0089507	0.00552748	0.00433782	0.00204551	0.00211299	0.00200786	0.00260124	0.00251472	0.00311856	0.00460208	0.00717811	0.00822255	0.00869318	0.0217269	0.0411682	0.0523589	0.0571785	0.081643	0.0891563	0.103704	0.104413	0.0818745	0.0882146	0.130573
