 	a66	a87	a23	a83	a12	a96	a98	a92	a37	a11	a62	a96	a88	a31	a24	a0	a11	a93	a4	a13	a34	a62	a88	a71	a9	a99	a87	a23	a87	</S>
la	0.044278	0.0614665	0.146818	0.0941137	0.0967254	0.0712647	0.0918506	0.0585487	0.0437755	0.0222669	0.013883	0.0159178	0.0112399	0.00837973	0.00443374	0.0109	0.00584938	0.0213534	0.0262647	0.0274341	0.0164107	0.0153654	0.0162972	0.0101404	0.00894996	0.0109961	0.0111419	0.0102134	0.00601856	0.0177028
promenade	0.00166616	0.0112356	0.0444826	0.0742752	0.144154	0.113135	0.115718	0.107758	0.0836088	0.0581842	0.0180591	0.0198859	0.0190446	0.0183055	0.0188119	0.032601	0.0243193	0.0126508	0.0159545	0.0128905	0.0111474	0.00600995	0.00307874	0.0106039	0.00461585	0.00633729	0.00420962	0.00366828	0.00238557	0.00120292
à	0.0215221	0.0431076	0.0607087	0.0731026	0.10438	0.0706764	0.0855298	0.088296	0.0748719	0.0718089	0.0412829	0.0400651	0.0340436	0.0250922	0.0135171	0.0203553	0.0107339	0.00783759	0.00808762	0.0085575	0.00635834	0.00500614	0.0168289	0.00958102	0.00827817	0.0101851	0.0112416	0.0163061	0.00985696	0.00278056
laquelle	0.0363548	0.0133931	0.0106094	0.0113193	0.0073094	0.0121559	0.0131017	0.0406229	0.0538474	0.0713806	0.10308	0.0792505	0.0629899	0.0408209	0.0112441	0.00880139	0.0108793	0.00554198	0.00530427	0.00442441	0.00695391	0.0113806	0.0130421	0.0392973	0.0333363	0.0277649	0.0344219	0.0637709	0.0830411	0.0845603
ils	0.0577176	0.0413637	0.0436168	0.0236754	0.0249916	0.0211203	0.0294669	0.0285044	0.0256153	0.014122	0.0222666	0.0276307	0.0297998	0.0156426	0.0127065	0.00781339	0.00755282	0.00736619	0.00864896	0.00796272	0.0101838	0.021321	0.0753665	0.0638875	0.033851	0.0483344	0.03646	0.0594914	0.0581815	0.135338
sont	0.0708593	0.0278697	0.0117399	0.0059981	0.00772875	0.0115791	0.0187323	0.0178625	0.0189613	0.0246176	0.0555583	0.0625507	0.0736399	0.0744005	0.0927529	0.0562895	0.0470992	0.0119282	0.00769754	0.00562247	0.00506801	0.00540505	0.0167977	0.0119876	0.0102572	0.019123	0.0208784	0.0294819	0.0824106	0.0951026
partis	0.0732911	0.0280091	0.011263	0.00695121	0.00886169	0.0122788	0.0138252	0.0136247	0.0130692	0.0135545	0.0170159	0.0248672	0.0213176	0.022098	0.0237311	0.0155853	0.011642	0.00976192	0.00547641	0.00550369	0.0101707	0.0120256	0.0347782	0.0235955	0.0224569	0.0391235	0.0541169	0.0496813	0.198769	0.203554
s'	0.0714243	0.0506055	0.0296532	0.0228099	0.0237793	0.0264372	0.0249721	0.0175574	0.0153761	0.0198731	0.0288561	0.0336375	0.026648	0.0206779	0.0178988	0.0248438	0.0135006	0.0133017	0.0130561	0.00717093	0.016176	0.0241122	0.0366114	0.0377503	0.0250971	0.0343863	0.036172	0.0837532	0.111715	0.0921466
est	0.0480986	0.0374275	0.0221539	0.0190527	0.0248356	0.0239339	0.0261792	0.0323238	0.03012	0.0320096	0.0314834	0.026323	0.0267646	0.0237393	0.0105776	0.0248838	0.0102713	0.00938828	0.00934568	0.00833307	0.0144921	0.0193529	0.0367944	0.0429788	0.0482004	0.0639272	0.0505883	0.07146	0.113193	0.0617682
mal	0.0263269	0.0150396	0.00525127	0.00325933	0.00759227	0.00490719	0.00675311	0.0047068	0.00442188	0.00640436	0.0089334	0.0105481	0.0132879	0.0179833	0.0243389	0.0255841	0.0190142	0.0142887	0.0120198	0.00872828	0.0143657	0.0213021	0.0710904	0.0545671	0.0729168	0.118091	0.0786081	0.0769363	0.118336	0.134397
terminée	0.0208601	0.0139675	0.00657752	0.00578479	0.0142188	0.0105005	0.015755	0.00715606	0.00414084	0.00672732	0.00634844	0.00923455	0.0135647	0.0205747	0.0395364	0.0428386	0.0343498	0.0466604	0.0491307	0.0308098	0.0545126	0.0463382	0.0781866	0.0614629	0.0503197	0.0615946	0.0387093	0.0543419	0.055787	0.100011
</S>	0.0545971	0.0392433	0.0325484	0.0368381	0.0416045	0.0379718	0.0246187	0.0349446	0.0324507	0.0335968	0.0472689	0.0558385	0.0647269	0.0586574	0.0313903	0.0279356	0.0153937	0.0234175	0.0140635	0.0123757	0.0121646	0.0145279	0.026746	0.0310917	0.0254208	0.0332321	0.0316911	0.0260467	0.0337595	0.0458375
