 	a66	a87	a23	a87	a23	a30	a53	a20	a0	a56	a94	a93	a4	a62	a21	a92	a79	a93	a4	a93	a70	a75	a98	a79	a98	a15	a36	a2	a57	a87	a23	a87	a97	</S>
il	0.0307399	0.0494456	0.0675237	0.0671155	0.062871	0.0579466	0.0434169	0.0233614	0.0175538	0.0159122	0.0125535	0.00998562	0.00615276	0.00725002	0.00931616	0.00971619	0.0188557	0.0135943	0.0195073	0.0172478	0.0216757	0.0146617	0.0290308	0.0223181	0.0274498	0.0334446	0.0481276	0.0394087	0.0305359	0.0222136	0.0323211	0.0428358	0.0310425	0.044868
a	0.024302	0.0257533	0.0218347	0.0188188	0.0245724	0.0170368	0.0103288	0.0069272	0.00710536	0.0199544	0.0197415	0.0213867	0.0284361	0.0301498	0.0181327	0.023299	0.0218561	0.0206475	0.0186594	0.0207395	0.0203862	0.0271321	0.0354073	0.0471105	0.0528897	0.0813605	0.0340689	0.081988	0.0484704	0.0347139	0.0336724	0.0344012	0.0437566	0.0249605
dénoncé	0.0146915	0.0118093	0.0138024	0.00849198	0.00795888	0.00753367	0.0107715	0.0189798	0.0141875	0.0259422	0.020502	0.0223373	0.0262234	0.0116087	0.00683043	0.00732745	0.00705991	0.00471341	0.00528884	0.00579591	0.00923652	0.0111623	0.0128787	0.0232576	0.0378936	0.0606533	0.0826138	0.0728442	0.0543472	0.074715	0.0874302	0.0545265	0.063673	0.102912
son	0.0289805	0.025364	0.0270867	0.027374	0.0389416	0.0281048	0.0150609	0.00834264	0.0062257	0.0099793	0.0156569	0.0162186	0.00917427	0.00492357	0.0104458	0.0132983	0.0184573	0.0246174	0.0270725	0.0480068	0.042801	0.0432406	0.0530345	0.0596617	0.0586326	0.024351	0.032763	0.0243863	0.0442506	0.0349098	0.0217893	0.0360537	0.0527966	0.0679979
ami	0.0430613	0.0221356	0.0169072	0.0178964	0.0121023	0.0190699	0.0147986	0.0125413	0.0109134	0.00940308	0.00858733	0.0110852	0.00938569	0.0115935	0.00832792	0.0081647	0.00877302	0.0130575	0.0130443	0.0198008	0.0212502	0.02844	0.0438463	0.057147	0.0534347	0.0492122	0.0673216	0.0657353	0.0658709	0.0550033	0.0461517	0.0370627	0.0678901	0.050985
auprès	0.0579859	0.0416231	0.0235117	0.0193782	0.0147089	0.00939837	0.00486924	0.00507267	0.00607804	0.00689574	0.0127279	0.0159714	0.0128508	0.0159142	0.0129241	0.0150789	0.0216233	0.0335368	0.0326532	0.0614722	0.0437244	0.0361034	0.0370596	0.036052	0.0281367	0.0377554	0.0314532	0.0478101	0.0594667	0.0520639	0.0509924	0.0481975	0.0318509	0.0350593
de	0.0570568	0.0280019	0.0102545	0.006463	0.00320824	0.00244344	0.0031162	0.00339354	0.00244377	0.00223932	0.00239083	0.00382109	0.00310569	0.00180958	0.0030684	0.0110802	0.0158265	0.0149874	0.0150296	0.0258413	0.0203607	0.0254553	0.041227	0.0301729	0.0345612	0.0533054	0.0509919	0.0723126	0.0777557	0.0851253	0.0916228	0.0774848	0.0672099	0.0568331
leur	0.0564531	0.0334527	0.0161092	0.0102151	0.0056692	0.00346262	0.00198036	0.00260339	0.00252212	0.00316549	0.00413376	0.00290911	0.00471643	0.00348779	0.00467823	0.0227594	0.0184994	0.0104941	0.0128606	0.0223473	0.0130857	0.0121206	0.0358159	0.0360422	0.0485325	0.118875	0.0530701	0.154104	0.0642681	0.0481138	0.0487372	0.0368663	0.0600533	0.0277955
chef	0.0553211	0.0414636	0.0182722	0.0104763	0.00334593	0.00203342	0.0012162	0.00127957	0.00168735	0.00330424	0.00367577	0.00378531	0.00568974	0.00400788	0.0055615	0.0113914	0.0205451	0.0224429	0.0207265	0.0260296	0.0314388	0.0253647	0.0259725	0.0442743	0.0724141	0.0510249	0.0863232	0.0801779	0.0561818	0.0481489	0.0489649	0.051265	0.0548528	0.0613407
</S>	0.0616706	0.051838	0.024522	0.0110699	0.00302518	0.00117807	0.000993386	0.00190159	0.00188176	0.00242684	0.00226624	0.00423529	0.0064576	0.00417288	0.00492442	0.00781372	0.00896443	0.011203	0.00806259	0.00744282	0.0109875	0.0112162	0.0166315	0.0268101	0.0403358	0.056582	0.0736558	0.072907	0.051681	0.0656016	0.0974785	0.0729801	0.0682043	0.108878
