 	a66	a87	a23	a87	a23	a18	a62	a12	a5	a12	a24	a0	a75	a85	a5	a21	a47	a88	a71	a9	a87	a23	a99	a75	a30	a47	a36	a90	a15	a47	a41	a21	a5	a43	a61	a88	a9	a87	a23	a87	</S>
certaines	0.0370552	0.0290122	0.0345133	0.0564669	0.0526294	0.0477734	0.0460313	0.0557361	0.0356604	0.0449342	0.0612097	0.0436993	0.0158971	0.00895271	0.0147398	0.013537	0.0117299	0.00437684	0.00418407	0.0050723	0.00902803	0.00616613	0.00898532	0.00891933	0.00706412	0.0127684	0.0161577	0.0225456	0.0178481	0.0135802	0.022473	0.0220515	0.0244956	0.0176415	0.0254092	0.0176367	0.021896	0.0217991	0.029695	0.0205493	0.0300792
affaires	0.00756456	0.00563729	0.0130111	0.0134885	0.00926628	0.00985966	0.0169268	0.0380324	0.0252197	0.0363549	0.0376071	0.0721372	0.0780115	0.107759	0.125031	0.0976171	0.0602172	0.0623301	0.0374893	0.0420646	0.0338841	0.0094544	0.00671109	0.00485359	0.00645712	0.00448347	0.00544249	0.00739678	0.00679078	0.00150509	0.00326994	0.00115837	0.00147741	0.00159912	0.000674688	0.000666919	0.00041612	0.00178088	0.00115302	0.00386181	0.00133791
sont	0.0564673	0.0598484	0.0448761	0.0353803	0.0397708	0.0619583	0.0417312	0.0415143	0.0369238	0.0643931	0.0744458	0.0567838	0.0280819	0.0183938	0.04902	0.0616071	0.0530378	0.033279	0.0173891	0.0220266	0.0169123	0.00991438	0.00586885	0.00526483	0.00355455	0.00428162	0.00381622	0.00412563	0.00372842	0.00309442	0.00560672	0.00216564	0.00192435	0.00615141	0.00135489	0.00262649	0.00409631	0.0057085	0.00448839	0.00619541	0.00219206
dans	0.0430002	0.0436166	0.0218305	0.0161258	0.0153367	0.0286712	0.0286009	0.028431	0.0383813	0.0655776	0.0708893	0.0342646	0.0389753	0.0137058	0.0325477	0.0277978	0.0254287	0.0250733	0.0129608	0.0133259	0.0090728	0.00802931	0.00620308	0.00607635	0.00701353	0.00723359	0.00883159	0.00860686	0.00830588	0.00913612	0.0149494	0.0189646	0.034103	0.0351822	0.0278501	0.0363642	0.0430208	0.0238451	0.022474	0.0212347	0.0189619
la	0.193801	0.0804596	0.0408961	0.0271086	0.0173175	0.0178995	0.0257251	0.0245293	0.0381892	0.0409934	0.0452794	0.0248934	0.0179091	0.0101828	0.0220598	0.0343891	0.0300494	0.0268711	0.0153111	0.0202774	0.0136298	0.0118006	0.0111917	0.00663841	0.00686545	0.00654763	0.00746278	0.00663287	0.0086531	0.00774684	0.00733087	0.00679288	0.0116844	0.0130307	0.012664	0.0148045	0.0291286	0.0163036	0.0171549	0.0173918	0.0124031
maison	0.0561905	0.0456553	0.0330732	0.0263508	0.022266	0.0184579	0.013972	0.0158758	0.0135509	0.0162137	0.017587	0.0176182	0.0128034	0.00807119	0.0113572	0.0127159	0.0131767	0.0118909	0.0136069	0.00916613	0.00801767	0.0131681	0.014894	0.0114865	0.00978134	0.0177096	0.0089513	0.00735885	0.00813216	0.0203306	0.0287316	0.0436113	0.0449244	0.0531463	0.0870421	0.0703991	0.0827441	0.0220478	0.0234138	0.0177575	0.0167522
mais	0.0857156	0.0447923	0.0461561	0.0430911	0.0465828	0.0380835	0.0408723	0.0575806	0.0391806	0.0360351	0.0313987	0.0387741	0.0374255	0.0404548	0.0532194	0.0307262	0.0263523	0.0177692	0.0192639	0.0103037	0.0158199	0.0232082	0.023373	0.0208063	0.0125497	0.0161088	0.00474892	0.00707548	0.00252925	0.00302316	0.00410902	0.00236645	0.00654567	0.00334677	0.00422523	0.00434726	0.00993355	0.00676745	0.0132527	0.012952	0.0191335
prends	0.0860901	0.067401	0.0512733	0.0340721	0.0278242	0.0191338	0.0197742	0.0184744	0.0160706	0.0131904	0.0125233	0.0234235	0.0145408	0.0253093	0.0293236	0.0260456	0.0355262	0.0136869	0.0133621	0.0105885	0.0138652	0.0121901	0.0140688	0.0115921	0.00980367	0.0087784	0.00991969	0.0109229	0.00623485	0.00734917	0.0136849	0.00784772	0.0157549	0.0184279	0.0109318	0.0213965	0.0537539	0.0651427	0.0495605	0.0562357	0.0249047
seulement	0.0543333	0.0386841	0.0448729	0.0357711	0.0289848	0.0154905	0.0237218	0.0200548	0.0157694	0.0108861	0.00962847	0.0229095	0.0119547	0.0150232	0.0216985	0.0237646	0.0220419	0.0166581	0.0220059	0.019506	0.020661	0.0164477	0.0212105	0.0139807	0.00890051	0.00663879	0.00405244	0.00748592	0.00578338	0.00977032	0.0156355	0.01633	0.0218005	0.0209219	0.0286993	0.0394578	0.0568795	0.0566556	0.0465232	0.0518248	0.0565808
ceux-là	0.0282875	0.0194743	0.014579	0.012225	0.0111296	0.00766792	0.0092405	0.00735501	0.00932778	0.00770377	0.00712979	0.014111	0.0121583	0.0158616	0.0236128	0.0267234	0.0261862	0.0310086	0.0404102	0.038742	0.0295009	0.0241367	0.0233472	0.0195103	0.0168522	0.0180259	0.0102447	0.0149347	0.0112895	0.0265846	0.0299497	0.0287995	0.0272705	0.048475	0.0549864	0.0671772	0.0670341	0.0430967	0.0264913	0.0236187	0.02574
</S>	0.0195005	0.0128444	0.0140763	0.0112848	0.0125125	0.00979145	0.0117383	0.0117924	0.0128666	0.015334	0.0133765	0.0198928	0.0119032	0.0149035	0.0216998	0.0143568	0.0144225	0.0100122	0.0111351	0.0105636	0.0143996	0.0149578	0.0182035	0.0139543	0.0118524	0.0109037	0.008717	0.00902562	0.00683639	0.0126892	0.026813	0.0333711	0.0415587	0.0451532	0.0612317	0.0661891	0.0866595	0.0635639	0.0598047	0.0552985	0.0648099
