 	a66	a10	a87	a23	a83	a88	a0	a62	a70	a62	a88	a75	a5	a56	a61	a12	a56	a34	a47	a12	a56	a34	a47	a62	a0	a47	a62	a0	a21	a5	a23	a27	a10	a87	a23	a99	a97	</S>
le	0.0312743	0.0232556	0.0178778	0.0187178	0.0164757	0.0215204	0.010901	0.00699852	0.00683226	0.00399439	0.00561416	0.00419193	0.00649193	0.0066367	0.00483108	0.011827	0.00982657	0.0120671	0.00961116	0.00892822	0.0109034	0.0158292	0.0204367	0.02863	0.0303018	0.052098	0.05084	0.0253615	0.0288731	0.048864	0.0531157	0.0520748	0.0305095	0.0581562	0.0341749	0.0485928	0.0659452	0.107419
tam-tam	0.00235685	0.00481773	0.00955055	0.0148646	0.0109562	0.0255522	0.0277849	0.0288029	0.0719869	0.0254238	0.0981214	0.0914467	0.0700973	0.134314	0.086836	0.0911648	0.0756276	0.0562054	0.0231062	0.00951369	0.0121869	0.00955075	0.00664374	0.00139536	0.00297197	0.00119445	0.000797107	0.00035132	0.000601413	0.000259235	0.000420841	0.00031046	0.000399809	0.000604001	0.000673656	0.000574991	0.00161465	0.000920222
s'	0.0402323	0.0377943	0.095574	0.140845	0.0437197	0.0524358	0.0447941	0.0386488	0.0304767	0.0229445	0.0249164	0.0190614	0.0392092	0.0653498	0.0404841	0.0758611	0.0455504	0.0440424	0.0222416	0.0145182	0.0109912	0.00609425	0.00331201	0.0022892	0.00294695	0.0038634	0.00290346	0.00115042	0.00235791	0.00291371	0.0026691	0.00218601	0.00103648	0.00330601	0.00300776	0.00204942	0.00669999	0.00152277
est	0.0585467	0.0279975	0.0351656	0.0519933	0.0212919	0.0206629	0.0254604	0.0254053	0.0159059	0.027035	0.0155269	0.0086552	0.0321765	0.0331286	0.0383062	0.0503448	0.0324341	0.0305356	0.0227473	0.0260344	0.0284656	0.0214154	0.0156934	0.018512	0.0111244	0.00868575	0.0076865	0.0172668	0.0113887	0.0131954	0.0185505	0.0316734	0.0125339	0.0256255	0.0311706	0.0389106	0.0298191	0.0589284
déchiré	0.0143088	0.0140119	0.0186477	0.0242906	0.0125524	0.0117007	0.016988	0.030083	0.0167293	0.0243674	0.0188602	0.015686	0.0255441	0.0304098	0.0428228	0.0445454	0.053887	0.0484684	0.0493054	0.0622616	0.0565412	0.0412122	0.0609533	0.0661552	0.0264936	0.0170477	0.0213005	0.0164817	0.0119302	0.016839	0.0128943	0.0142693	0.00570079	0.0127609	0.00897332	0.0103698	0.00741213	0.0171945
lorsque	0.05333	0.0311211	0.0325741	0.0320147	0.028721	0.0218184	0.0188639	0.0245304	0.0236983	0.0245965	0.0244876	0.0210645	0.0314384	0.0346917	0.0117539	0.0230997	0.0107129	0.0085586	0.00811208	0.0079863	0.00925987	0.013495	0.0123673	0.0159774	0.0120929	0.0156733	0.0171559	0.0418564	0.0300691	0.0246612	0.0268115	0.0490157	0.0479725	0.0410026	0.0553272	0.0450705	0.0377411	0.0312765
nous	0.0310418	0.0216057	0.0244643	0.0244471	0.0153216	0.0176181	0.0215727	0.0266634	0.0222606	0.0351787	0.0182911	0.0267167	0.0307176	0.0276235	0.0247533	0.0277012	0.0230587	0.0184853	0.0246979	0.0272145	0.0283122	0.0169263	0.0152671	0.0195663	0.028734	0.0283067	0.0253147	0.0375681	0.0393662	0.0205668	0.0212018	0.0267097	0.0310034	0.0271528	0.0428557	0.0313172	0.0302569	0.0401405
étions	0.0165106	0.0156312	0.0147602	0.0185311	0.0140043	0.0121281	0.0163736	0.0167467	0.0130109	0.0128489	0.0104298	0.0107555	0.0177427	0.0204417	0.0153704	0.026256	0.021519	0.0239171	0.0257661	0.0277816	0.0384721	0.0310204	0.0368803	0.0500508	0.0642836	0.0533988	0.0425597	0.0434765	0.0553933	0.026545	0.027267	0.0296451	0.0265718	0.0246979	0.0262781	0.0261765	0.0255655	0.0211923
en	0.0101196	0.0100364	0.0107069	0.0127105	0.00988589	0.00701707	0.010259	0.0130526	0.00939599	0.0106284	0.00878733	0.00870174	0.0119053	0.0149848	0.0097663	0.014488	0.011177	0.0115267	0.0119805	0.0123025	0.0163033	0.015845	0.0194674	0.0246982	0.0357181	0.0358147	0.0492062	0.0403562	0.0612203	0.0382188	0.0495092	0.0493658	0.0458734	0.0629399	0.0623052	0.0737826	0.0539217	0.0460217
train	0.00993099	0.00861293	0.0093629	0.0107301	0.00837162	0.00730657	0.00955482	0.014701	0.00983712	0.0142671	0.00915464	0.0113107	0.0135011	0.0146249	0.0164733	0.0168133	0.0168778	0.0170753	0.017834	0.0201322	0.0259699	0.022301	0.0240631	0.023694	0.0198716	0.0192113	0.0280273	0.0272124	0.0326162	0.0213562	0.0375145	0.0391065	0.0699205	0.0642776	0.0795793	0.0911518	0.0480912	0.0695635
