 	a66	a87	a40	a44	a12	a96	a66	a88	a0	a88	a71	a53	a15	a37	a5	a96	a12	a96	a18	a96	a18	a96	a66	a53	a20	a44	a66	a25	a87	a23	a87	</S>
on	0.103948	0.138185	0.0681946	0.135419	0.065786	0.0392805	0.0448039	0.0301799	0.026809	0.0176693	0.0222138	0.0172376	0.0177125	0.0125463	0.0144353	0.00934144	0.0112579	0.0117299	0.0169656	0.0176872	0.014243	0.0163059	0.0211716	0.0152344	0.0200833	0.0175836	0.0145343	0.0109934	0.00905728	0.0134272	0.00984977	0.0161139
a	0.0167833	0.0262622	0.033603	0.032517	0.0365424	0.0289066	0.022462	0.0287516	0.0506249	0.0398658	0.0398826	0.040159	0.0375849	0.0348685	0.0382846	0.032045	0.0221417	0.0257697	0.0311349	0.0322604	0.0456671	0.0411619	0.0334019	0.0285455	0.0296069	0.0292976	0.0296728	0.0190691	0.0192633	0.024169	0.0214211	0.0282736
engagé	0.0481444	0.0302046	0.0171835	0.0165599	0.0119047	0.0138026	0.0179339	0.0176459	0.0351706	0.0319226	0.0266837	0.0220502	0.0146286	0.0177653	0.0226846	0.0187284	0.0175923	0.00977446	0.00942604	0.0158135	0.0169497	0.0240709	0.027544	0.0249246	0.0309373	0.0485239	0.0555923	0.0532793	0.0705918	0.0678103	0.0877422	0.0764139
une	0.0104382	0.0107851	0.0111176	0.00898171	0.0137289	0.0163968	0.0218716	0.0217267	0.0334948	0.0853694	0.0917216	0.0843793	0.0795441	0.0857653	0.0577362	0.0334774	0.0264984	0.0193178	0.0270333	0.0227503	0.023664	0.0212091	0.01677	0.0103182	0.0209675	0.0218726	0.0159733	0.0202901	0.0218388	0.0229491	0.0201219	0.0218909
procédure	0.052799	0.0473021	0.0396999	0.0404411	0.0394649	0.0401106	0.0323112	0.023763	0.0206659	0.0418277	0.0630589	0.0444295	0.0424652	0.0567128	0.0395504	0.0338808	0.0584374	0.0392121	0.0376122	0.0301635	0.0142993	0.0180374	0.016983	0.0168654	0.0169726	0.0139874	0.0125555	0.0148703	0.0122334	0.0117831	0.0126739	0.0148306
pour	0.0643246	0.0448548	0.024376	0.0332685	0.0217582	0.0231151	0.0326787	0.0191711	0.0164261	0.0147866	0.0222112	0.0156217	0.017077	0.0184215	0.021828	0.0339056	0.0634415	0.0610469	0.0665381	0.0512167	0.0385871	0.0443247	0.045529	0.0277537	0.0394124	0.0289117	0.0313815	0.0114188	0.00998191	0.017723	0.0134656	0.0254425
retracer	0.0974858	0.0586391	0.0394908	0.0262107	0.0223761	0.0300424	0.0347774	0.0347726	0.0593002	0.0350828	0.0221804	0.0162427	0.0237565	0.0214153	0.0194452	0.0190293	0.0321119	0.0217571	0.0244163	0.0232527	0.0227736	0.019768	0.0241179	0.0295291	0.0280468	0.027726	0.0320245	0.0317998	0.0313514	0.0298429	0.0328962	0.0283388
la	0.106364	0.0798606	0.057471	0.0235725	0.0187842	0.0209719	0.0207738	0.0145498	0.031346	0.0147834	0.00569538	0.00791818	0.0122481	0.00988952	0.0136814	0.0169948	0.0268352	0.0187682	0.0380367	0.0235446	0.0393373	0.0168686	0.0170451	0.0237694	0.039483	0.0251227	0.0432182	0.0348439	0.0370201	0.0478283	0.0591857	0.0541887
généalogie	0.0758303	0.0736366	0.0605217	0.0403842	0.0486387	0.0610078	0.0427197	0.0320781	0.0581251	0.0289899	0.0165491	0.0186619	0.0259509	0.0307528	0.0377148	0.0264361	0.0188571	0.0170994	0.0142845	0.0112818	0.0116129	0.00693087	0.0107508	0.00950993	0.0124986	0.0137543	0.0252489	0.024161	0.0226967	0.0361308	0.04242	0.0447648
du	0.190528	0.0943918	0.0295361	0.016724	0.00864799	0.00779065	0.00681714	0.00497813	0.0064838	0.00570131	0.00555596	0.00447071	0.00669541	0.00377816	0.00489952	0.00606345	0.0129766	0.00750084	0.024631	0.0138054	0.0189897	0.0157291	0.0202535	0.031528	0.0490936	0.0328946	0.0815468	0.0358269	0.0532209	0.0627246	0.0967287	0.0394873
défunt	0.0348553	0.0507378	0.0251415	0.0119971	0.0101312	0.0151971	0.020215	0.0270467	0.0449466	0.0561467	0.0481409	0.0352171	0.0242246	0.0124514	0.0180414	0.0197922	0.0288719	0.0175721	0.0315272	0.0242633	0.0268791	0.0284645	0.0352358	0.0399347	0.060778	0.0312566	0.0499164	0.0288887	0.0250938	0.0395264	0.0518253	0.0256835
chef	0.0503258	0.0323641	0.0130002	0.00640302	0.00751798	0.0111313	0.0157952	0.0193691	0.0492885	0.0588021	0.0334569	0.0305019	0.0270547	0.0149432	0.0194562	0.0179309	0.0197931	0.0129931	0.0165503	0.0159831	0.0168569	0.0109767	0.0136986	0.0118268	0.028747	0.0306894	0.0544744	0.0461699	0.0476486	0.066987	0.0794204	0.119844
coutumier	0.108531	0.0779703	0.022312	0.0111938	0.00708501	0.0115756	0.0151058	0.016489	0.0382315	0.0291229	0.01135	0.0145295	0.0116136	0.00860792	0.0123696	0.0164565	0.0247445	0.0169397	0.0284413	0.0176784	0.0262965	0.0148987	0.0202758	0.0185657	0.0348685	0.0323584	0.0471744	0.0412265	0.0403351	0.0560354	0.061749	0.105868
</S>	0.0468364	0.0354833	0.0181814	0.016403	0.0143844	0.0154645	0.0243351	0.0228471	0.0569535	0.0709892	0.0341774	0.0466966	0.0429104	0.032607	0.0300949	0.0256058	0.0269014	0.0214145	0.025189	0.0170114	0.0200989	0.0121462	0.0150259	0.0136566	0.0262341	0.0273079	0.0365511	0.0329136	0.0271506	0.0439648	0.0459821	0.0744821
