 	a66	a87	a23	a83	a0	a24	a11	a93	a4	a13	a62	a21	a12	a47	a88	a62	a96	a70	a90	a79	a44	a7	a75	a6	a36	a2	a57	a87	a99	a50	a83	a71	a62	a88	a24	a66	a36	a26	a84	a4	a58	a84	a87	a23	a87	a23	a87	</S>
j'	0.052064	0.0367674	0.0299128	0.0273141	0.0209521	0.0140499	0.00939041	0.00617727	0.011421	0.00647118	0.00804283	0.0292559	0.0363145	0.0721596	0.0320815	0.0234578	0.0158215	0.0262251	0.0214318	0.0177257	0.0207378	0.0278567	0.0351749	0.0364317	0.0435924	0.0410163	0.0145676	0.0115405	0.00551632	0.00633341	0.00553145	0.00854566	0.00802505	0.016006	0.0150162	0.00604285	0.013125	0.0263339	0.0198593	0.0170156	0.0160649	0.0183347	0.0185394	0.0125567	0.00965111	0.0177404	0.0141472	0.0176606
ai	0.0236874	0.0221813	0.0430822	0.0217171	0.027606	0.0209594	0.0281266	0.00395354	0.0122077	0.0130773	0.0136853	0.0115156	0.0130306	0.0162677	0.0128801	0.0194492	0.0413292	0.047658	0.0451119	0.0534503	0.02046	0.0412745	0.0348736	0.0170143	0.032576	0.0509254	0.0251664	0.0221461	0.017482	0.00896445	0.0172768	0.00551081	0.0049041	0.00403271	0.00391476	0.00428141	0.00671082	0.00626862	0.00940966	0.0105946	0.00987523	0.0124974	0.0147195	0.0116279	0.025813	0.0290182	0.0242003	0.0374855
loupé	0.0267093	0.0156058	0.0155588	0.0166239	0.019488	0.0421431	0.0270091	0.0164541	0.0186858	0.0191503	0.0186862	0.0159886	0.022375	0.021965	0.0168914	0.0355197	0.0553389	0.0582535	0.0432955	0.0686215	0.0408977	0.0350526	0.0209781	0.0115834	0.0164788	0.0106052	0.00994193	0.0120937	0.00354813	0.00517829	0.00511553	0.00438507	0.00504612	0.00463444	0.00435895	0.00466669	0.0073868	0.0124136	0.0157528	0.0110625	0.0100399	0.0137054	0.0139371	0.0111422	0.019804	0.0325948	0.0479107	0.0353221
l'	0.0309162	0.0478612	0.0295747	0.0208961	0.0204469	0.0365719	0.0331232	0.021838	0.0204205	0.0253792	0.0307289	0.0319263	0.0377685	0.0592736	0.0308763	0.0449106	0.0404189	0.0476513	0.0287846	0.0206494	0.0156534	0.0123367	0.00696015	0.00846788	0.0086557	0.00764109	0.0108731	0.0131655	0.0192682	0.011671	0.0121376	0.0105252	0.00699468	0.00960339	0.0114369	0.010304	0.00996036	0.0137748	0.0140383	0.0164922	0.0170245	0.0126497	0.013743	0.0178178	0.0153129	0.00981687	0.0110321	0.0126266
ami	0.0370339	0.022539	0.0180578	0.0165314	0.0127254	0.0286229	0.0270414	0.025116	0.0168165	0.0188421	0.0301012	0.0324404	0.0440324	0.0529303	0.0717094	0.0868899	0.0755842	0.06532	0.0522058	0.0622973	0.0444491	0.0418619	0.0170401	0.0140567	0.00901698	0.00427503	0.00563824	0.00597406	0.00348799	0.002931	0.00183785	0.0046733	0.00343548	0.00290476	0.00290564	0.00364415	0.00332933	0.00147466	0.00235094	0.00217715	0.0019551	0.00228327	0.00232948	0.00359873	0.00436489	0.00308676	0.00296829	0.00511188
que	0.0695005	0.0567007	0.0453646	0.0360099	0.0384119	0.0473677	0.0315318	0.0310239	0.0249073	0.0262809	0.0284518	0.0319213	0.0213744	0.0358769	0.0441946	0.0308402	0.0405259	0.0320266	0.0449326	0.0451922	0.0212455	0.0183882	0.00870918	0.0106832	0.00904141	0.00709032	0.0121263	0.0149019	0.00937379	0.0079459	0.00530539	0.0157375	0.00880977	0.00822862	0.00742787	0.00526834	0.00728847	0.00215143	0.00427985	0.00406786	0.00265377	0.00511347	0.00370377	0.00533797	0.00576436	0.00673834	0.00766531	0.0125164
je	0.026212	0.0147161	0.0111127	0.00629959	0.00677491	0.0131543	0.0134303	0.0154775	0.00999353	0.0172737	0.0127101	0.0337749	0.0206225	0.0126352	0.0156125	0.0175309	0.027829	0.0237475	0.0344904	0.0524335	0.0480702	0.0630438	0.0516834	0.035154	0.0620723	0.0180943	0.03075	0.032728	0.0159075	0.010463	0.00918926	0.0157962	0.0165696	0.0209265	0.0174258	0.0081638	0.0174676	0.00902665	0.0174398	0.00981877	0.00560627	0.0127616	0.0132371	0.0136959	0.0169861	0.017766	0.0166434	0.00768197
suis	0.0424648	0.0255258	0.018301	0.00598959	0.00418681	0.00433999	0.00263468	0.00333707	0.00403256	0.00249902	0.00220267	0.00506054	0.0031667	0.0100385	0.00594037	0.00517556	0.00816761	0.00691223	0.00868417	0.0109736	0.00767467	0.00929708	0.00720044	0.00655965	0.0266118	0.0171272	0.026149	0.0317118	0.0119695	0.0216593	0.0144086	0.0386372	0.0168507	0.0323801	0.0211394	0.0237522	0.0422026	0.0331754	0.0406623	0.0379448	0.0229139	0.0437096	0.0487512	0.0466461	0.0503657	0.0524999	0.0402288	0.0481378
allé	0.0689018	0.0426593	0.0300327	0.0126325	0.00958109	0.0150104	0.0117327	0.0194409	0.0137755	0.0070921	0.00594738	0.0100237	0.00625253	0.0111128	0.00948589	0.0106413	0.00988894	0.00961167	0.00943725	0.0168909	0.0164421	0.0155244	0.0167513	0.0145605	0.0225793	0.0279686	0.0238733	0.0201573	0.0101094	0.0177575	0.0140611	0.0238699	0.0186628	0.0323373	0.0588539	0.0510353	0.0298619	0.0386227	0.0272195	0.023522	0.0280696	0.0280877	0.0270638	0.0188518	0.00886232	0.0212412	0.01076	0.0231423
voir	0.0487004	0.0270786	0.0230087	0.0124848	0.0156057	0.0144808	0.0136544	0.0121961	0.0120172	0.0161711	0.0103692	0.0154927	0.0110749	0.0176943	0.0163019	0.0142846	0.0203304	0.0148764	0.0171349	0.025536	0.032192	0.0296279	0.02475	0.0243775	0.0309125	0.0318993	0.0203532	0.0148074	0.0075012	0.00736032	0.00695973	0.0177454	0.019908	0.019466	0.0240548	0.0200501	0.0257374	0.0193664	0.0238579	0.0193217	0.0185038	0.0276849	0.0261202	0.0216784	0.0208806	0.0396402	0.0307352	0.0360149
hier	0.0179767	0.0131862	0.0124328	0.0114529	0.0115465	0.0112339	0.00934983	0.00513009	0.00741944	0.00963872	0.00643877	0.0118337	0.0114293	0.0272609	0.0109853	0.0100956	0.0159228	0.0163237	0.0155326	0.0185395	0.0160049	0.0297897	0.0259948	0.019607	0.0259371	0.018583	0.0109269	0.00592578	0.00459922	0.00376485	0.00439451	0.00754625	0.00979931	0.0128721	0.0149163	0.0122572	0.025516	0.0339031	0.032959	0.0351427	0.0315875	0.05383	0.0555007	0.0342269	0.040978	0.0606113	0.054228	0.0648687
</S>	0.0166038	0.0132579	0.0105124	0.00887181	0.0095097	0.0113584	0.00792038	0.00762446	0.00650869	0.00651399	0.00474813	0.00694068	0.00516124	0.0169078	0.00827112	0.00853596	0.0155427	0.0121229	0.0142545	0.0200468	0.0194731	0.0244575	0.0200806	0.0147577	0.0154086	0.0151815	0.0117115	0.00838127	0.00556011	0.00613074	0.00702451	0.011161	0.0132955	0.0145183	0.0197075	0.0216766	0.0296117	0.031142	0.0395616	0.0426581	0.0396411	0.0543036	0.057195	0.0444877	0.0497219	0.057264	0.053895	0.0607789
