 	a87	a23	a79	a41	a66	a94	a35	a66	a9	a38	a20	a30	a35	a30	a73	a54	a41	a35	a54	a14	a35	a14	a90	a13	a3	a79	a76	a90	a25	a38	a90	a4	a13	a18	a83	a24	a90	a93	a53	a20	a73	a84	a57	a87	a23	a87	</S>
il	0.0371737	0.0872384	0.109425	0.0464657	0.0210443	0.0108688	0.0125626	0.011859	0.0142336	0.0149247	0.00905763	0.0141806	0.0148492	0.00714326	0.00348135	0.00425094	0.00516021	0.00449361	0.00956295	0.0092045	0.00827936	0.0101988	0.00849669	0.00579706	0.0120633	0.0188525	0.0193356	0.0233159	0.0122913	0.0118933	0.0060277	0.00494455	0.00566913	0.00322508	0.0076545	0.00834255	0.0084983	0.00744393	0.00957643	0.00942018	0.0157307	0.0393897	0.070149	0.0469884	0.066517	0.0366052	0.0761135
n'	0.00168548	0.00212463	0.00278506	0.014939	0.0416281	0.0427759	0.0559744	0.0771807	0.0683861	0.0751936	0.0333272	0.0198674	0.0154625	0.00981958	0.00886746	0.0156506	0.0107931	0.0103705	0.0128401	0.0100595	0.00991944	0.015955	0.0161095	0.00794017	0.00972667	0.0148362	0.0146473	0.0106418	0.00742739	0.00850663	0.00742949	0.00754487	0.0112655	0.0215078	0.028258	0.03022	0.0373155	0.0372341	0.0348696	0.0337701	0.0213875	0.0183472	0.0164555	0.0185549	0.00908582	0.00995532	0.011358
a	0.0186039	0.0118263	0.0173839	0.0171953	0.0279758	0.0242083	0.0186522	0.0148382	0.0189041	0.0206676	0.0123196	0.0105138	0.00799638	0.00476008	0.00614267	0.0108049	0.00413588	0.0034164	0.00457004	0.00396745	0.00281613	0.00344307	0.00467575	0.00366308	0.00244804	0.00322279	0.00204246	0.00340314	0.00125906	0.0019863	0.0020288	0.00265837	0.00294001	0.00460505	0.00597967	0.0146055	0.0158394	0.0529617	0.0644551	0.0926345	0.114517	0.0797537	0.0622169	0.0573983	0.0402338	0.0382122	0.061117
plus	0.05286	0.030816	0.0330365	0.0391879	0.0492356	0.0685561	0.0502858	0.0409289	0.0335665	0.0272472	0.0299515	0.0233812	0.0242655	0.0193865	0.0262082	0.0198556	0.0242052	0.0248907	0.0246487	0.0296288	0.0243541	0.0205466	0.0193167	0.0193314	0.0204757	0.0186877	0.0192863	0.0152991	0.0180417	0.0246233	0.0189969	0.0104563	0.0110527	0.00609021	0.0094528	0.00623794	0.00860328	0.00757083	0.00654356	0.007033	0.00569876	0.00672482	0.00556555	0.00322468	0.00423465	0.00480196	0.00560715
qu'	0.0656938	0.0370198	0.0403162	0.0405312	0.0332143	0.0387625	0.0266522	0.0195761	0.0207184	0.0192684	0.0190838	0.0196243	0.0195698	0.0188751	0.0200336	0.0190719	0.0202364	0.0268774	0.0220324	0.0221388	0.027307	0.0270333	0.0292433	0.0325817	0.0316961	0.0285627	0.0345333	0.024041	0.0167522	0.0160013	0.0153326	0.010571	0.00922378	0.00832917	0.0150362	0.00910239	0.0135629	0.01235	0.00959827	0.00793344	0.00739884	0.0086735	0.0104345	0.00780419	0.011096	0.0108677	0.0156373
un	0.056729	0.0393967	0.0430009	0.0322749	0.0207831	0.0084978	0.00623527	0.00532907	0.00601632	0.0060616	0.00538811	0.00574752	0.00544078	0.00706564	0.0078533	0.00762868	0.00784102	0.00879589	0.00943732	0.00783844	0.00869698	0.00767397	0.0111797	0.0168321	0.0258036	0.0414196	0.0369776	0.0354264	0.0165817	0.014735	0.00751738	0.00995352	0.00512714	0.00510029	0.00974041	0.00953488	0.0220723	0.0237839	0.021456	0.0322575	0.0345977	0.0423338	0.0497173	0.0421429	0.0485719	0.0581269	0.0652782
an	0.0275888	0.022538	0.0228331	0.0189839	0.0236362	0.0225283	0.0171827	0.0127613	0.0170231	0.0163937	0.014457	0.0204321	0.0290749	0.0275689	0.0438542	0.0299982	0.0359989	0.0303243	0.0268682	0.0269479	0.0281983	0.0263926	0.0353238	0.0238233	0.0247051	0.0180606	0.021725	0.0190505	0.0180764	0.0147949	0.011173	0.018366	0.0159298	0.013533	0.0119096	0.0107583	0.014169	0.0134227	0.0140919	0.013697	0.00843303	0.00859611	0.0141319	0.0199416	0.0199393	0.0338116	0.040952
à	0.026729	0.0131557	0.0140928	0.013169	0.0107027	0.00635032	0.00882665	0.00971734	0.0102053	0.0143664	0.0086574	0.0126057	0.00984797	0.0088231	0.0135271	0.0141225	0.0159242	0.0165213	0.0191018	0.0196631	0.0206349	0.0212363	0.0200943	0.0184537	0.0223509	0.0205621	0.0217386	0.0219127	0.0153399	0.016147	0.0291337	0.0282607	0.018637	0.0320874	0.022831	0.0303405	0.0240326	0.0345283	0.02643	0.0366069	0.0328856	0.0405002	0.0323758	0.0414529	0.0350877	0.0421104	0.0281193
vivre	0.0338192	0.0264371	0.0265591	0.0205561	0.0104308	0.00607225	0.00661295	0.00526728	0.00715143	0.00739171	0.00602156	0.0131459	0.0118782	0.0129774	0.0102019	0.0122524	0.0122687	0.0120439	0.0169098	0.0165934	0.017501	0.0161409	0.0135714	0.0106152	0.0153421	0.0146485	0.0164443	0.0220673	0.0154851	0.0147567	0.0167976	0.013562	0.00867834	0.0121155	0.0156553	0.0250377	0.0151747	0.0245965	0.0198549	0.037392	0.0399909	0.0480733	0.0609226	0.0597814	0.0608753	0.0610984	0.0492303
</S>	0.0309001	0.0144564	0.0165601	0.0150117	0.0121425	0.00682792	0.00598567	0.00494343	0.00491043	0.00549174	0.00359832	0.00420883	0.00296093	0.00421501	0.00642924	0.00935718	0.00947246	0.0120703	0.0143455	0.0129007	0.0152445	0.0153951	0.0191113	0.0179714	0.0238021	0.0239246	0.0242682	0.0227373	0.0128285	0.0141654	0.0204498	0.0153418	0.00797689	0.0159857	0.0165114	0.0194418	0.0234579	0.0283511	0.0243061	0.0445976	0.0406732	0.0364596	0.0398787	0.0554919	0.055978	0.092942	0.0759195
