 	a66	a87	a23	a18	a53	a90	a92	a98	a47	a6	a21	a85	a47	a36	a79	a69	a20	a15	a7	a47	a6	a36	a37	a75	a92	a98	a92	a56	a47	a62	a96	a34	a56	a44	a70	a71	a9	a87	a23	a99	a87	</S>
ses	0.026261	0.0303881	0.0373698	0.0545499	0.0630951	0.0705857	0.0908569	0.0726602	0.080292	0.0356537	0.0375963	0.0245142	0.0123602	0.0117572	0.0107476	0.0147772	0.00987958	0.00874055	0.0140945	0.0217824	0.0118533	0.0136267	0.0138884	0.0192865	0.0183036	0.015335	0.0188353	0.016835	0.0142935	0.00941028	0.00489387	0.00822592	0.00707522	0.00641456	0.00731599	0.00740083	0.00965082	0.0101463	0.0111848	0.0137994	0.00957936	0.0246832
parents	0.00305962	0.00480702	0.00627077	0.0165211	0.0322974	0.0643412	0.079166	0.110802	0.198077	0.0488002	0.0811894	0.0771851	0.0386465	0.0273599	0.0393695	0.0247007	0.0259588	0.0211732	0.0168747	0.0124423	0.00815543	0.010597	0.00604804	0.00608073	0.00408932	0.00503571	0.00156956	0.00167758	0.00192443	0.0025281	0.0016375	0.00304411	0.00273539	0.00198121	0.0019152	0.000941488	0.00101902	0.0012515	0.00217722	0.00193167	0.0029069	0.00171114
ne	0.021715	0.0122078	0.0111981	0.0146465	0.0185391	0.0217013	0.0236619	0.0366153	0.035662	0.0478175	0.0483503	0.0638578	0.23479	0.13606	0.0673254	0.018784	0.0181393	0.0143208	0.0110467	0.00646676	0.0104497	0.010933	0.00870769	0.00909268	0.00833383	0.00279059	0.00381903	0.00574613	0.00705278	0.00251155	0.00434928	0.00541906	0.00530122	0.00630019	0.00685999	0.00612043	0.00383602	0.00392855	0.00475072	0.00491794	0.0103508	0.00552273
le	0.0355138	0.0285776	0.0184932	0.0160057	0.0102875	0.00714741	0.00747209	0.0121726	0.01608	0.0235262	0.0413812	0.0655362	0.063199	0.0578337	0.104879	0.05656	0.0526336	0.0462476	0.0329459	0.0216768	0.0236717	0.0184202	0.0207792	0.0130643	0.0152667	0.00692838	0.00436794	0.00857019	0.00731087	0.00477754	0.00730649	0.00725892	0.00482527	0.0132715	0.00967659	0.0162393	0.0128987	0.0200981	0.0174478	0.0171407	0.0107697	0.0217401
fréquentent	0.0835222	0.107787	0.0799705	0.0342228	0.0295904	0.0210406	0.0185188	0.0173168	0.00696017	0.00797731	0.00937856	0.011063	0.0121744	0.0229371	0.0493022	0.0412656	0.0300272	0.0446792	0.0629979	0.0511183	0.0449049	0.0255413	0.0258405	0.0224371	0.020729	0.0107244	0.0107144	0.0209805	0.0163044	0.00762146	0.0058446	0.0040649	0.00273003	0.00347913	0.00409791	0.00379597	0.003097	0.00543262	0.00375018	0.00311258	0.00565029	0.00729669
plus	0.0580997	0.058076	0.0433697	0.030261	0.0244702	0.019523	0.0168283	0.0152427	0.0131028	0.0180047	0.0261198	0.0114181	0.0214822	0.0182785	0.0133277	0.0109998	0.016829	0.0210478	0.0302686	0.0356142	0.0493777	0.0256626	0.0307466	0.0288729	0.0274263	0.0534163	0.0268513	0.0447534	0.0299734	0.0297673	0.0141076	0.011433	0.00907813	0.0105375	0.00802485	0.0130876	0.0127747	0.0155833	0.00976476	0.011715	0.00930035	0.0253815
parce	0.0249328	0.0297829	0.0268228	0.0304281	0.0322017	0.0308178	0.0311431	0.0312292	0.0381464	0.0443114	0.0667016	0.0383091	0.0391432	0.0430497	0.0324454	0.0207954	0.0248546	0.0330448	0.0233533	0.0241664	0.0204396	0.0149441	0.0139433	0.0111985	0.00952693	0.0111435	0.00929828	0.0102804	0.0088278	0.01119	0.0123242	0.0133016	0.0148258	0.0178027	0.0144203	0.0189284	0.0197415	0.0285061	0.0191939	0.0168826	0.0146292	0.0229715
qu'	0.0325327	0.0235867	0.0215086	0.0259943	0.0345271	0.0375301	0.036642	0.0366639	0.0429756	0.0682609	0.0626153	0.041272	0.0385496	0.0200227	0.0182805	0.0145146	0.0162978	0.0173496	0.0211475	0.0212771	0.0159836	0.0155317	0.011841	0.0125735	0.0107326	0.00801196	0.00877456	0.00682106	0.00745788	0.006578	0.0114409	0.0199274	0.00961544	0.0183497	0.0188233	0.0270169	0.028155	0.0279311	0.0242653	0.0224767	0.0221439	0.0339999
il	0.0466273	0.0363274	0.0323253	0.0287663	0.0253357	0.0271936	0.0199812	0.0176377	0.0109668	0.0298208	0.0314156	0.0158504	0.0263907	0.0163103	0.0146569	0.0134706	0.0133936	0.0226231	0.0267937	0.026447	0.0230004	0.0210685	0.0203769	0.0140678	0.0140551	0.0121868	0.0224032	0.0179637	0.015753	0.00954899	0.0195874	0.02933	0.0131125	0.023087	0.0281229	0.030482	0.0404372	0.034802	0.029237	0.026676	0.031496	0.0408718
pratique	0.031938	0.042888	0.0376115	0.028839	0.023943	0.0245808	0.0165905	0.0156338	0.013279	0.0166177	0.0178634	0.00613473	0.0130818	0.0139869	0.0154622	0.0112974	0.00953062	0.0158453	0.0261952	0.0280412	0.0241129	0.0188421	0.016783	0.0205048	0.0146485	0.0149324	0.0141452	0.0135386	0.011544	0.00778569	0.0133405	0.0198655	0.0119302	0.0211975	0.0301425	0.0312454	0.0472543	0.0493725	0.0531119	0.0427939	0.0454485	0.0681001
