 	a66	a87	a23	a12	a18	a75	a85	a6	a21	a5	a47	a21	a85	a92	a98	a47	a15	a7	a44	a90	a98	a85	a92	a21	a5	a36	a90	a69	a58	a82	a87	a23	a87	a23	a99	a38	a26	</S>
la	0.0340962	0.0558448	0.0700873	0.0344268	0.0375343	0.0423068	0.110857	0.0807321	0.0560575	0.0242415	0.0200141	0.0147881	0.0109114	0.00606646	0.00754576	0.00853983	0.00996567	0.0158792	0.0222083	0.0570449	0.0157374	0.0221952	0.0251668	0.0169747	0.0178765	0.0180031	0.0131777	0.0142346	0.0149703	0.00713036	0.0133566	0.0129542	0.00982683	0.0106343	0.0106393	0.0170952	0.0126731	0.0282061
branchette	0.00115665	0.00224137	0.00374901	0.00606413	0.00429424	0.0127879	0.0262742	0.0329166	0.0691982	0.101899	0.20745	0.155439	0.105127	0.0729335	0.13108	0.0303557	0.013634	0.00532226	0.00231966	0.00249713	0.003159	0.00117715	0.00240157	0.00347112	0.000332912	0.000302564	0.000263832	0.000333888	0.000196729	0.000172733	0.000151487	9.92782e-05	0.000170044	0.000175898	0.000268621	0.000213001	0.000145856	0.000224336
de	0.0538092	0.0488337	0.0386664	0.0309971	0.0365229	0.0709076	0.115442	0.103374	0.0887244	0.084971	0.0646229	0.0679214	0.0416053	0.0312444	0.0516697	0.0229547	0.00773447	0.00283824	0.00581475	0.00273487	0.00240781	0.000695707	0.000940058	0.00139571	0.000465	0.000478233	0.000576493	0.00146711	0.00253882	0.000886654	0.00089867	0.00187016	0.00194964	0.00245003	0.00130143	0.00253736	0.00369014	0.00206143
l'	0.0502041	0.0251318	0.0126549	0.00755025	0.00576668	0.00681881	0.0187806	0.0108484	0.00754133	0.0100043	0.00876154	0.00819858	0.00927788	0.00658444	0.013285	0.0103663	0.0268126	0.0112342	0.0180869	0.024474	0.0176021	0.0117039	0.013005	0.0199968	0.0206377	0.0170285	0.027841	0.0158255	0.0191434	0.0106434	0.0151103	0.0294932	0.0709925	0.0711743	0.0810228	0.0761757	0.130952	0.0592695
arbre	0.0658204	0.0407981	0.0227895	0.0171653	0.0199019	0.0128615	0.0189734	0.0201591	0.0183789	0.0327001	0.0312533	0.0434178	0.0404762	0.0408253	0.0405798	0.0266919	0.0344475	0.0351701	0.0225722	0.0193257	0.0110815	0.0134353	0.0160521	0.0128566	0.0108784	0.00645136	0.00955064	0.00637198	0.00882906	0.00692652	0.00771815	0.0124085	0.0156369	0.0302473	0.03436	0.0385094	0.0935738	0.0608046
ngyenya	0.0380322	0.0311329	0.0152883	0.0211927	0.0198767	0.0308987	0.0208537	0.0386761	0.0537909	0.0526055	0.0462786	0.0792668	0.0553332	0.0479506	0.0521556	0.0243813	0.0221727	0.0239983	0.0276122	0.0230646	0.0184787	0.0210689	0.0201574	0.0169714	0.0240756	0.01814	0.0140963	0.0109416	0.0161831	0.0071139	0.00903521	0.00944619	0.00823005	0.0141576	0.0177239	0.0143782	0.0137057	0.0215345
est	0.0253448	0.0204464	0.0167629	0.021897	0.0167297	0.0343994	0.0279177	0.0385593	0.052336	0.0693998	0.0667615	0.0478894	0.0359018	0.0398233	0.0516746	0.0303087	0.0196652	0.0227604	0.0169226	0.0148247	0.0154719	0.0230906	0.0289969	0.023722	0.0419536	0.0298764	0.0180331	0.0154212	0.014587	0.00731336	0.00907788	0.00882339	0.0141175	0.0190195	0.0152383	0.0140987	0.0142538	0.0165798
utilisée	0.0641761	0.0427076	0.0306067	0.0422262	0.0324368	0.0412234	0.0405716	0.0498473	0.0507517	0.0413237	0.0301573	0.0306207	0.0285728	0.0224549	0.0239932	0.0149333	0.008757	0.0133679	0.0144122	0.0136825	0.00971115	0.0131173	0.0146981	0.00979943	0.015344	0.0174118	0.0219625	0.026336	0.0172232	0.0172679	0.018883	0.016523	0.0210861	0.0247103	0.019579	0.0210047	0.0298694	0.0486502
comme	0.0465677	0.0283889	0.0189859	0.014528	0.010782	0.0139139	0.0159419	0.0106748	0.01163	0.0124265	0.00835506	0.0101822	0.0167446	0.0133589	0.0192392	0.0138774	0.00504639	0.00625534	0.00844483	0.00432714	0.00441941	0.00574066	0.00675374	0.0078708	0.0192872	0.0239412	0.042716	0.0453826	0.0454739	0.0396285	0.0418263	0.0662749	0.0696059	0.0726597	0.0469991	0.0374424	0.0578018	0.0765052
support	0.0364107	0.0212815	0.0169973	0.0141076	0.0128195	0.0120891	0.00859195	0.011262	0.0119363	0.019227	0.0183886	0.0165376	0.0212583	0.0164485	0.0200727	0.0144983	0.013113	0.0158649	0.0181518	0.013222	0.0110566	0.0130276	0.00759098	0.00529459	0.00890138	0.0104724	0.0170186	0.015751	0.0224389	0.0176683	0.0175074	0.0313322	0.0444011	0.106996	0.119731	0.0520586	0.0850423	0.0814328
