 	a66	a87	a23	a3	a99	a97	a87	a23	a99	a83	a75	a79	a12	a18	a94	a90	a98	a92	a37	a41	a12	a94	a18	a40	a47	a36	a98	a47	a6	a37	a26	a82	a87	a23	a87	a23	</S>
quand	0.0731908	0.0592023	0.043959	0.0365766	0.0306221	0.0230336	0.0144014	0.019523	0.050236	0.0529991	0.0740984	0.0443024	0.0405312	0.0209892	0.0152321	0.014816	0.014531	0.0173347	0.0127513	0.0122087	0.0182526	0.0267851	0.0291448	0.033466	0.0275188	0.0320454	0.0232472	0.00936344	0.0152537	0.0159835	0.0140762	0.010671	0.00889884	0.00920056	0.0156106	0.0150012	0.0249421
une	0.0265618	0.0221019	0.0357694	0.0198354	0.0156952	0.0156287	0.0172534	0.0232905	0.0204015	0.0314409	0.021908	0.0323123	0.016165	0.0135468	0.00850019	0.00768363	0.0134151	0.011446	0.0246464	0.0204129	0.0251392	0.0250362	0.0146863	0.0171595	0.0382987	0.0466647	0.0342834	0.0428385	0.0284936	0.0421539	0.0331759	0.03324	0.0451052	0.0478483	0.0517109	0.0398164	0.0363342
bataille	0.0513222	0.0275179	0.0452847	0.0500166	0.0587415	0.0471579	0.0412389	0.0391736	0.0542037	0.0580488	0.0693608	0.0514779	0.0356013	0.0197342	0.0130513	0.00740955	0.0159495	0.0125888	0.0213834	0.0170411	0.0105956	0.00782093	0.0110885	0.0169623	0.0208041	0.0293042	0.0166482	0.0163913	0.0217482	0.0264261	0.0168789	0.0102967	0.0145534	0.0148105	0.0107488	0.00724999	0.0113684
est	0.0748563	0.0460346	0.0304608	0.0258417	0.0164999	0.0187472	0.0196166	0.0128375	0.0180567	0.0205661	0.0244544	0.0276837	0.0218604	0.0285249	0.0171116	0.0128918	0.0167405	0.0164004	0.0191099	0.0205655	0.0174475	0.0177776	0.0153023	0.015611	0.0190463	0.02603	0.0258277	0.027054	0.0227764	0.0285684	0.0337894	0.0320079	0.03445	0.0524233	0.0509119	0.0330583	0.0590572
annulée	0.0656142	0.0339602	0.0390619	0.0412867	0.0693051	0.066036	0.0594236	0.0404592	0.0752874	0.0276527	0.0477171	0.0217986	0.015338	0.0180887	0.0202966	0.0239031	0.0191912	0.0236754	0.0352665	0.0310111	0.0205881	0.0239539	0.0271836	0.0270188	0.0212895	0.0228778	0.0127587	0.00481474	0.0113966	0.00853172	0.00477641	0.0026955	0.00212233	0.00780936	0.00395827	0.00498975	0.0188614
tout	0.0631743	0.0515453	0.0472706	0.039665	0.0368519	0.0313614	0.0205637	0.0194913	0.0267864	0.034988	0.028711	0.0363642	0.0224564	0.0278889	0.0141577	0.00995489	0.0143537	0.0142408	0.018183	0.0261261	0.0439181	0.0537416	0.0393521	0.0325601	0.0237687	0.0239984	0.0155035	0.0100191	0.0232042	0.00994273	0.016266	0.00737568	0.00794771	0.0208767	0.00971391	0.0129277	0.0647495
le	0.0669494	0.0287773	0.0380865	0.0136853	0.0111882	0.00722202	0.00329332	0.0027983	0.00256013	0.00527335	0.002144	0.00816847	0.00324529	0.00307619	0.0017693	0.000939008	0.00268494	0.00308002	0.00544358	0.0112908	0.0197994	0.0322229	0.0240318	0.0255437	0.0173901	0.0263524	0.033539	0.0721793	0.0664412	0.0774625	0.0756541	0.0537512	0.064521	0.0850327	0.0419652	0.035168	0.02727
monde	0.069249	0.0329048	0.0352885	0.0107986	0.00710476	0.00567692	0.00283941	0.00322866	0.00239733	0.00504617	0.00186915	0.00778707	0.00260132	0.00194334	0.001136	0.00093336	0.0032583	0.00446286	0.00703953	0.0138953	0.0208978	0.0363805	0.0307808	0.0409248	0.0272992	0.0428213	0.06114	0.0418473	0.065638	0.106183	0.0475949	0.0661898	0.0480872	0.0337739	0.0502319	0.0262982	0.0344513
se	0.0833275	0.0608055	0.0497374	0.0175841	0.0100642	0.00807407	0.00509488	0.00425675	0.00370479	0.00605089	0.00270434	0.00564293	0.00198851	0.00169893	0.00111751	0.000772321	0.00177764	0.00238621	0.0027315	0.00558128	0.0139952	0.0177901	0.0250633	0.0202625	0.0168445	0.0237148	0.0361658	0.0379068	0.0475387	0.0756667	0.0528201	0.0563699	0.060758	0.0651138	0.0585555	0.0691926	0.0471406
dit	0.0629532	0.0449554	0.0267782	0.0172912	0.0169878	0.0148508	0.0104158	0.00982664	0.0110052	0.0131149	0.0128894	0.0184193	0.0115031	0.0149793	0.00894594	0.00412818	0.00581418	0.00364235	0.00549167	0.00980319	0.0173047	0.021839	0.0278907	0.0390086	0.0232492	0.0339237	0.0317873	0.0267602	0.054726	0.0769538	0.0378758	0.0430862	0.0292157	0.0506112	0.0404489	0.0569171	0.0646062
grand	0.0420795	0.0245791	0.0127427	0.00614239	0.00571339	0.00557163	0.00313375	0.00293916	0.004287	0.00606791	0.00363893	0.00465741	0.00211116	0.00217604	0.0014448	0.000915809	0.00176881	0.00194019	0.00297677	0.00419053	0.00895038	0.00960813	0.0198579	0.0175052	0.0179227	0.0317057	0.0453698	0.054032	0.136812	0.147655	0.0669164	0.0440257	0.0393033	0.0507766	0.0655845	0.0762692	0.0286284
guerrier	0.038265	0.0232776	0.0151723	0.00686973	0.00467732	0.00340597	0.00228692	0.00163077	0.00192178	0.00404597	0.00406369	0.00646209	0.00451965	0.00507642	0.00363114	0.00172518	0.00237441	0.00149045	0.00265891	0.0048713	0.0215753	0.0240899	0.0482667	0.0343615	0.0398044	0.0781571	0.0513971	0.0816872	0.0856283	0.0822088	0.04436	0.0490117	0.0389598	0.0537592	0.0471653	0.0524907	0.0286501
</S>	0.0400165	0.026647	0.0245177	0.01296	0.0120856	0.00835167	0.0038311	0.00315012	0.00301495	0.00648851	0.00302323	0.00421458	0.00318604	0.00447661	0.00205156	0.00199671	0.00387326	0.00250466	0.00348416	0.00553492	0.0126881	0.019413	0.0311835	0.0278069	0.0295551	0.038979	0.0435682	0.0506668	0.0706273	0.0758616	0.0576844	0.0668207	0.0553857	0.0492253	0.0644432	0.0587277	0.0719543
