 	a87	a23	a93	a62	a47	a34	a93	a90	a25	a37	a47	a83	a66	a98	a44	a98	a79	a96	a75	a5	a11	a75	a5	a96	a83	a21	a85	a44	a98	a47	a36	a2	a57	a87	a23	a87	</S>
cette	0.0446316	0.0543457	0.0785579	0.0448611	0.110684	0.0548423	0.0487283	0.0366843	0.0223533	0.0152454	0.0115992	0.0145183	0.0182411	0.0159776	0.0129553	0.0125409	0.0156136	0.0143469	0.0213352	0.0148608	0.012393	0.0143532	0.0328339	0.0286357	0.0278276	0.0139406	0.0186536	0.00850468	0.0115066	0.0164862	0.0254059	0.0146068	0.0135753	0.0138459	0.0241515	0.0193125	0.041044
femme	0.0086767	0.0207959	0.0334864	0.0261316	0.0280205	0.034237	0.0593789	0.0416822	0.0618198	0.0612304	0.0469941	0.0350527	0.0339527	0.0528562	0.0555173	0.045956	0.0473922	0.0386543	0.0364523	0.036646	0.038448	0.0369585	0.0189967	0.00863163	0.015099	0.00627557	0.00862013	0.00272905	0.0040558	0.00569184	0.00233582	0.00516363	0.00520282	0.00659702	0.0110674	0.0140735	0.0051205
est	0.0310027	0.0212422	0.023206	0.0223762	0.0169645	0.0244556	0.0284146	0.0337644	0.0522913	0.0743019	0.104006	0.071648	0.0327053	0.0379414	0.0344013	0.0428257	0.0157027	0.0323987	0.0100967	0.00930969	0.00487301	0.00328985	0.00356805	0.00336798	0.00438617	0.00846066	0.0191072	0.0183193	0.0328772	0.0230332	0.00752304	0.0289323	0.0394661	0.0337943	0.0212908	0.0252864	0.00336909
reconnue	0.0283396	0.0161247	0.00747263	0.00495633	0.00282389	0.00739596	0.00430798	0.0078212	0.00862114	0.0151189	0.0281949	0.0349553	0.051211	0.058681	0.0768843	0.077764	0.0487698	0.0632546	0.0556028	0.0705592	0.0595828	0.0607469	0.0243636	0.0305877	0.018624	0.00788274	0.00828473	0.0174068	0.00949285	0.013019	0.0142033	0.0122134	0.0111879	0.00903732	0.0127443	0.0109658	0.0107976
coupable	0.0312677	0.018021	0.0183413	0.0163761	0.0215845	0.0177472	0.0234928	0.0294881	0.0202047	0.0224473	0.0241113	0.0256898	0.0290704	0.0287039	0.0287349	0.0259955	0.0228713	0.0187177	0.0169707	0.0156179	0.0108836	0.0119879	0.0210381	0.0228422	0.0322659	0.0356488	0.0297966	0.0265842	0.0262377	0.0359401	0.0675812	0.0306961	0.0233794	0.020314	0.0288192	0.0321985	0.0883323
d'	0.0244759	0.0175152	0.0210919	0.0212812	0.025449	0.0228486	0.0423479	0.0348368	0.0320689	0.0313216	0.0432791	0.0406344	0.0363689	0.0363863	0.0329753	0.0303243	0.0276688	0.0220588	0.0214165	0.016877	0.010354	0.00805964	0.0119778	0.015872	0.0186211	0.0242156	0.0251062	0.0383947	0.0303658	0.0406878	0.0534582	0.0307111	0.0311783	0.0228432	0.019806	0.0164699	0.0206523
un	0.0220378	0.0213527	0.0212183	0.0207963	0.0166107	0.0191472	0.0281867	0.0236892	0.0295107	0.0328928	0.0490392	0.038767	0.0412354	0.0364842	0.0373851	0.0272757	0.0244701	0.0210008	0.0184449	0.0183486	0.0128032	0.0118602	0.0178971	0.0183165	0.0243182	0.0315342	0.0306412	0.0338628	0.0290851	0.0277597	0.0351399	0.0238879	0.0266726	0.0270751	0.0336261	0.0288408	0.0387858
meurtre	0.0284565	0.0242391	0.0151529	0.0146762	0.0103926	0.0155953	0.0184012	0.0207323	0.0267996	0.040861	0.0547731	0.0458651	0.0554879	0.0454011	0.0466745	0.0351144	0.0277848	0.0226328	0.0157586	0.0192396	0.0133746	0.0145411	0.0207441	0.0206851	0.0267598	0.0285422	0.0313239	0.0283971	0.031014	0.0352858	0.0362113	0.0268134	0.0212832	0.0193586	0.0229611	0.0206245	0.0180417
dans	0.0303305	0.0270394	0.0360279	0.0326148	0.0356603	0.0267773	0.0276748	0.0313414	0.0186557	0.0180227	0.0141902	0.0127365	0.0121185	0.00936418	0.0055057	0.00414044	0.00615462	0.00449826	0.00595911	0.00702268	0.00630237	0.00868164	0.0202117	0.0244191	0.0180403	0.0431756	0.0296822	0.0243871	0.0341331	0.0367118	0.0566271	0.0508491	0.0475056	0.0609932	0.0551744	0.0492011	0.0680696
sa	0.0225663	0.0173731	0.0134185	0.01343	0.013729	0.015828	0.0147562	0.013824	0.014811	0.0137981	0.0170079	0.0143918	0.0144031	0.0133965	0.0105632	0.00802035	0.0114112	0.00873844	0.0134138	0.0155717	0.0157915	0.0164322	0.031287	0.038236	0.0312232	0.0448756	0.0421627	0.0374582	0.0479211	0.0498091	0.0608811	0.0645452	0.0503898	0.0560197	0.0493647	0.0441256	0.0390253
famille	0.0325796	0.0235198	0.0209655	0.0171594	0.018231	0.0200065	0.0191259	0.0222987	0.022117	0.0252362	0.0328205	0.0343199	0.0347338	0.0339014	0.030777	0.0273922	0.0271463	0.0225052	0.0231326	0.0266921	0.0211241	0.022686	0.0327247	0.0326581	0.0290831	0.0298662	0.0342715	0.025327	0.0331454	0.0328271	0.0225701	0.0274495	0.0339951	0.0344954	0.0287504	0.0269495	0.0174161
</S>	0.0289351	0.00955208	0.0142345	0.00757968	0.0146189	0.00906678	0.0121492	0.0176371	0.00870268	0.0131422	0.00910112	0.00756695	0.0113737	0.00697858	0.00783216	0.00744744	0.00802449	0.00579563	0.00509071	0.00543232	0.00431132	0.00543332	0.0327874	0.036414	0.047798	0.0589432	0.0570628	0.0306531	0.0470279	0.0561213	0.0816043	0.0413124	0.0441558	0.0482352	0.0482313	0.0498149	0.0998326
