 	a82	a97	a87	a23	a30	a4	a50	a62	a12	a94	a26	a38	a62	a12	a62	a50	a62	a83	a99	a4	a94	a4	a99	a13	a26	a66	a99	a50	a83	a9	a99	a87	</S>
ramasse	0.152648	0.125951	0.0965362	0.0663614	0.0767544	0.0390673	0.0132609	0.0111134	0.00937825	0.0076296	0.00531565	0.00564977	0.00330718	0.00349963	0.00353608	0.00269094	0.00196353	0.00394143	0.00594925	0.0054894	0.00891851	0.0104958	0.00699046	0.0278373	0.03434	0.0336733	0.035459	0.0314629	0.0225384	0.0257289	0.0245888	0.0228482	0.0750749
les	0.0363395	0.0262425	0.0269957	0.0267194	0.0294327	0.0195866	0.0140285	0.0137435	0.0078515	0.00579835	0.0103097	0.00977145	0.0129389	0.0106051	0.0228003	0.0190554	0.0284302	0.0287302	0.0459161	0.0452078	0.0529983	0.0565099	0.0535069	0.0331862	0.0261651	0.0322212	0.021172	0.0421513	0.0493829	0.0457027	0.0467076	0.0764005	0.023392
ordures	0.103727	0.036139	0.0251087	0.0111254	0.0121215	0.0271448	0.047994	0.044702	0.0265096	0.0342283	0.0536539	0.0318187	0.0578242	0.016855	0.0334093	0.0418769	0.0195646	0.0391181	0.0659687	0.024432	0.0330354	0.0333072	0.0323537	0.0161712	0.0102933	0.00925739	0.01012	0.0114435	0.0130511	0.00886238	0.0143423	0.027353	0.0270877
qui	0.0367766	0.0183159	0.017464	0.0101405	0.00968005	0.00547179	0.0199217	0.0292144	0.0346657	0.0359411	0.0482577	0.054724	0.0704897	0.0825361	0.0794353	0.0784565	0.0654325	0.0399208	0.0330722	0.0324515	0.0198864	0.0228938	0.0241152	0.0183486	0.0126362	0.0141758	0.0116586	0.0110828	0.0141096	0.0136864	0.0140265	0.0118542	0.00915793
sont	0.044962	0.0261	0.0128729	0.00566484	0.00368623	0.00476441	0.011017	0.0151763	0.0164453	0.0187288	0.0178859	0.0146508	0.0153806	0.0133017	0.0134706	0.0185937	0.0203133	0.0163605	0.0180109	0.0123615	0.0102398	0.0141162	0.0204056	0.0173112	0.0139326	0.025096	0.0397688	0.0638228	0.0691606	0.0630812	0.125435	0.123398	0.0944848
à	0.028758	0.018017	0.013845	0.00762498	0.00744695	0.0102903	0.0131037	0.0168083	0.0182003	0.0220589	0.0188672	0.0170919	0.0157795	0.022048	0.0322592	0.030077	0.0234987	0.0369932	0.0447615	0.049941	0.0352284	0.0389105	0.0352028	0.0666862	0.0441828	0.0483065	0.0498824	0.0468756	0.0338669	0.0427854	0.0355237	0.0378288	0.0372496
l'	0.0396186	0.0133102	0.00622329	0.00249924	0.00300778	0.00507262	0.0092732	0.0129287	0.0133427	0.0142218	0.017065	0.0141969	0.0134945	0.0135131	0.017982	0.0130766	0.0164806	0.0172969	0.018663	0.0132858	0.0160156	0.0228035	0.0201385	0.0409034	0.0406284	0.0509746	0.0473396	0.0761897	0.0531675	0.0838708	0.11647	0.112284	0.0446614
entrée	0.031123	0.0263013	0.0145932	0.00796703	0.00655572	0.00619705	0.00681674	0.00887362	0.0104452	0.00970848	0.0138239	0.0196631	0.0197663	0.0222966	0.0250185	0.0236193	0.0230656	0.031957	0.0353323	0.0251404	0.0229672	0.0252374	0.0260524	0.0585675	0.0447153	0.0699262	0.0545766	0.0694507	0.036794	0.106639	0.0516899	0.037934	0.0271859
de	0.0397949	0.0357728	0.0143145	0.00410254	0.00184389	0.00159436	0.00236206	0.00404018	0.00752954	0.00526567	0.00452788	0.00475681	0.00490419	0.00491131	0.00650052	0.00824226	0.0070412	0.0108469	0.0163793	0.0102636	0.0155353	0.016168	0.017168	0.0483275	0.0655741	0.0841468	0.0665965	0.0807916	0.0692701	0.100495	0.0730494	0.081395	0.0864884
la	0.0196967	0.0130171	0.00811129	0.00448812	0.00184164	0.000914812	0.00108708	0.00247265	0.00532266	0.00285127	0.00299885	0.00316915	0.00365258	0.00419476	0.0053953	0.00670172	0.00641309	0.00894385	0.0220571	0.0147365	0.0153371	0.0242059	0.023419	0.079175	0.101679	0.109309	0.0773167	0.0755398	0.0658006	0.110536	0.0552075	0.0552764	0.069131
maison	0.0260901	0.0212075	0.0166758	0.0120207	0.0117971	0.0103313	0.00990747	0.0122126	0.017562	0.0138918	0.00945354	0.00924655	0.00949521	0.0116729	0.0198482	0.0187454	0.0238611	0.0201453	0.0415126	0.037048	0.0365336	0.0404103	0.038342	0.0598825	0.0295951	0.0566978	0.0511734	0.0634571	0.0484727	0.0889663	0.0439589	0.0487632	0.041022
</S>	0.0303844	0.0093409	0.00524076	0.00419265	0.00289293	0.00258927	0.00305815	0.00476658	0.00796645	0.00482695	0.00441859	0.00367922	0.00365532	0.00334203	0.00383304	0.00606196	0.00404894	0.00860347	0.0245334	0.0106766	0.0165866	0.022135	0.0231535	0.0401286	0.04062	0.0828027	0.0666051	0.103627	0.0896189	0.113212	0.081955	0.0933894	0.0780546
