 	a66	a87	a23	a97	a10	a87	a10	a87	a79	a53	a93	a56	a53	a15	a41	a56	a21	a12	a96	a70	a11	a70	a4	a57	a4	a99	a24	a9	a50	a83	a18	a99	a13	a9	a87	a23	a87	a97	a10	</S>
son	0.0112134	0.0251315	0.0186814	0.0280957	0.0237572	0.0272661	0.0402333	0.0318574	0.0332733	0.044285	0.0160935	0.0256097	0.0296805	0.0312652	0.029097	0.0396006	0.0244685	0.0220731	0.0124442	0.0135197	0.0113596	0.00751507	0.010876	0.0111732	0.00495438	0.00529922	0.00826458	0.0114716	0.0278336	0.036253	0.0401989	0.0486889	0.054489	0.0210212	0.0257369	0.0315174	0.0241916	0.0289605	0.0156493	0.0468994
aîné	0.00297132	0.00269089	0.0071513	0.00671333	0.0151317	0.0251454	0.0290111	0.0259934	0.0363544	0.0325673	0.0358232	0.0505511	0.0591827	0.0919324	0.0662909	0.114606	0.139232	0.0265215	0.0372513	0.0483759	0.0327929	0.022237	0.0162317	0.0126469	0.00587764	0.00491398	0.00555507	0.00661678	0.00358832	0.00274547	0.00344814	0.00639297	0.00313735	0.00167358	0.00349137	0.00247307	0.00316573	0.00358322	0.00354508	0.00238643
lui	0.0406843	0.0604567	0.0601104	0.048779	0.0557698	0.0610147	0.0664831	0.0601122	0.0451199	0.0495904	0.0152172	0.0193694	0.0183074	0.00489033	0.0054739	0.00992856	0.00940861	0.0043067	0.0103093	0.00820504	0.0149126	0.0123963	0.0210733	0.0254436	0.0261655	0.0148525	0.00965023	0.00933595	0.00470354	0.00678953	0.00851745	0.0107783	0.0130847	0.0179289	0.0233262	0.0256296	0.0208309	0.0282243	0.031501	0.0213186
a	0.0204947	0.00983078	0.00746749	0.00549174	0.00761687	0.0068108	0.00706646	0.0118249	0.00683813	0.0115303	0.0135113	0.00553496	0.00870386	0.00738734	0.0103918	0.0148129	0.00629049	0.00268192	0.0149188	0.00965742	0.00936321	0.00913426	0.0075619	0.00880351	0.00393756	0.00430417	0.00502312	0.00519321	0.00735348	0.00920769	0.0152937	0.0145349	0.0271279	0.0387425	0.062941	0.0724066	0.127325	0.0726831	0.190955	0.119244
flanqué	0.0229813	0.0396318	0.0505603	0.0611967	0.0575529	0.0265422	0.0200663	0.0157237	0.00800079	0.0115531	0.0448497	0.0321523	0.017234	0.0157428	0.0233626	0.0230842	0.0421779	0.0151229	0.0227543	0.0500254	0.0528178	0.0410986	0.0593078	0.057166	0.0390188	0.0116555	0.0215291	0.00511983	0.00493684	0.00451413	0.00494796	0.00328305	0.0068452	0.00449552	0.0103258	0.0109419	0.011973	0.0103922	0.0174682	0.0218476
une	0.0164716	0.0114908	0.0105404	0.00900057	0.0109344	0.00966425	0.00767003	0.00937721	0.00557772	0.00600623	0.0094705	0.0175205	0.0213003	0.0416961	0.0456302	0.0348029	0.0280742	0.0133668	0.0216222	0.024462	0.0155366	0.0233137	0.0279957	0.0439822	0.0325041	0.0360184	0.0528721	0.0361726	0.0277538	0.0241462	0.0394405	0.0263951	0.037368	0.0147832	0.0224955	0.025128	0.0311608	0.0286679	0.0516316	0.0479549
taloche	0.0250437	0.0165968	0.0159808	0.013811	0.0175226	0.015463	0.0110919	0.0123318	0.0160853	0.0117004	0.0127181	0.0228557	0.0228388	0.0264491	0.0154907	0.0131127	0.0172353	0.0148485	0.0233637	0.0182415	0.0190644	0.0169435	0.015734	0.0261586	0.0248321	0.0289025	0.0258955	0.0282418	0.0402584	0.0317261	0.0393247	0.0280377	0.0388372	0.0220712	0.0309888	0.0394797	0.0512835	0.0418405	0.0602342	0.047364
sur	0.0177551	0.0197393	0.0133202	0.0133488	0.0123299	0.0128152	0.00888486	0.00813329	0.00709426	0.00840598	0.014548	0.0127602	0.00813029	0.00643736	0.0078088	0.0100836	0.0151953	0.0100776	0.022991	0.0376508	0.0301701	0.0414466	0.0606204	0.0829006	0.0424773	0.0585539	0.0245203	0.0240118	0.0339783	0.0267791	0.028006	0.0238457	0.0239418	0.0153964	0.0234696	0.0334587	0.0255566	0.0394124	0.047078	0.0468664
la	0.0221783	0.010909	0.00892618	0.0064339	0.00573062	0.00439513	0.00329337	0.00252569	0.00214277	0.00176002	0.00204856	0.00168628	0.00128949	0.00135206	0.00173475	0.00193669	0.00308093	0.00375981	0.00656673	0.00881503	0.0101706	0.0114634	0.0151939	0.0209362	0.0172091	0.021363	0.0220467	0.0334366	0.057632	0.0760492	0.0870306	0.0731394	0.0698794	0.0749737	0.0590965	0.056568	0.0582763	0.0428007	0.0658957	0.0262735
tête	0.0165533	0.0131401	0.0145407	0.0125608	0.0128275	0.0141353	0.0101059	0.0117642	0.0073781	0.00579934	0.00540717	0.00894084	0.00782265	0.014399	0.0122316	0.00780019	0.00467096	0.00456522	0.00913079	0.0173392	0.0159424	0.0309035	0.0301996	0.0402443	0.0348649	0.0274138	0.0299945	0.0384864	0.0399399	0.0342791	0.0477646	0.0502932	0.0490894	0.0519076	0.0360221	0.0520051	0.0549454	0.048711	0.0458984	0.0299818
</S>	0.0204515	0.0380786	0.0270286	0.0202364	0.0194379	0.00988969	0.00533831	0.00531535	0.00338824	0.00437111	0.00839736	0.0107596	0.0118834	0.0371617	0.0475627	0.0358622	0.0185189	0.0201236	0.0239615	0.0178301	0.0113425	0.00859007	0.00641935	0.0197751	0.00404106	0.00680037	0.00822011	0.0103025	0.0414137	0.0320318	0.0479009	0.0343965	0.0520865	0.0282884	0.0272476	0.0461471	0.0705677	0.0313923	0.0589158	0.068524
