 	a66	a87	a97	a38	a83	a62	a5	a37	a12	a61	a43	a93	a56	a34	a85	a56	a75	a79	a7	a44	a4	a13	a38	a88	a9	a53	a90	a56	a96	a18	a71	a9	a82	a97	a99	a82	</S>
le	0.0302588	0.0846328	0.0279915	0.0157096	0.0161268	0.020095	0.0200337	0.0291338	0.00837369	0.00851437	0.00602941	0.00552375	0.00948008	0.00798544	0.00901785	0.0145526	0.0319095	0.0291736	0.0405855	0.0422619	0.0344973	0.0494672	0.0595171	0.0602725	0.0411402	0.0651123	0.035441	0.0389279	0.0228577	0.0187831	0.0225429	0.018553	0.0176793	0.0148219	0.0112298	0.0126058	0.0191617
feu	0.000728925	0.00140741	0.00211818	0.00137369	0.00195554	0.00345379	0.00420559	0.0193382	0.0315362	0.0682993	0.108545	0.151689	0.107627	0.0784074	0.095045	0.0769391	0.0651561	0.0423756	0.0262317	0.0130548	0.0179041	0.0171479	0.00918017	0.0125524	0.0114096	0.00605883	0.00378055	0.00267776	0.00267142	0.00250532	0.00130827	0.00226228	0.00206142	0.00145117	0.00242444	0.00350806	0.00160894
que	0.0114917	0.00884873	0.0287818	0.0300309	0.0345368	0.0391027	0.0453845	0.0383556	0.0487877	0.0378504	0.0790192	0.0643781	0.0643545	0.0933622	0.0706472	0.0511386	0.0367258	0.0353966	0.0214125	0.0232706	0.0199173	0.0121647	0.00915893	0.00621522	0.00968425	0.00733806	0.00246547	0.00219857	0.00197306	0.0054432	0.0042084	0.0191452	0.0112979	0.00723042	0.00664485	0.00844625	0.00359211
j'	0.0920609	0.0398571	0.0718266	0.0319263	0.033425	0.0208695	0.0172414	0.0192369	0.0178195	0.0137761	0.0174174	0.0127645	0.010857	0.0146173	0.0117674	0.0117204	0.015542	0.0199469	0.0250273	0.0238754	0.0348291	0.0336768	0.040124	0.0238726	0.0450385	0.0150357	0.0163516	0.0242351	0.0164546	0.0237022	0.0196482	0.0228837	0.0297203	0.0230949	0.0254514	0.0240193	0.0602873
ai	0.0447662	0.0181868	0.0229591	0.0193345	0.0184284	0.0203109	0.011363	0.0139628	0.0226365	0.0131883	0.0364374	0.019917	0.0253364	0.0489046	0.0374606	0.0362437	0.0340074	0.0378596	0.0415645	0.0280521	0.0444243	0.0492488	0.04845	0.0268431	0.024876	0.0129438	0.0107717	0.00840058	0.0103575	0.00967635	0.00804047	0.017077	0.0327313	0.0339091	0.020292	0.03978	0.0512584
allumé	0.0411468	0.0140639	0.0255817	0.0202272	0.0234083	0.0177649	0.0129142	0.0109323	0.0120342	0.00881811	0.00990923	0.0094517	0.0106344	0.0145618	0.0170016	0.0202803	0.0142988	0.020407	0.0430446	0.0385102	0.0387924	0.0454206	0.0587241	0.0404856	0.0239	0.0148216	0.00332684	0.00597644	0.00892287	0.0189747	0.0123854	0.0292495	0.0395517	0.0463561	0.0594904	0.0681367	0.100494
dans	0.0580922	0.0270266	0.0435354	0.050457	0.0593637	0.0573573	0.0393067	0.0292862	0.0347903	0.0276534	0.0172606	0.0154097	0.0189862	0.0169089	0.0148545	0.0166354	0.00972276	0.00975902	0.0124593	0.0148308	0.0123153	0.0138165	0.0212158	0.0132956	0.0141985	0.014844	0.00183907	0.00431807	0.0077308	0.0164213	0.0152424	0.0260988	0.0332454	0.0320921	0.0760626	0.0515403	0.0720271
la	0.0778843	0.0675068	0.053824	0.0360429	0.0204412	0.0122478	0.0124757	0.0078997	0.0070883	0.00664568	0.00217552	0.00340871	0.00516857	0.00615457	0.00915802	0.0134008	0.0110791	0.0136683	0.0194008	0.0198164	0.0095664	0.0154183	0.0225693	0.0277133	0.016993	0.0238704	0.00343484	0.00965431	0.0131734	0.0365725	0.0320192	0.0612562	0.0562919	0.0589182	0.0761686	0.0687811	0.0621117
cuisine	0.0140167	0.00781591	0.0129028	0.00796094	0.00951469	0.00845701	0.0171241	0.0130073	0.0158146	0.0185477	0.00787429	0.0126194	0.016731	0.0232919	0.0288668	0.0238992	0.0150737	0.0133995	0.0157958	0.0194704	0.0116492	0.0146286	0.0106764	0.0106276	0.0122219	0.0161673	0.00515095	0.00938785	0.0186985	0.0471631	0.0521338	0.0938437	0.0890032	0.0875923	0.0807672	0.0703878	0.0677169
a	0.0408753	0.059379	0.0438269	0.0236297	0.029017	0.0313601	0.0319193	0.0369132	0.0338814	0.030412	0.0141344	0.0166836	0.0266111	0.0225942	0.0240954	0.0244884	0.0214369	0.0152849	0.00875313	0.00757558	0.00582843	0.00728517	0.00758061	0.0145033	0.00920846	0.0202619	0.0217053	0.0237908	0.0308246	0.0323733	0.0253677	0.0320843	0.0272216	0.0390083	0.0361617	0.0489928	0.0749303
