 	a66	a87	a23	a83	a93	a90	a93	a44	a75	a21	a85	a92	a98	a47	a85	a47	a79	a37	a92	a21	a5	a12	a18	a25	a87	a23	a99	a97	</S>
tu	0.0369305	0.0497916	0.0613192	0.0450317	0.0424376	0.0479711	0.0451761	0.0675921	0.0554327	0.0382231	0.0206126	0.0332919	0.0141806	0.0294418	0.0349518	0.019475	0.0318975	0.0390861	0.0311685	0.019474	0.029109	0.0212722	0.0264998	0.0238079	0.0190864	0.0268503	0.0163625	0.0153631	0.0581632
apporteras	0.0273403	0.0195053	0.0334249	0.0194222	0.0235584	0.0258845	0.0173082	0.022813	0.0110803	0.0226492	0.0179394	0.0189448	0.0386918	0.0253379	0.026631	0.0370623	0.0257014	0.0406718	0.0310352	0.0711321	0.0381431	0.0400766	0.0486217	0.0517851	0.0485409	0.062382	0.0505425	0.0627185	0.0410553
de	0.0452535	0.0464927	0.0357953	0.0339916	0.043796	0.034643	0.0177321	0.0148911	0.0135012	0.0453645	0.0610362	0.0405741	0.0484409	0.0284144	0.0294833	0.0374288	0.0285023	0.0201895	0.0178096	0.0199325	0.0246551	0.0461414	0.0355	0.0271903	0.0261244	0.0417178	0.0373816	0.0628211	0.0351958
l'	0.0613307	0.0240699	0.0107022	0.0087666	0.00928699	0.014442	0.0253623	0.0237391	0.0270715	0.0238437	0.0197451	0.0123519	0.0159692	0.0187183	0.0190141	0.0177638	0.0217614	0.0246601	0.0429216	0.0311916	0.05931	0.0556512	0.0470104	0.0876622	0.0538976	0.0567237	0.0572024	0.0681161	0.0617143
eau	0.0932864	0.0415503	0.0302474	0.0237093	0.0233753	0.0327415	0.0444584	0.0360936	0.0561069	0.0654745	0.0482449	0.0440948	0.0394459	0.0306707	0.0273133	0.0240012	0.0164808	0.0375526	0.0266745	0.0322709	0.0234496	0.02596	0.036844	0.0189849	0.018686	0.0321271	0.0234242	0.0270854	0.0196457
seulement	0.0396327	0.0216275	0.0208759	0.0174525	0.016621	0.0303229	0.0243441	0.0369791	0.0235842	0.0227287	0.019061	0.0169458	0.0164098	0.0172783	0.0176229	0.0278817	0.0376045	0.0619459	0.0608248	0.101574	0.0450766	0.0457259	0.0842712	0.021024	0.0382568	0.0342629	0.0389407	0.026925	0.0341994
pour	0.0321613	0.0339099	0.0257152	0.0230559	0.0211068	0.0319692	0.0136362	0.0110419	0.00850841	0.0163126	0.0130663	0.013199	0.0131606	0.0115527	0.0138699	0.0235427	0.029415	0.04933	0.0595083	0.0463628	0.103719	0.0507468	0.0908134	0.0470605	0.0266554	0.0438175	0.0406273	0.0211881	0.0849474
toi	0.0433818	0.0459886	0.0428663	0.0372857	0.0354403	0.0439566	0.0314917	0.02541	0.0244782	0.0297255	0.0218954	0.019395	0.0164628	0.0147098	0.0170074	0.0209767	0.0301998	0.0336906	0.0273839	0.0255499	0.0451957	0.0391237	0.0432292	0.0376295	0.0341779	0.0574866	0.0416787	0.0457473	0.0684353
même	0.0369177	0.0263123	0.0239378	0.0189668	0.0199194	0.0254035	0.0158385	0.0186482	0.018559	0.0423161	0.0356209	0.043672	0.0277839	0.0293263	0.0219448	0.0303529	0.0328729	0.0276736	0.0277368	0.0237614	0.0398005	0.0422346	0.0474586	0.0339429	0.0412302	0.0602974	0.0460938	0.0572151	0.084162
</S>	0.0389328	0.0283601	0.0153413	0.0120348	0.00812339	0.0144303	0.00740642	0.0188273	0.0132746	0.0171209	0.0206983	0.0257298	0.0222962	0.0228844	0.0231549	0.0407405	0.0405348	0.033789	0.0317678	0.0277465	0.0506786	0.0426082	0.0543498	0.0320623	0.0473225	0.0516458	0.0576777	0.0857697	0.114691
