 	a66	a87	a23	a99	a54	a6	a37	a5	a79	a92	a44	a61	a21	a61	a21	a12	a21	a12	a18	a34	a62	a75	a92	a12	a18	a34	a47	a96	a18	a62	a88	a71	a9	a99	a87	a23	a87	</S>
le	0.0337172	0.0449715	0.0572297	0.0429866	0.0492611	0.100452	0.0799133	0.0849314	0.0371901	0.0235524	0.0144366	0.0111606	0.013304	0.0135497	0.0111627	0.0115781	0.00800144	0.0111582	0.0217212	0.023661	0.0202761	0.02906	0.0218657	0.01486	0.0153619	0.0250232	0.0173819	0.00911804	0.00847213	0.0276142	0.0236949	0.0211108	0.00790123	0.00811118	0.00764673	0.0123172	0.00746302	0.0287827
concert	0.00267702	0.0164729	0.0155073	0.029029	0.0720019	0.161963	0.158106	0.130581	0.0802255	0.0331205	0.0215379	0.0346536	0.0432647	0.0401469	0.0582275	0.0282099	0.0368692	0.00752274	0.00601928	0.00287525	0.00459477	0.00254215	0.00128018	0.0016006	0.00154816	0.00130764	0.000568343	0.000326324	0.000816625	0.000433171	0.000464561	0.000403847	0.000306526	0.000514745	0.000548814	0.00104948	0.00143012	0.00125286
d'	0.0373099	0.0449992	0.0292355	0.0410285	0.0560675	0.0852496	0.1124	0.109536	0.0918583	0.0521142	0.0385316	0.0515184	0.0304315	0.0383212	0.0265573	0.0482477	0.0166472	0.0177794	0.0100043	0.0106085	0.0108524	0.0121336	0.00407091	0.00159911	0.00165267	0.000866119	0.000861504	0.00064418	0.00130312	0.000786664	0.00153359	0.00134473	0.00130108	0.00197142	0.00232246	0.0019194	0.0041113	0.00227989
onzele	0.0641067	0.0286015	0.0282249	0.0169535	0.0113363	0.0192923	0.0196414	0.0175154	0.0210223	0.0366803	0.0301245	0.0200481	0.0154583	0.0241686	0.0175167	0.0225448	0.0193054	0.0304537	0.0194038	0.0287646	0.0340905	0.0355519	0.00957193	0.0111923	0.0124619	0.0113689	0.017265	0.0168561	0.0218849	0.0233259	0.0320971	0.0294148	0.0418412	0.0698853	0.029438	0.0369287	0.055349	0.0203133
s'	0.0255478	0.0129459	0.0101241	0.0109418	0.00795521	0.012691	0.0132809	0.010606	0.0147716	0.0249266	0.0455406	0.0333936	0.0289784	0.0253223	0.0207756	0.0234311	0.0166485	0.0308208	0.0362601	0.0374554	0.0331226	0.051443	0.0155456	0.0162784	0.0137485	0.00887808	0.00901156	0.0103887	0.0145316	0.017359	0.0209525	0.0339257	0.0513317	0.0732802	0.0486373	0.0466922	0.0676746	0.0247815
est	0.0225577	0.014305	0.0120859	0.00979776	0.00932156	0.00806888	0.00854157	0.00456352	0.011745	0.0167782	0.0424667	0.0626986	0.0302122	0.0431348	0.0413616	0.056143	0.0417124	0.0452217	0.0479419	0.034853	0.02694	0.0409878	0.0175846	0.0124511	0.0131506	0.0118334	0.014753	0.0201196	0.0246409	0.0324841	0.034656	0.0339956	0.0335938	0.0338758	0.0260303	0.0224151	0.0248007	0.0121764
produit	0.0287465	0.0173859	0.0126314	0.0119731	0.012289	0.01237	0.0110921	0.00842294	0.00963494	0.0112297	0.0112622	0.012509	0.00478758	0.00911797	0.00899008	0.013684	0.0146605	0.0330026	0.0319517	0.0347972	0.0342292	0.0445432	0.0475922	0.0501725	0.0374363	0.0421306	0.0421392	0.0439649	0.0235705	0.0395908	0.0331241	0.0465054	0.0528329	0.0430201	0.0324194	0.0283237	0.0266639	0.0212025
devant	0.0303798	0.0131177	0.0120071	0.00889959	0.00754151	0.00847919	0.0105791	0.00902211	0.0139116	0.0191893	0.0180069	0.015099	0.00749318	0.0148803	0.0117135	0.0202673	0.0203446	0.0436489	0.0345318	0.0565963	0.053492	0.0691883	0.0536755	0.0579258	0.0518292	0.0468671	0.0374262	0.0239917	0.010852	0.0205857	0.0233375	0.0454919	0.0296239	0.0230707	0.0177011	0.0223137	0.0172068	0.0197123
un	0.0316342	0.0196306	0.0267633	0.0253118	0.0262665	0.0291918	0.0263748	0.0254579	0.0165514	0.0184767	0.017513	0.0177258	0.00803995	0.0155802	0.0130842	0.0228006	0.0191351	0.0330016	0.0277005	0.0259342	0.0240989	0.0257661	0.0330725	0.0354531	0.0205234	0.0213907	0.0275059	0.0271878	0.0207379	0.0342861	0.0367845	0.0467118	0.0363601	0.0359179	0.0281805	0.0328628	0.0349226	0.0320633
public	0.0212903	0.0225599	0.0225419	0.0245564	0.0273184	0.0328172	0.0277573	0.0232247	0.0194653	0.0188142	0.0187287	0.0234815	0.0152228	0.0201466	0.018783	0.0280595	0.0192981	0.0225606	0.0207249	0.0147048	0.0117583	0.0169293	0.0172539	0.0190774	0.0132065	0.014866	0.0172354	0.0182128	0.0125196	0.0204931	0.0279292	0.0554713	0.0466969	0.0584548	0.0483201	0.0570739	0.0445444	0.0579011
