 	a57	a87	a23	a20	a15	a6	a36	a75	a6	a5	a96	a75	a6	a0	a11	a88	a0	a75	a56	a44	a53	a90	a56	a21	a12	a43	a47	a62	a96	a70	a4	a57	a82	a87	a23	a87	</S>
tout	0.0321468	0.0493186	0.0254529	0.0249198	0.0587991	0.0564308	0.0876513	0.0554059	0.0672717	0.0625325	0.0845694	0.040246	0.0243222	0.0202664	0.011704	0.00796848	0.00571715	0.00586689	0.00608604	0.00437798	0.00436283	0.00347107	0.00369756	0.00506704	0.00318401	0.00609346	0.00803327	0.0106192	0.0279072	0.0204999	0.0170666	0.0386108	0.0300757	0.0222275	0.0243357	0.0146429	0.0290514
le	0.00498167	0.00486247	0.0051274	0.00718043	0.014159	0.0324381	0.0398531	0.052898	0.0828821	0.0479972	0.0679859	0.0587014	0.0551623	0.0387746	0.0315535	0.0325856	0.0302819	0.0139437	0.016814	0.0136726	0.0210413	0.0193673	0.0242846	0.0233532	0.0183203	0.0197879	0.0246848	0.0487589	0.0198649	0.0222275	0.0285495	0.0177803	0.0133627	0.0130687	0.0109001	0.0149235	0.00786952
monde	0.00834739	0.00450867	0.00362369	0.00571591	0.0203196	0.042839	0.0512071	0.0757574	0.0675052	0.050258	0.0428552	0.0641977	0.0726931	0.0627832	0.0429331	0.0274322	0.0323473	0.0243427	0.0492469	0.0306981	0.0207814	0.0176583	0.0146243	0.0107746	0.00830721	0.00784851	0.00604861	0.00775247	0.010314	0.0093621	0.0113595	0.0173914	0.0123411	0.0120934	0.0129357	0.0251448	0.0156511
acquiesçait	0.0468359	0.020752	0.0111062	0.0135363	0.0117673	0.0148105	0.0115268	0.0118772	0.0257549	0.0110629	0.0189989	0.0379449	0.0193034	0.0649434	0.0517974	0.0465079	0.072908	0.0453496	0.0262307	0.0236822	0.0367519	0.0316836	0.0376866	0.0253088	0.0202536	0.0133043	0.00692949	0.0228168	0.0061627	0.00702038	0.0167647	0.0121282	0.0230091	0.0296479	0.0286084	0.0417685	0.0534587
à	0.0484446	0.0192355	0.0125015	0.00921899	0.0087879	0.0127881	0.00631809	0.00738543	0.0105937	0.00942112	0.00939719	0.0217025	0.0324141	0.036175	0.0248731	0.0226556	0.0298875	0.0250463	0.0383046	0.0236424	0.0208733	0.0383629	0.0464682	0.0590091	0.0450609	0.0219195	0.0238194	0.0219238	0.0127487	0.0155111	0.0188833	0.0260494	0.0370949	0.0481314	0.0453598	0.0468559	0.0631351
ce	0.0746459	0.0354644	0.0197296	0.0198915	0.0219768	0.033278	0.0166222	0.0218471	0.0190511	0.0276219	0.0115313	0.0291674	0.0111237	0.0366046	0.021556	0.0218811	0.0258575	0.0148516	0.0123992	0.0101684	0.0221899	0.0224904	0.0262367	0.0362092	0.028977	0.0260193	0.0363898	0.0305879	0.0237456	0.0330898	0.0357218	0.0264074	0.0420796	0.0277843	0.034073	0.0304457	0.0322833
qu'	0.0328377	0.0171418	0.0117402	0.0125342	0.0308389	0.0526095	0.0247997	0.0457357	0.0423109	0.0332762	0.017825	0.0294563	0.0241117	0.0466034	0.0343129	0.0299858	0.0493405	0.0274208	0.02728	0.0193925	0.0261876	0.014254	0.0120469	0.0201044	0.0137467	0.0177654	0.0199246	0.0186255	0.0206821	0.0187559	0.017688	0.0298989	0.0285512	0.0343499	0.0223085	0.0308502	0.0447066
il	0.0567436	0.0235333	0.00874836	0.00881147	0.00700422	0.0108145	0.0147416	0.00814525	0.0163313	0.0213167	0.0150204	0.0190426	0.018849	0.0198375	0.0181684	0.0177975	0.00869003	0.0113304	0.00820118	0.00507512	0.00574956	0.0114944	0.0250118	0.0289243	0.0192869	0.0219119	0.0256404	0.0483517	0.0606171	0.0698268	0.0598539	0.0803309	0.0692824	0.0678192	0.0380431	0.0302946	0.0193587
disait	0.0487359	0.0272547	0.0179199	0.0101395	0.00828145	0.00745226	0.00364242	0.00487522	0.00693188	0.00513015	0.00738759	0.0106834	0.00972032	0.00787262	0.00687247	0.00938555	0.0212724	0.00925182	0.00829443	0.00675766	0.0196432	0.0130241	0.0149506	0.0274828	0.0267034	0.031566	0.0534003	0.0583917	0.0426732	0.0444973	0.0447569	0.0593738	0.0583396	0.0632491	0.0698792	0.0764183	0.057789
</S>	0.0306061	0.0319145	0.0189076	0.015091	0.0145491	0.00866068	0.00479284	0.00978599	0.0107834	0.0133563	0.013971	0.0206134	0.0176951	0.0125709	0.0122495	0.0160368	0.0149356	0.015454	0.0135378	0.0139555	0.0143812	0.0119638	0.0136197	0.0204419	0.0180598	0.0196898	0.0171883	0.0221285	0.0336005	0.034733	0.0390503	0.0569505	0.0556693	0.0637422	0.0763668	0.0768229	0.116125
