 	a66	a87	a23	a83	a50	a62	a12	a56	a98	a47	a6	a36	a92	a44	a56	a12	a47	a61	a96	a21	a85	a47	a36	a2	a57	a83	a21	a12	a18	a88	a0	a75	a85	a92	a79	a37	a44	a4	a13	a58	a82	a3	a87	a23	a99	a97	</S>
j'	0.0436282	0.0483339	0.0401907	0.0565993	0.0532132	0.0571232	0.0687547	0.0776585	0.0546709	0.0518646	0.0196822	0.0120229	0.00841075	0.00356904	0.00790278	0.00891499	0.0100505	0.0143549	0.0193405	0.0150214	0.0105247	0.0167002	0.0117198	0.0121801	0.012511	0.0124853	0.0121933	0.00885881	0.0116883	0.0189703	0.0124222	0.0291411	0.0127168	0.01672	0.0121119	0.0114377	0.00645162	0.00751803	0.00787885	0.0115	0.0105669	0.0106872	0.0110636	0.0116588	0.00859865	0.00895637	0.0114313
ai	0.0105791	0.0115419	0.0176714	0.0136411	0.0147609	0.0271718	0.0154572	0.0249842	0.0322507	0.0503894	0.047775	0.0602612	0.05822	0.0520786	0.0394493	0.0221456	0.0357379	0.0268907	0.0181426	0.0158801	0.0199176	0.0160868	0.0206331	0.0172552	0.0172398	0.0144699	0.00709681	0.0100538	0.0110805	0.00403499	0.008049	0.00751333	0.00843974	0.00523297	0.00786636	0.0124265	0.0200256	0.0220702	0.0173242	0.0154732	0.0168916	0.0156465	0.0148084	0.0179166	0.0171298	0.0259206	0.034368
maintenant	0.0158837	0.00877852	0.00771579	0.00553088	0.00502896	0.0083015	0.00829965	0.00657044	0.00779769	0.0121999	0.037374	0.0370197	0.0497773	0.0576991	0.0448042	0.0330704	0.0622309	0.0548914	0.0405412	0.013911	0.0393577	0.0343447	0.0482637	0.0349285	0.0362481	0.0260583	0.0151559	0.0129004	0.01617	0.00989592	0.00982433	0.00663715	0.0126088	0.00474464	0.00586801	0.00712999	0.0124812	0.0162242	0.0165859	0.010826	0.0213789	0.0110284	0.0115567	0.0121766	0.0105445	0.0216288	0.0180066
des	0.0449492	0.0224685	0.00923777	0.0052075	0.00351276	0.0028406	0.00329935	0.00253282	0.00292227	0.00252836	0.00449976	0.0023099	0.00377932	0.00605356	0.00973636	0.022154	0.0223693	0.0351983	0.0530836	0.0411527	0.0327802	0.0286788	0.0305645	0.0354208	0.0417085	0.0413183	0.0447865	0.0445731	0.0338832	0.0597177	0.0382039	0.0429074	0.0273139	0.0206504	0.0112976	0.0125389	0.00903295	0.00913371	0.00732385	0.0125331	0.0213412	0.0161227	0.0117809	0.0246064	0.0147814	0.0209208	0.00624319
calosités	0.060685	0.0385618	0.0150906	0.0065574	0.00413105	0.00339548	0.00513978	0.00267448	0.00227145	0.00275914	0.0065003	0.00350433	0.00662546	0.0131994	0.0142558	0.0318367	0.0292158	0.0490288	0.100409	0.0709664	0.0541396	0.0429571	0.0263673	0.0219947	0.0221751	0.0277619	0.0330651	0.0368202	0.0337124	0.0314015	0.0305282	0.0253707	0.0209437	0.0170981	0.0106935	0.0135203	0.00970293	0.00720708	0.00618357	0.00632504	0.00827597	0.00655233	0.0064336	0.0107043	0.00822679	0.0103209	0.00471005
à	0.0480017	0.0312797	0.0245728	0.0182451	0.0157924	0.011163	0.018417	0.0131889	0.014198	0.0162646	0.0210259	0.0232668	0.0259632	0.0267725	0.0261302	0.0339246	0.0374192	0.0555216	0.0983473	0.0670609	0.0468789	0.020708	0.0177009	0.01458	0.0163346	0.0243406	0.0137584	0.0188999	0.0161795	0.0152586	0.015766	0.0100019	0.00906902	0.00866341	0.00499014	0.00466672	0.00429287	0.00415693	0.00276846	0.00641707	0.00924464	0.00813135	0.0120063	0.0200277	0.0103285	0.0133918	0.0248827
la	0.0375527	0.0328188	0.0288615	0.0207447	0.0205656	0.0163238	0.0148365	0.0120734	0.0117163	0.015011	0.0183854	0.020688	0.0248864	0.0243035	0.0301498	0.0255302	0.0324146	0.0354749	0.0535178	0.0316016	0.0539027	0.0235863	0.0338306	0.0357212	0.0325447	0.0336432	0.030123	0.0265747	0.0213271	0.0149933	0.0116383	0.0121587	0.0125866	0.00997889	0.00921818	0.0109478	0.00700886	0.00609193	0.00432618	0.0107629	0.00869491	0.00960625	0.017477	0.0176399	0.0142341	0.0143084	0.0096177
main	0.075205	0.0579156	0.0365091	0.0184416	0.0160816	0.0131946	0.013957	0.0107504	0.0146488	0.0101903	0.0165712	0.0159421	0.0139059	0.0166285	0.0290645	0.0292787	0.0297936	0.0224597	0.038842	0.0211195	0.0352379	0.0160891	0.0227026	0.0162656	0.0114582	0.0143844	0.010946	0.0142533	0.0191562	0.017346	0.0158331	0.0180522	0.0135146	0.010265	0.00886508	0.0107099	0.00560986	0.0070064	0.00866217	0.0273352	0.0241326	0.0262608	0.0294076	0.0431175	0.0332416	0.0310787	0.00856852
à	0.0554986	0.0333701	0.0263007	0.0202787	0.0183748	0.0176339	0.0206791	0.0178647	0.0364749	0.0393381	0.0356837	0.0376068	0.0321988	0.0267691	0.0415326	0.0371259	0.0301734	0.0275165	0.0412541	0.0255377	0.0376536	0.0132916	0.0207662	0.0127794	0.00874281	0.0105983	0.00513905	0.00496342	0.0074843	0.00545505	0.00685302	0.00762023	0.00588693	0.00425501	0.00513199	0.00381284	0.00324749	0.00521514	0.00652727	0.011246	0.0169825	0.0224951	0.0233081	0.0368552	0.0216111	0.030585	0.0402811
cause	0.0402979	0.0200297	0.0207897	0.00939773	0.0102785	0.00685757	0.00899863	0.00741148	0.0157827	0.0163992	0.0158731	0.0130013	0.0118077	0.0168653	0.0251415	0.029356	0.0293077	0.0325396	0.0501708	0.0330588	0.0425421	0.0190302	0.0245614	0.0152224	0.0137794	0.0153351	0.0105705	0.011587	0.0136246	0.0101576	0.010861	0.0123961	0.0100961	0.00661847	0.00663773	0.00631781	0.00438546	0.0051307	0.00481185	0.0126085	0.0327132	0.0410987	0.042647	0.0678634	0.0396142	0.0612882	0.0451362
