 	a23	a11	a90	a76	a41	a35	a14	a35	a76	a94	a41	a66	a38	a26	a98	a76	a90	a25	a76	a94	a76	a94	a24	a98	a71	a38	a76	a73	a84	a57	a87	</S>
va	0.0431468	0.0608293	0.0504647	0.0950226	0.0640662	0.0612771	0.0345965	0.0348071	0.0394943	0.0227257	0.0149132	0.0135961	0.0100699	0.00945171	0.0092238	0.0105039	0.0155089	0.0162585	0.01727	0.0256895	0.0354515	0.0136929	0.0357233	0.0310791	0.04246	0.03808	0.030674	0.0371808	0.029207	0.0275323	0.0113823	0.0186208
chercher	0.00737228	0.0101889	0.0149365	0.0237047	0.0299929	0.0247039	0.0277779	0.0358876	0.0282676	0.0368927	0.0323403	0.0225203	0.0384811	0.0247598	0.018365	0.0300621	0.0218828	0.0216577	0.0236706	0.0302978	0.0199257	0.0249591	0.0315832	0.042913	0.0444049	0.0571026	0.042508	0.039234	0.0542803	0.041592	0.0541427	0.0435921
l'	0.0265156	0.00954431	0.00603736	0.00415293	0.00704433	0.00439068	0.00385205	0.00471262	0.00646567	0.00909455	0.0146199	0.00770554	0.00842345	0.0076748	0.00466791	0.00530655	0.00301357	0.00437267	0.00313069	0.00292137	0.00287477	0.00411436	0.00627699	0.00920037	0.0160089	0.0361185	0.0931665	0.124432	0.155939	0.0633539	0.155491	0.189377
homme	0.059338	0.0315161	0.0366545	0.0381092	0.0415096	0.0304642	0.0248056	0.012362	0.0195044	0.0150113	0.0154609	0.0171981	0.0140411	0.0298919	0.0278846	0.0365672	0.0401362	0.0335371	0.0327035	0.022371	0.0342178	0.0623407	0.0377936	0.0488085	0.0433338	0.0482053	0.0468725	0.0280002	0.0147879	0.0188561	0.0146003	0.0231166
qui	0.0486779	0.0245698	0.0193886	0.0184405	0.0298684	0.0141169	0.00883519	0.00536567	0.0132577	0.0123732	0.0114647	0.00821779	0.00751977	0.013284	0.011067	0.0260289	0.0359021	0.0228266	0.0266955	0.0153447	0.0265437	0.0225193	0.0277101	0.0289474	0.0390186	0.0408221	0.0613168	0.0459035	0.0579723	0.055172	0.0670115	0.153818
est	0.0540049	0.0241022	0.0145211	0.0110007	0.0125443	0.00942786	0.00692092	0.00551435	0.0134817	0.0181159	0.0131648	0.0102483	0.0100332	0.0117339	0.0091533	0.021596	0.0397135	0.0338831	0.0322221	0.0257469	0.0272276	0.0232993	0.048035	0.0483711	0.0634788	0.0726862	0.0414975	0.0383326	0.0587556	0.0524036	0.0588728	0.0899108
adossé	0.0559191	0.024742	0.0190988	0.0151633	0.0162799	0.0148007	0.0127997	0.0139935	0.0166437	0.0212312	0.0254797	0.0219688	0.0216364	0.0218971	0.0267128	0.0405231	0.0442614	0.0404744	0.055761	0.0204401	0.0364548	0.0169152	0.0254225	0.026712	0.0319329	0.0316633	0.0280948	0.0270338	0.0411067	0.0526112	0.0570847	0.0951415
à	0.0717088	0.0406147	0.0209019	0.0167116	0.015677	0.0128069	0.00957195	0.00817261	0.0205739	0.0260914	0.0139917	0.0106584	0.0128989	0.00662741	0.00797803	0.0193362	0.0344052	0.0595082	0.054591	0.0302022	0.0259147	0.0213222	0.0270686	0.0366087	0.0488497	0.043124	0.0402403	0.0350651	0.0508545	0.0610229	0.0674151	0.0494862
l'	0.027405	0.0182029	0.0114097	0.0105323	0.0127599	0.00892735	0.00598291	0.00466818	0.0115067	0.0131203	0.0118269	0.0122588	0.0115628	0.0124486	0.0119561	0.0131089	0.0154966	0.0184198	0.0165113	0.0205695	0.0191054	0.0150687	0.0361391	0.045752	0.061695	0.0810566	0.0906248	0.0751093	0.0635179	0.0659386	0.0721108	0.105207
arbre	0.0486589	0.0286255	0.0224902	0.0208289	0.0310131	0.0213091	0.0168432	0.0162899	0.0272646	0.0364803	0.0425179	0.0239765	0.0188107	0.0174406	0.0128848	0.011113	0.0154314	0.0286603	0.0240508	0.0184452	0.0175762	0.014874	0.0193926	0.0193199	0.0300309	0.0480475	0.0378775	0.0333325	0.0432861	0.0462715	0.0815219	0.125334
</S>	0.0497114	0.0205732	0.0144589	0.0152119	0.028066	0.0197789	0.0166979	0.0126086	0.0231009	0.0244562	0.0196966	0.00841789	0.00759569	0.00795891	0.00537789	0.00810042	0.0109661	0.0207214	0.0199868	0.0228452	0.0268641	0.0202731	0.0344726	0.0320051	0.0446333	0.0693845	0.0550401	0.0450791	0.053895	0.0476337	0.0710834	0.143305
