 	a66	a87	a23	a83	a37	a43	a0	a31	a41	a5	a12	a43	a75	a85	a5	a36	a85	a79	a92	a25	a56	a75	a47	a36	a2	a57	a87	a23	a99	a2	</S>
un	0.0845917	0.144884	0.151894	0.0639241	0.0417165	0.0272647	0.0241779	0.0146015	0.0109305	0.0104125	0.00930172	0.00972792	0.00919097	0.0152027	0.0142675	0.0114578	0.0255509	0.0134189	0.0308203	0.0391882	0.0179063	0.0237709	0.0168949	0.0374053	0.0217192	0.0132637	0.0182921	0.0181306	0.0185827	0.0169536	0.0445567
oiseau	0.0117942	0.0174695	0.0391757	0.0244802	0.019208	0.0146433	0.0178604	0.0652972	0.0532608	0.0604677	0.032035	0.0524138	0.0722618	0.0779405	0.137939	0.0880247	0.0476974	0.0695303	0.0256826	0.0255847	0.013195	0.00859929	0.0019927	0.00615876	0.00139295	0.00111112	0.0037515	0.00258821	0.00180911	0.0035093	0.00312489
est	0.0616221	0.0356142	0.0799792	0.0791287	0.0779383	0.128793	0.10209	0.0838371	0.0479217	0.0176027	0.0138463	0.0115882	0.0140085	0.0114697	0.00679323	0.00362562	0.00245023	0.00322097	0.00555871	0.00525363	0.00761865	0.0107331	0.0113672	0.0245325	0.0133912	0.0170285	0.0256848	0.02648	0.0209824	0.0359172	0.0139222
perché	0.0176633	0.0157337	0.0138584	0.0110267	0.0120697	0.00663685	0.0128956	0.00998813	0.0246042	0.0314858	0.0280334	0.0459523	0.0385963	0.0228181	0.0298418	0.0250202	0.025468	0.0406467	0.0310987	0.0371751	0.0538862	0.0480535	0.0579727	0.0370016	0.0491064	0.0419678	0.0404753	0.0528359	0.0522934	0.0393881	0.046406
sur	0.0442172	0.0199756	0.0198482	0.0129597	0.00755918	0.00577193	0.0051215	0.00838613	0.00687509	0.00356947	0.00187705	0.00236356	0.00269901	0.00539598	0.00392116	0.00376318	0.00860858	0.00576991	0.0182023	0.0150534	0.0278412	0.04557	0.0467648	0.0521288	0.0687658	0.088489	0.0477559	0.073157	0.084565	0.0783201	0.184704
la	0.0629331	0.0432395	0.056174	0.061879	0.0421462	0.0459189	0.0288594	0.0664843	0.0565203	0.039819	0.0401527	0.0256243	0.0232835	0.0217042	0.0228485	0.0115078	0.0262374	0.014569	0.0160321	0.015148	0.0148068	0.0211764	0.0219032	0.0241478	0.0234482	0.0343866	0.0215691	0.0250339	0.0303432	0.0265978	0.0355061
branche	0.0635239	0.0383225	0.0489808	0.0433329	0.0609608	0.0408974	0.030317	0.0886605	0.0511368	0.0257539	0.0295594	0.0142649	0.0212283	0.0133347	0.00926112	0.00645633	0.0119932	0.0232346	0.0344982	0.0366899	0.0379898	0.0535502	0.0466477	0.0350837	0.0367	0.0217289	0.0179228	0.0182742	0.0160506	0.0120816	0.0115635
du	0.172826	0.188674	0.117146	0.0528273	0.0519185	0.019324	0.0162148	0.0263504	0.0167962	0.0045954	0.00895083	0.0029615	0.00861739	0.0248999	0.0235969	0.0207275	0.0313945	0.0124612	0.0150111	0.0155009	0.0067854	0.0185563	0.0136556	0.015248	0.0189005	0.0112804	0.0106687	0.0168916	0.0125101	0.017464	0.0272456
safoutier	0.0385508	0.06809	0.0564685	0.02966	0.0381541	0.0236121	0.0244182	0.0473769	0.051461	0.0402646	0.073899	0.03573	0.0652537	0.0360974	0.0293234	0.0357163	0.0518716	0.0571644	0.0528934	0.0133741	0.0363384	0.0232418	0.00714783	0.0209956	0.00833004	0.00649388	0.00791342	0.00452709	0.00452656	0.00603062	0.00507516
</S>	0.0720193	0.0869005	0.0604603	0.0241569	0.0174853	0.0115468	0.01141	0.0169237	0.0185362	0.0087305	0.00736322	0.00465251	0.00387052	0.00728535	0.00621	0.00451107	0.00752329	0.00466877	0.0125219	0.0178435	0.019176	0.0235038	0.0243881	0.0295051	0.042757	0.0335269	0.0452506	0.060769	0.0605941	0.0719623	0.183947
