 	a66	a87	a23	a87	a23	a54	a36	a0	a75	a37	a92	a79	a56	a98	a47	a15	a7	a2	a44	a34	a75	a47	a36	a2	a26	a70	a66	a9	a99	a87	a23	a87	</S>
ma	0.0556251	0.0985783	0.0792742	0.0658928	0.0652096	0.0756867	0.0901132	0.0594403	0.0294409	0.0196383	0.0132996	0.0125016	0.0101049	0.0141519	0.00669715	0.00731474	0.00579208	0.00951309	0.00482224	0.00404347	0.0048523	0.00745684	0.0162383	0.0214404	0.0296255	0.0209811	0.0190761	0.0246931	0.0208134	0.0167481	0.0252579	0.0197278	0.0459489
femme	0.00339287	0.00773758	0.0153621	0.0233486	0.0917355	0.136716	0.114247	0.0761627	0.0315997	0.0768613	0.0848544	0.0933749	0.0605036	0.0527631	0.0210185	0.0203192	0.01087	0.0115462	0.00594735	0.0119112	0.0178518	0.00622989	0.00432505	0.00163841	0.00411545	0.00259465	0.00205354	0.0014205	0.00208967	0.0013126	0.00161102	0.00382216	0.000664488
est	0.0438463	0.0325275	0.031382	0.0421355	0.0390325	0.0505195	0.0418378	0.057388	0.0717602	0.0634344	0.0636272	0.0465434	0.0379189	0.0291863	0.0212378	0.015451	0.0141487	0.0158144	0.02367	0.0205224	0.0170779	0.0246044	0.0246646	0.0147071	0.0145984	0.0154087	0.0209184	0.0139913	0.0132206	0.0177257	0.0218385	0.0338427	0.0054181
en	0.00339058	0.00287408	0.00252951	0.00298561	0.00192731	0.00150848	0.000882582	0.00116921	0.00273919	0.00468394	0.00652177	0.0311597	0.0501088	0.0465802	0.108728	0.147815	0.112609	0.0996429	0.0988356	0.0902215	0.0504652	0.0329839	0.0177453	0.0196004	0.0132939	0.00940542	0.00942823	0.00772812	0.00588459	0.00345071	0.00386541	0.0037215	0.0055149
train	0.0161409	0.0266378	0.0158066	0.0212781	0.0165551	0.0145524	0.0148896	0.0128321	0.0183318	0.0146781	0.01374	0.0281144	0.0416848	0.0444175	0.055433	0.0872072	0.0770795	0.0916362	0.0717159	0.051338	0.0510883	0.0243354	0.0242956	0.02453	0.0204639	0.0148678	0.0250194	0.0234979	0.0163255	0.0113098	0.0115986	0.00881991	0.0097787
de	0.0341705	0.0358811	0.0190124	0.0226125	0.0181282	0.0237031	0.0239614	0.0413602	0.0477127	0.0709775	0.057193	0.0426165	0.040414	0.0286372	0.00910616	0.00582341	0.00440386	0.0036683	0.00317626	0.00393474	0.00215708	0.00728539	0.024046	0.0195317	0.0229794	0.0110703	0.0253022	0.0273729	0.0591001	0.0699586	0.0619883	0.0606576	0.0720574
réchauffer	0.0269316	0.0273044	0.0170617	0.019676	0.0142562	0.0133449	0.0200546	0.0202827	0.0280087	0.040859	0.0434044	0.0821892	0.0704862	0.114862	0.0738844	0.103628	0.0701792	0.0521036	0.0274885	0.0216792	0.00815729	0.0101218	0.0128405	0.00560217	0.00401867	0.00305271	0.00492732	0.00399847	0.00797737	0.0130419	0.0115062	0.0140851	0.0129861
le	0.0653689	0.0314217	0.0202209	0.013449	0.00715826	0.0043877	0.00429489	0.00554206	0.00557566	0.00567764	0.00675193	0.0122279	0.0193999	0.0221209	0.0163329	0.0192913	0.0178933	0.0209422	0.0224528	0.0298396	0.0244347	0.0409294	0.0444271	0.0333618	0.0305123	0.0356177	0.0579596	0.0488558	0.0676323	0.0756091	0.0511754	0.0592885	0.0798471
repas	0.038313	0.0255464	0.0157972	0.0142914	0.00733512	0.00615596	0.0065927	0.0121223	0.0114065	0.0323513	0.0285156	0.0202576	0.0295893	0.0353992	0.0180966	0.0268865	0.0209966	0.0257434	0.018544	0.0247123	0.0118181	0.0212199	0.0494511	0.0369991	0.0328412	0.0257419	0.0371007	0.038126	0.0601392	0.0708265	0.059413	0.0666319	0.071038
</S>	0.0477547	0.0336361	0.0194299	0.0151394	0.00951409	0.00673629	0.00563631	0.00650473	0.00731122	0.00997005	0.0115318	0.0144275	0.0194715	0.0258649	0.00991587	0.0112231	0.00983827	0.0109948	0.0121739	0.0169307	0.00788681	0.0119557	0.0384007	0.0381365	0.0495774	0.0343358	0.0595773	0.0714205	0.0800312	0.0769244	0.0708874	0.0691378	0.0877232
