 	a66	a87	a23	a13	a53	a15	a20	a98	a47	a6	a75	a79	a44	a93	a4	a90	a56	a93	a4	a58	a38	a62	a0	a10	a87	a23	a87	a30	a10	a87	a23	a30	</S>
leur	0.0191827	0.0279872	0.0382992	0.0385055	0.035964	0.0552455	0.0413683	0.035713	0.0376983	0.0332962	0.0487188	0.0266155	0.0236405	0.0290071	0.0279543	0.0237802	0.0160699	0.0134481	0.00693659	0.0067454	0.0113467	0.0193092	0.0300126	0.0296256	0.0290931	0.0291736	0.035143	0.0413915	0.0308565	0.0293327	0.0428358	0.0373984	0.0483048
mère	0.00326066	0.00361144	0.00360304	0.00753611	0.0137436	0.0150193	0.0488487	0.0871004	0.123549	0.0735485	0.115464	0.117671	0.0820343	0.0342391	0.012535	0.0180569	0.026668	0.011404	0.0137634	0.0216794	0.0182477	0.0160193	0.0142083	0.0105432	0.00749457	0.00743709	0.0110766	0.0100277	0.0154608	0.0159944	0.0184887	0.0132904	0.00837524
était	0.0208381	0.0160746	0.0187079	0.0236763	0.0248233	0.0190497	0.0231437	0.0264623	0.0386681	0.0502172	0.0405722	0.0571255	0.049391	0.0677171	0.0254876	0.022683	0.0157584	0.0111417	0.033747	0.0335787	0.0218284	0.0159041	0.0133027	0.0161941	0.0204921	0.0245366	0.0350182	0.0472105	0.0435044	0.0481592	0.0444966	0.0326137	0.0178761
une	0.0573697	0.0385255	0.0332086	0.0236774	0.0366842	0.0107658	0.00461532	0.00421698	0.0108853	0.0121413	0.016481	0.0129899	0.0231985	0.0285658	0.0341947	0.0790832	0.087663	0.0748167	0.0526276	0.050986	0.041871	0.0322854	0.021846	0.0208008	0.0228114	0.0242917	0.0283994	0.0170447	0.0255712	0.0233583	0.0118949	0.0114365	0.0256921
belle	0.0523217	0.0467877	0.0584455	0.0431796	0.0352846	0.0264191	0.031991	0.0162747	0.0094516	0.00557266	0.00768955	0.0138546	0.017965	0.0293905	0.0383618	0.0219903	0.0302637	0.0259015	0.018197	0.0167009	0.0145073	0.0180051	0.021489	0.027947	0.0279183	0.0260368	0.0374175	0.0278944	0.0486858	0.0517199	0.0526078	0.0555254	0.0442024
femme	0.0231435	0.0136253	0.0179828	0.013967	0.0097931	0.00961418	0.0177393	0.0263983	0.0133376	0.00846166	0.0178215	0.0318171	0.0354692	0.0352337	0.0416876	0.0166644	0.0212949	0.0175621	0.021558	0.0301672	0.0289644	0.03353	0.0425589	0.044513	0.0423193	0.0359438	0.044332	0.0389273	0.042937	0.0564219	0.0553088	0.0555781	0.0553273
de	0.012234	0.00943103	0.0087705	0.00817895	0.00778805	0.00915201	0.0181246	0.0211221	0.0175869	0.0420004	0.0570633	0.053456	0.0435262	0.0331448	0.0192554	0.0120285	0.012479	0.010758	0.00896152	0.0120031	0.0134842	0.0208075	0.0322712	0.0363213	0.0367637	0.0411902	0.0535154	0.0410973	0.0509156	0.0688013	0.0677396	0.0560488	0.0639795
teint	0.0596902	0.0359492	0.0230398	0.0231306	0.0232939	0.0278724	0.0280965	0.0580707	0.0334998	0.0200037	0.0277551	0.0380517	0.0249384	0.0144261	0.0103119	0.0080407	0.014626	0.00944131	0.00731283	0.0143898	0.0164138	0.0175561	0.025324	0.0191877	0.0235566	0.0241399	0.0323828	0.0346014	0.0416047	0.0466451	0.0657709	0.0563781	0.0944983
brun	0.0378235	0.031399	0.027644	0.0235638	0.0325929	0.0224101	0.0215677	0.0285243	0.0177505	0.0113561	0.0161211	0.0153245	0.0141382	0.00941712	0.0070855	0.00821435	0.014745	0.00897867	0.0070125	0.0169887	0.0304824	0.0315734	0.0468838	0.0510702	0.0456199	0.0563573	0.0478129	0.0647595	0.0495794	0.0496634	0.042774	0.043494	0.0672721
</S>	0.0511659	0.0369578	0.0268909	0.0284295	0.0245052	0.0304412	0.0266171	0.0403273	0.0324758	0.0161731	0.0280923	0.0168949	0.0157687	0.0109743	0.00843574	0.0101934	0.0131781	0.0111757	0.0102617	0.0195222	0.0251005	0.0303523	0.0522279	0.0235711	0.0215074	0.023975	0.0270049	0.0349427	0.0305263	0.0464328	0.0553101	0.0648325	0.105736
