 	a85	a87	a79	a90	a13	a53	a90	a25	a44	a90	a25	a98	a44	a15	a94	a96	a21	a18	a11	a21	a12	a88	a25	a87	a23	a87	a23	a87	</S>
le	0.0424444	0.0521719	0.0494048	0.0407855	0.0238732	0.0199375	0.0153044	0.0149472	0.0121587	0.0199629	0.0176961	0.0189231	0.017268	0.0219336	0.0143832	0.00972569	0.0181268	0.0162337	0.00818525	0.0371041	0.068765	0.0547658	0.0667889	0.0700615	0.0469414	0.0389939	0.0564681	0.0396268	0.0870184
forgeron	0.0133512	0.0306042	0.0447505	0.0344141	0.0349274	0.0692617	0.103168	0.124348	0.0601071	0.104046	0.0711421	0.0604107	0.042751	0.0242474	0.0277324	0.0255186	0.034514	0.0275917	0.0207268	0.0153404	0.00484543	0.00343906	0.00513257	0.00338607	0.00177922	0.00179184	0.00323978	0.00510694	0.00232581
est	0.038266	0.0243655	0.0261153	0.0292562	0.0330309	0.0396276	0.0734063	0.0695666	0.104629	0.104151	0.0956155	0.0676963	0.0748308	0.0416511	0.0391292	0.0234171	0.0382868	0.0188557	0.0097396	0.00404074	0.00106611	0.00157977	0.00631843	0.00816106	0.00355989	0.00818769	0.00276744	0.0110551	0.0016276
en	0.0114321	0.00379874	0.00420372	0.00410609	0.0070944	0.00855428	0.0101471	0.00926653	0.0104307	0.0161287	0.0128329	0.0205257	0.055271	0.105332	0.0908964	0.100287	0.104784	0.0652501	0.0870838	0.0832781	0.0257669	0.0226191	0.022304	0.0181879	0.028433	0.0174218	0.0185269	0.0167106	0.019326
train	0.0103278	0.00905578	0.00683857	0.00636629	0.00633281	0.00287455	0.00279381	0.00372537	0.00902499	0.0124151	0.0373018	0.0632281	0.100048	0.171424	0.154882	0.104079	0.101025	0.066766	0.0396737	0.0230123	0.00961704	0.0081696	0.00749246	0.0067834	0.00519738	0.00729473	0.00604778	0.00857748	0.0096261
de	0.0336179	0.0122517	0.00827469	0.0209453	0.0124913	0.0262987	0.0181853	0.020958	0.0166246	0.0135172	0.0145855	0.0134581	0.0154225	0.0092719	0.0168759	0.0138196	0.0372934	0.0329287	0.0170051	0.0315718	0.0406369	0.0428798	0.0539256	0.0522742	0.0647165	0.108926	0.0775531	0.100018	0.0736729
fabriquer	0.0396051	0.027782	0.0284683	0.0259394	0.0345316	0.0368735	0.0514468	0.0682432	0.0391956	0.0955501	0.0825634	0.0721461	0.0395106	0.0544352	0.0343862	0.0264508	0.0267651	0.024355	0.0135128	0.0219223	0.0264981	0.0200507	0.0169636	0.0135216	0.0140727	0.019857	0.0137438	0.0166814	0.0149281
une	0.0480816	0.0234524	0.0211436	0.0190318	0.0236056	0.0448515	0.0540375	0.0343306	0.0292069	0.0387862	0.0195401	0.0276751	0.0304705	0.0257351	0.0184416	0.014197	0.0236193	0.0163952	0.0196933	0.0290297	0.0375415	0.055654	0.0454863	0.0378764	0.0377712	0.0636588	0.0387631	0.0574925	0.0644315
houe	0.039345	0.0209298	0.016671	0.0194121	0.0195224	0.0189204	0.00937884	0.00559692	0.00900823	0.00841577	0.00866926	0.0192887	0.0332897	0.0400402	0.0304808	0.0180031	0.0275851	0.0224894	0.021893	0.0331727	0.0403371	0.05554	0.0493879	0.0542758	0.0570153	0.0913639	0.0656557	0.0849844	0.0793271
</S>	0.0638798	0.0487242	0.033495	0.0394902	0.0262303	0.034666	0.0301462	0.013353	0.0186481	0.0147521	0.0120397	0.0126594	0.00986945	0.0125949	0.0104067	0.00695567	0.0109069	0.0088328	0.0123838	0.0243021	0.034083	0.0423361	0.0454724	0.0412795	0.0526277	0.0774817	0.072231	0.0677604	0.122392
