 	a57	a75	a79	a98	a92	a43	a61	a11	a90	a25	a85	a6	a0	a75	a92	a37	a79	a36	a37	a96	a88	a71	a53	a4	a57	a82	a97	a10	a97	a99	a97	a99	a97	a99	a97	a99	a97	</S>
ma	0.0507537	0.0575655	0.0473732	0.0564553	0.0882899	0.0382649	0.02791	0.0437857	0.0297606	0.0208355	0.0134645	0.00961677	0.00449891	0.00412305	0.00450927	0.00429791	0.00475509	0.00504628	0.0088564	0.00698379	0.0095077	0.0279202	0.0264373	0.0311262	0.0241882	0.028753	0.0219242	0.0253253	0.0275449	0.022289	0.026363	0.0212114	0.0214686	0.0256091	0.0309925	0.0334845	0.0267814	0.0419268
femme	0.00513252	0.011589	0.0169007	0.0572229	0.0536163	0.0521389	0.0648013	0.0813762	0.0800382	0.0815099	0.0634584	0.0509787	0.0342849	0.0217951	0.0132587	0.0150553	0.0312413	0.0305888	0.0470463	0.0234004	0.0117165	0.0113722	0.0219415	0.0123071	0.0104788	0.0124563	0.0142692	0.00491878	0.00622724	0.0070171	0.00855322	0.0088704	0.00425984	0.00423625	0.00242699	0.00712681	0.00372842	0.0126595
est	0.0540019	0.0217077	0.0339898	0.0356341	0.0408945	0.0615049	0.0582871	0.0428898	0.0387101	0.0261373	0.0172457	0.022613	0.0389867	0.0397911	0.0588261	0.0795796	0.0696746	0.039317	0.0233828	0.0150124	0.0094079	0.0100536	0.0113502	0.0131899	0.0102141	0.00655596	0.0101619	0.00671213	0.00787209	0.00735865	0.00942405	0.00966345	0.00825241	0.0106243	0.0069094	0.0109477	0.015991	0.0171251
en	0.00614544	0.00424816	0.00518152	0.00361545	0.00233337	0.00273815	0.00218054	0.00231555	0.00329114	0.00461019	0.0085804	0.00739138	0.0289529	0.0619566	0.107053	0.129298	0.16907	0.147059	0.120571	0.0494028	0.0176737	0.0153931	0.00740631	0.0044557	0.0058952	0.00323604	0.00697807	0.00333538	0.00706125	0.00525883	0.00798226	0.0105791	0.00980299	0.00799455	0.00793253	0.00426374	0.00443118	0.00432513
train	0.00963311	0.0154329	0.0165959	0.0146347	0.0128245	0.00921841	0.00709974	0.00790585	0.00695463	0.00615504	0.0100894	0.00835233	0.0117731	0.016886	0.0531283	0.071636	0.116056	0.147526	0.134649	0.0983746	0.0586907	0.0370186	0.010884	0.009843	0.00876305	0.00511336	0.00508963	0.00752942	0.00934151	0.00687264	0.0150561	0.00962798	0.0113359	0.00736159	0.00785078	0.00477942	0.00437879	0.00553773
de	0.0389232	0.0315144	0.0215538	0.0166874	0.025406	0.0169014	0.0141607	0.0118966	0.0105328	0.0117722	0.0152353	0.0197614	0.0207304	0.021846	0.0156205	0.0162052	0.0195794	0.0180896	0.0114852	0.0147764	0.0360204	0.0197409	0.0274389	0.0185336	0.0197669	0.0359089	0.0163881	0.0143737	0.0185997	0.0206454	0.0282172	0.0310141	0.052281	0.0555458	0.066845	0.0470431	0.0610781	0.0578815
soulever	0.0385793	0.0348363	0.0432094	0.0444983	0.0453631	0.0345556	0.0296312	0.0336073	0.0353072	0.0343464	0.0296339	0.0480412	0.0449907	0.0426743	0.0365954	0.0461961	0.0571542	0.0812312	0.0483665	0.0217151	0.0250359	0.0191361	0.0171842	0.0140909	0.0142902	0.0124985	0.00825052	0.00457722	0.00451759	0.00356191	0.00529692	0.00600088	0.00528063	0.00469475	0.00643817	0.00486562	0.00544318	0.00830404
un	0.0433121	0.0225492	0.0404674	0.038561	0.0392702	0.0484098	0.0395984	0.0344411	0.0370017	0.0333588	0.0307664	0.0377869	0.0500915	0.0463589	0.0334649	0.02693	0.0293301	0.0336744	0.0330268	0.0225514	0.0198342	0.0166399	0.00889004	0.0101164	0.0100395	0.00677446	0.00647894	0.00483847	0.00614348	0.00605629	0.0100977	0.0122359	0.0205965	0.01727	0.0199179	0.0188806	0.0213215	0.0629171
panier	0.0317002	0.0222909	0.0257909	0.023356	0.0255335	0.0274193	0.0187162	0.0116573	0.0128042	0.0154023	0.0188276	0.0220096	0.0326674	0.0289196	0.0246091	0.0215125	0.0260987	0.0322953	0.0282715	0.0344566	0.0335619	0.0200647	0.0157413	0.0206077	0.0220653	0.0192964	0.0109729	0.0159961	0.0145812	0.0192257	0.0292869	0.0355042	0.0509319	0.0491697	0.051203	0.0364149	0.0335139	0.0375237
de	0.05482	0.0383911	0.0310539	0.0265514	0.0236421	0.022507	0.0176103	0.0197738	0.0157536	0.0145762	0.0111324	0.0154939	0.00933984	0.00748643	0.0130146	0.0121253	0.0142905	0.0137986	0.0126407	0.0151539	0.0145885	0.0142086	0.0241653	0.0175279	0.0236407	0.0263535	0.0146827	0.0173629	0.0213311	0.0234668	0.0232202	0.0346592	0.0424439	0.0467186	0.0673754	0.0547412	0.060765	0.0835927
