 	a23	a87	a10	a40	a30	a37	a24	a66	a76	a94	a35	a41	a66	a75	a41	a35	a14	a35	a98	a75	a26	a24	a9	a87	a23	a38	a76	a94	a11	a75	a41	a32	a25	a10	a24	a9	a87	a23	a87	a23	a87	</S>
on	0.089798	0.0943033	0.08621	0.0681293	0.0788541	0.0616185	0.0360017	0.0545116	0.03715	0.0373171	0.0300345	0.0326502	0.0242922	0.0142157	0.00962436	0.0108845	0.00662216	0.00947208	0.0074918	0.00529409	0.0049418	0.00388387	0.00516093	0.0034936	0.00377871	0.00532053	0.00648441	0.00546284	0.00581209	0.0067849	0.00856712	0.00713091	0.00903292	0.011602	0.0132323	0.0106652	0.011323	0.012586	0.0117332	0.0109281	0.0115224	0.0360778
a	0.00778609	0.00763345	0.00954024	0.010163	0.024014	0.0187721	0.0105931	0.0185824	0.013395	0.0140962	0.0143723	0.0221264	0.0188217	0.0287646	0.0277523	0.0479467	0.0418253	0.0479531	0.045724	0.0289257	0.0383214	0.0314653	0.0284226	0.0264096	0.0293732	0.0264413	0.0261932	0.0229251	0.0223661	0.0304463	0.026693	0.0214955	0.0121277	0.0157881	0.0137584	0.0226123	0.0253678	0.0203325	0.0269593	0.0283809	0.0237652	0.0215673
fabriqué	0.0201079	0.0121166	0.0141816	0.00548525	0.00649954	0.00756033	0.00728601	0.011554	0.00984894	0.0108585	0.0152556	0.0119179	0.0100663	0.0132785	0.0207954	0.0233626	0.0164763	0.0183708	0.0331942	0.0178752	0.0134831	0.00951697	0.0102816	0.00942815	0.0105295	0.0111235	0.0103048	0.0122035	0.0240875	0.0156872	0.0216034	0.0175054	0.0278932	0.0393424	0.0338299	0.0741349	0.0534867	0.0581434	0.0545738	0.0840479	0.0494838	0.0732181
beaucoup	0.0280071	0.0284581	0.0252102	0.0163454	0.0140904	0.0199962	0.0121253	0.0125816	0.0113295	0.0184516	0.0148728	0.0272391	0.0258245	0.0274442	0.02357	0.0240784	0.0285421	0.0176606	0.0251534	0.0341756	0.0463174	0.046404	0.0475792	0.0290879	0.0331987	0.0368436	0.035088	0.0377552	0.0273045	0.036356	0.0322137	0.0314173	0.0252094	0.014543	0.013754	0.0134894	0.0112786	0.0114935	0.0133048	0.00827082	0.00549982	0.00843479
d'	0.0268822	0.0250815	0.0267219	0.023646	0.0170783	0.0101478	0.00558737	0.0114651	0.0123829	0.0251878	0.0114121	0.0275042	0.0237005	0.0168048	0.0161576	0.0175589	0.0222672	0.017225	0.0320626	0.0206322	0.0335533	0.0377768	0.0362528	0.0187909	0.0314144	0.0260968	0.0224155	0.0238801	0.0139443	0.0213668	0.028009	0.0252847	0.0255377	0.0228722	0.0223902	0.0267543	0.0369142	0.0354534	0.0379193	0.0310445	0.0247565	0.0280662
alcool	0.0539361	0.0497106	0.045295	0.0295788	0.0207084	0.0255838	0.0168017	0.0318912	0.0310686	0.0268844	0.0225173	0.0243918	0.0258725	0.0361701	0.0220055	0.0235803	0.0188475	0.0104095	0.0152048	0.00786975	0.0219061	0.0141721	0.0222957	0.00784534	0.00997175	0.0124626	0.0122462	0.0131166	0.0115574	0.0111033	0.0175144	0.0166569	0.0185475	0.0162073	0.0172117	0.0224029	0.0275165	0.0334244	0.0381394	0.0361325	0.0314007	0.0498414
de	0.08021	0.051675	0.0316423	0.0175267	0.0108202	0.00706338	0.00649784	0.00939958	0.00955957	0.00873826	0.00911216	0.0104145	0.00915117	0.0156557	0.0112542	0.0116958	0.00979308	0.00531431	0.00764457	0.00644422	0.0142574	0.0114817	0.0173041	0.00713797	0.0084271	0.00902396	0.0128517	0.0125777	0.0134052	0.019165	0.0260601	0.0135255	0.0202403	0.0205919	0.0202938	0.0354763	0.0513361	0.0697458	0.0718414	0.0825955	0.0662407	0.0668082
maïs	0.0352076	0.0168715	0.0106256	0.00402854	0.00424976	0.00266799	0.001849	0.00406558	0.00281209	0.00585612	0.00596639	0.0114822	0.0128551	0.0118212	0.0193934	0.0196349	0.0168101	0.0196141	0.0265552	0.0202504	0.0253868	0.0154169	0.0209371	0.0172752	0.0129745	0.017612	0.0224523	0.0135234	0.0218479	0.0103468	0.0227615	0.0169137	0.0319941	0.0329339	0.0346798	0.0525674	0.0543065	0.0623841	0.0618317	0.0797993	0.0540669	0.0653713
pour	0.0883587	0.0447188	0.0230612	0.00666024	0.00492204	0.00249218	0.00112144	0.00449737	0.00364262	0.00344691	0.00340129	0.0061677	0.00666985	0.00946352	0.00670805	0.00611239	0.00434826	0.00312558	0.00503505	0.00215448	0.00880488	0.00491593	0.00946528	0.00328648	0.00693158	0.0133776	0.0120172	0.0084732	0.00942928	0.0149523	0.0317931	0.0211753	0.037121	0.0447227	0.0412605	0.0526094	0.0576008	0.0659566	0.0630467	0.0771769	0.0630383	0.116737
le	0.0494093	0.0308366	0.015605	0.00565539	0.0047444	0.00353025	0.00279308	0.00684585	0.00418617	0.00436462	0.00411132	0.00599208	0.00777223	0.00602614	0.00833216	0.00864226	0.00463162	0.0037072	0.00572202	0.00318114	0.00304162	0.00148424	0.00196908	0.00190774	0.00283705	0.00741383	0.00631166	0.00700488	0.0111572	0.014505	0.0300425	0.0164744	0.0296133	0.0388642	0.0329678	0.0437358	0.0563419	0.0563259	0.0585264	0.0802481	0.0627088	0.25043
