 	a66	a82	a10	a82	a53	a15	a92	a21	a61	a75	a21	a5	a37	a98	a85	a5	a12	a43	a25	a44	a25	a56	a94	a75	a96	a75	a61	a56	a75	a41	a92	a75	a21	a61	a47	a88	a62	a88	a71	a9	a82	</S>
c'	0.0306403	0.0273039	0.0301656	0.0260912	0.0415341	0.0975899	0.0718982	0.0709676	0.0533086	0.0305078	0.0334054	0.0182676	0.0147278	0.0217977	0.0225386	0.0159253	0.0184709	0.0192417	0.0132971	0.01412	0.0172787	0.0186286	0.0171978	0.0237686	0.0240548	0.0263977	0.0298325	0.0185105	0.0105073	0.0118477	0.00795838	0.0088684	0.00959308	0.0104661	0.00989531	0.0102838	0.00642353	0.00957161	0.0111313	0.0091008	0.01116	0.0257239
est	0.0145702	0.0176579	0.017395	0.0155762	0.0155405	0.0222926	0.02307	0.0249325	0.025901	0.0239916	0.0219969	0.0108727	0.00925106	0.0189681	0.0150343	0.0155593	0.012722	0.0161095	0.0148061	0.0151988	0.0141633	0.0079478	0.00930452	0.0108842	0.0153706	0.0129504	0.0147437	0.0249447	0.0272912	0.0231653	0.0263366	0.0346462	0.0408493	0.0394446	0.0427523	0.0480324	0.0484407	0.0555123	0.0451922	0.034275	0.0444126	0.0278936
lui	0.0555216	0.0476566	0.0517155	0.0533266	0.0345725	0.0296593	0.032495	0.0172628	0.0226131	0.0324482	0.0290027	0.0179859	0.0263755	0.0209586	0.0206135	0.0244685	0.0157547	0.0174453	0.0170433	0.020321	0.0177732	0.0141992	0.014846	0.0157123	0.020764	0.0110122	0.0118904	0.0107033	0.012383	0.00828922	0.0133315	0.0108756	0.015141	0.0140579	0.0167085	0.0166541	0.0264749	0.0291121	0.0384888	0.0285196	0.0301008	0.0357222
qui	0.0113595	0.0052461	0.0050475	0.00685627	0.00534774	0.00646021	0.0069979	0.00562396	0.00642426	0.0114866	0.0149773	0.0107981	0.0142919	0.0123833	0.0152997	0.020751	0.0515294	0.046164	0.059196	0.0733322	0.0648024	0.0409927	0.0466061	0.034124	0.0499373	0.0374228	0.0360937	0.0214452	0.0290855	0.0302134	0.0168262	0.0192384	0.0137804	0.0121763	0.0116314	0.014112	0.0203407	0.0222105	0.0334921	0.0225008	0.0253564	0.00803872
a	0.0210709	0.00751223	0.00568853	0.00606374	0.00342612	0.00399469	0.00522002	0.00524951	0.00636736	0.0148676	0.0210051	0.0162015	0.0186851	0.0192073	0.032473	0.0570221	0.044913	0.0244984	0.0276316	0.0376455	0.028799	0.0222726	0.0336098	0.0317487	0.040102	0.0231329	0.0293611	0.0299714	0.0488262	0.0379528	0.0410543	0.0439839	0.0470504	0.0255492	0.0255929	0.0165475	0.0238821	0.0142865	0.0149347	0.0165171	0.0201283	0.00595322
embourbé	0.0214886	0.0121657	0.0154014	0.0176463	0.0266905	0.040095	0.0397237	0.0224878	0.0271128	0.0332645	0.0272352	0.0130972	0.0143627	0.0100907	0.0182466	0.0368464	0.037201	0.0517848	0.0522974	0.0595726	0.0600478	0.0623735	0.0515789	0.0523639	0.0414647	0.0263658	0.0287026	0.0116383	0.0216311	0.0117538	0.00780704	0.00686742	0.00731408	0.00339079	0.00313159	0.00234864	0.00312914	0.00251204	0.00433667	0.00444043	0.00617294	0.003818
le	0.0394452	0.0201779	0.0230671	0.0134078	0.00699164	0.00641612	0.00928413	0.00451099	0.00541034	0.00801152	0.0089599	0.00461677	0.00525584	0.00962602	0.0154977	0.0336638	0.0465068	0.0371461	0.0510409	0.0632816	0.054054	0.0372479	0.0592141	0.058369	0.0578018	0.0212572	0.0294456	0.0220088	0.0341939	0.0323677	0.0234216	0.022706	0.0257207	0.0134153	0.0123765	0.0112555	0.0121834	0.0103727	0.0139746	0.0167121	0.0139091	0.0056744
véhicule	0.0311791	0.0151056	0.0151851	0.0142694	0.00817067	0.00806616	0.0104759	0.00656093	0.0077784	0.0128276	0.0151156	0.00989096	0.0128167	0.0205271	0.023865	0.0394313	0.0412961	0.0477721	0.0571792	0.0573079	0.0630589	0.0488255	0.0390904	0.0372013	0.0342686	0.0154004	0.021826	0.0139365	0.016865	0.0199683	0.0191023	0.0301803	0.0378596	0.0254268	0.0154846	0.0181429	0.0141811	0.0128778	0.0157425	0.0166244	0.0166059	0.0125104
à	0.0220558	0.014917	0.0108198	0.0111863	0.011328	0.0114691	0.0114566	0.00760211	0.0112207	0.0177439	0.0150504	0.0195639	0.0235367	0.0146074	0.0194424	0.0209419	0.00911047	0.0120997	0.0103411	0.0115486	0.0110477	0.0127968	0.0104427	0.0162552	0.0151381	0.0142175	0.0198774	0.016615	0.0264637	0.0335203	0.0310944	0.0461118	0.0564191	0.0524286	0.0449957	0.0475107	0.057715	0.0480033	0.0404737	0.0439114	0.039753	0.029167
l'	0.0225893	0.0120929	0.00762611	0.00665711	0.00698842	0.00702866	0.00599577	0.00408171	0.00526166	0.00999402	0.0100996	0.0147979	0.0215247	0.0166319	0.0210985	0.0235377	0.0146096	0.0161919	0.0143103	0.0158485	0.0151678	0.01398	0.0151366	0.0180699	0.0182563	0.0155883	0.0188239	0.0213653	0.0339134	0.0381723	0.0325946	0.0416497	0.0445692	0.0466616	0.0410003	0.046546	0.0543169	0.0612204	0.0461853	0.050247	0.0421735	0.0273954
