 	a66	a87	a23	a57	a53	a15	a7	a21	a12	a47	a96	a53	a15	a7	a2	a84	a38	a54	a79	a44	a13	a38	a96	a18	a26	a82	a87	a23	a87	a23	a87	</S>
sa	0.0261686	0.0401785	0.0307982	0.0415705	0.0502834	0.0955622	0.0722566	0.0308594	0.0266839	0.011169	0.0126259	0.0117111	0.0141976	0.0162069	0.0146287	0.0080623	0.00625656	0.0059461	0.00788068	0.0060189	0.00864665	0.0195252	0.0257091	0.0387296	0.0462444	0.0555243	0.0418262	0.0488303	0.0474295	0.0462504	0.0342255	0.0579937
mère	0.00450908	0.00555388	0.010157	0.0159766	0.0284073	0.121687	0.0926802	0.184009	0.0990862	0.113666	0.0701628	0.0508879	0.0342657	0.0457133	0.0190863	0.0204162	0.0147812	0.00975846	0.00835487	0.00701518	0.00557988	0.00431197	0.00441507	0.00395458	0.0030961	0.002081	0.00139644	0.00270992	0.00336602	0.0036296	0.00512794	0.00415784
l'	0.0228798	0.0176475	0.0204306	0.02071	0.0119884	0.0216961	0.058199	0.0737582	0.0673066	0.0644695	0.0845029	0.0989309	0.04878	0.0329542	0.0798091	0.0537367	0.0252758	0.0133924	0.0185828	0.0108783	0.0103804	0.00873073	0.0118977	0.0103619	0.00701394	0.00882261	0.00909994	0.0183637	0.0198601	0.0131999	0.0213854	0.0149548
a	0.0108621	0.00449261	0.00630111	0.00540878	0.00281933	0.00391052	0.0033485	0.00752237	0.00733006	0.00939938	0.0146896	0.0715561	0.0878141	0.0806729	0.0857479	0.102416	0.10284	0.0762602	0.0675817	0.0482136	0.0436288	0.0294664	0.0212896	0.0169634	0.0097736	0.0106832	0.0140587	0.0145583	0.0103342	0.00844944	0.00771139	0.0138968
tapé	0.0690707	0.0536892	0.0386361	0.0449552	0.0358767	0.041783	0.0438017	0.0376086	0.0281782	0.0288368	0.0224678	0.0443325	0.0283426	0.0346726	0.0424289	0.0331588	0.0137133	0.013728	0.0142691	0.0118716	0.0115483	0.0275585	0.0369657	0.0358191	0.0194842	0.0239085	0.0249372	0.0273787	0.0209691	0.0252352	0.028346	0.0364284
parce	0.044878	0.0327944	0.0230496	0.021269	0.0162663	0.0324497	0.0688471	0.0866465	0.0616284	0.0467175	0.0706486	0.0423122	0.0171091	0.0132974	0.0115052	0.00467456	0.00482205	0.0067618	0.0124443	0.00520161	0.00404942	0.00777855	0.0116413	0.0186067	0.0201427	0.0311167	0.0329518	0.0427625	0.0377073	0.0342055	0.0384644	0.0972497
qu'	0.0469642	0.0251164	0.0232728	0.0235519	0.0301467	0.0496899	0.0791146	0.0775077	0.0536808	0.0423925	0.0554733	0.0378548	0.0189119	0.0145566	0.0150148	0.00559921	0.00329523	0.00494639	0.0099287	0.0105252	0.0094669	0.0127309	0.0184068	0.0241058	0.0288319	0.0437643	0.0329317	0.0427032	0.0336523	0.025686	0.0282814	0.0718954
il	0.0296034	0.0287463	0.0271814	0.0258948	0.0221873	0.0230838	0.0364131	0.0314126	0.0296583	0.0262695	0.02828	0.0411591	0.0388761	0.0405978	0.0411124	0.0325576	0.0217948	0.0257832	0.0246386	0.0185659	0.015274	0.0170233	0.0222272	0.0319126	0.0318469	0.0446553	0.0468965	0.0444679	0.0395991	0.0320131	0.0319308	0.0483373
est	0.0407843	0.0468014	0.0443021	0.033057	0.0223355	0.0294818	0.0313581	0.0249532	0.0266032	0.0233348	0.0132648	0.0126791	0.00975039	0.0106912	0.0117211	0.0146616	0.00928602	0.00668123	0.0120768	0.0187627	0.0187392	0.0486478	0.0494791	0.0723269	0.0387623	0.0502031	0.0570398	0.0452926	0.0487237	0.0330513	0.0393708	0.0557769
mendiant	0.0251428	0.0161882	0.0151987	0.0170036	0.0167791	0.0214348	0.020235	0.0165315	0.0204158	0.0194482	0.0151382	0.0245358	0.0265076	0.0405315	0.0357309	0.0396172	0.026813	0.0155365	0.0256104	0.0223395	0.0143858	0.01504	0.0137167	0.0339617	0.0176769	0.0317832	0.0430326	0.0567311	0.0540134	0.0594067	0.0559122	0.143602
</S>	0.017772	0.0141309	0.0118839	0.0111288	0.00890526	0.0152663	0.0257897	0.0262489	0.0288781	0.0227829	0.0210782	0.0209801	0.0174622	0.0202625	0.022067	0.0145049	0.0126319	0.0133447	0.0234196	0.0176415	0.0153042	0.0205733	0.0206695	0.0402661	0.02972	0.0423695	0.0522587	0.0638397	0.0721612	0.0663595	0.0663041	0.143995
