 	a66	a87	a23	a99	a18	a31	a24	a61	a47	a62	a61	a75	a56	a93	a90	a98	a85	a5	a47	a96	a62	a21	a5	a31	a96	a75	a5	a85	a6	a36	a61	a5	a36	a27	a30	a87	</S>
j'	0.0446753	0.0572193	0.0600714	0.0653273	0.0520445	0.030265	0.0173161	0.0134589	0.00641079	0.00855228	0.0101024	0.0115921	0.00797107	0.00847174	0.00952683	0.0167686	0.0276569	0.0143162	0.0177518	0.0243095	0.0233941	0.0372614	0.0261473	0.0254688	0.0119751	0.0174383	0.0226717	0.0204687	0.0220997	0.0236249	0.0193806	0.0317855	0.0200244	0.0326609	0.0350149	0.0529367	0.0738393
ai	0.0384821	0.0449873	0.0434964	0.0530555	0.0518306	0.0332709	0.0284713	0.0208814	0.0297645	0.0218935	0.0351315	0.0424642	0.035067	0.0313239	0.0328163	0.0245085	0.0225317	0.025003	0.0298302	0.0130387	0.0132294	0.0105008	0.0128606	0.0136715	0.0158134	0.0126426	0.0153191	0.0107701	0.0363485	0.0207742	0.0301446	0.0178712	0.017386	0.0261842	0.0391958	0.0232059	0.0262337
tenté	0.0711187	0.0313355	0.0223259	0.0210043	0.0164797	0.0190802	0.0139667	0.00632111	0.0104985	0.00595686	0.00757531	0.00589656	0.00875764	0.0196519	0.018346	0.0156189	0.0161861	0.0130542	0.033322	0.0153956	0.0151167	0.0179133	0.0171521	0.0262989	0.0255259	0.023033	0.0243742	0.020731	0.0416922	0.0508351	0.0761394	0.0494951	0.0482805	0.0517763	0.0562693	0.0560094	0.0274659
ma	0.0699703	0.0445038	0.0239473	0.0165636	0.0139017	0.0143637	0.0194641	0.0138706	0.0154806	0.0166243	0.0140795	0.00889613	0.00732664	0.00741043	0.0114757	0.00779964	0.00973846	0.00907667	0.022912	0.00986385	0.0161746	0.029258	0.0345474	0.0500295	0.0447268	0.0478974	0.0389993	0.0368908	0.039866	0.0482963	0.0483227	0.0305893	0.0414464	0.0434028	0.039203	0.026596	0.0264846
chance	0.0510039	0.0425718	0.0416152	0.0286587	0.0231104	0.0288069	0.039813	0.0304296	0.0295196	0.0475018	0.0528751	0.0303399	0.0268249	0.0477735	0.0391434	0.052466	0.0377549	0.0460482	0.028544	0.0265985	0.0230859	0.0174553	0.0162174	0.0222534	0.0232605	0.0217297	0.0177374	0.0118109	0.0120425	0.0124695	0.00864327	0.0101262	0.0113638	0.00769338	0.0106546	0.0147388	0.0073182
si	0.0531107	0.0324315	0.0394185	0.0320284	0.0339394	0.023605	0.0251069	0.0199427	0.0232126	0.0183089	0.0209256	0.00994562	0.00902451	0.0131013	0.0222919	0.0201873	0.0255088	0.0401465	0.0219541	0.0286716	0.027533	0.0305851	0.0228662	0.0359941	0.0340128	0.0406216	0.0390554	0.0318286	0.0238153	0.0306363	0.0205404	0.0266284	0.0297795	0.0243842	0.0224809	0.0270185	0.019358
je	0.0797478	0.0313682	0.0234265	0.0244718	0.0225242	0.0138635	0.0281357	0.016484	0.043588	0.0195946	0.0322091	0.0164164	0.0100025	0.00750268	0.022342	0.00997075	0.012629	0.0245174	0.0349853	0.0151147	0.0353673	0.0277692	0.0278725	0.0603692	0.0372711	0.0285073	0.0387099	0.0187862	0.0259059	0.0311602	0.0226114	0.0295495	0.0320688	0.0231864	0.0340582	0.0269932	0.0109196
peut	0.077536	0.0617989	0.0467644	0.0392281	0.0333586	0.0218239	0.0225438	0.0173649	0.0247669	0.0188625	0.0263333	0.0177478	0.0163754	0.0143259	0.0283055	0.023053	0.0199711	0.0269855	0.0232801	0.0101534	0.0247039	0.022125	0.0237576	0.0346959	0.0241918	0.0173775	0.0231388	0.0112424	0.0266925	0.0261064	0.0294218	0.019955	0.0228325	0.0325501	0.0342336	0.0318902	0.0245059
jouer	0.0422313	0.0344198	0.0343336	0.0335747	0.0261654	0.0195616	0.0198361	0.0152856	0.012071	0.016357	0.0211207	0.0161667	0.0114256	0.0130588	0.0225761	0.015168	0.0205794	0.0224361	0.0276091	0.0181074	0.0285657	0.036294	0.0249393	0.0352992	0.0333859	0.0312293	0.0281067	0.0171473	0.0291709	0.0330019	0.0339967	0.0268776	0.0304318	0.0452443	0.0436774	0.0462948	0.0342533
au	0.0565457	0.041945	0.0266495	0.0191597	0.0149457	0.0169062	0.0137628	0.00901043	0.0105085	0.0102614	0.0119896	0.00883968	0.00815973	0.0129728	0.0267672	0.0161688	0.0181385	0.0215538	0.0255245	0.0143291	0.0314875	0.0275796	0.0324352	0.0435421	0.0412666	0.0294351	0.0323216	0.0227652	0.0393484	0.0348764	0.0511735	0.0272511	0.0343833	0.0466478	0.0454541	0.0395238	0.0363701
foot	0.0450897	0.0170998	0.0130343	0.00725717	0.0060669	0.00618399	0.00625929	0.00506316	0.00491978	0.00431973	0.00696283	0.00621197	0.0040272	0.00885442	0.018067	0.0100997	0.0218831	0.0164039	0.0132689	0.00954177	0.0163605	0.023923	0.035338	0.0492649	0.0672736	0.0532255	0.0563601	0.0411709	0.0541143	0.0464393	0.0673402	0.0333024	0.0389733	0.0542882	0.0635275	0.0461122	0.0223714
