 	a15	a66	a87	a23	a87	a23	a87	a23	a38	a53	a79	a0	a54	a6	a37	a98	a15	a7	a90	a56	a96	a62	a50	a88	a24	a83	a9	a24	a47	a88	a70	a13	a93	a25	a90	a25	a92	a56	a96	a94	a4	a57	a3	a87	a23	a87	</S>
mon	0.0288411	0.0219456	0.025818	0.0462812	0.0321412	0.042396	0.0605542	0.0377858	0.0580296	0.0507275	0.0408394	0.0324884	0.0221051	0.0122911	0.0130038	0.0205316	0.0184544	0.019271	0.0138465	0.0123422	0.0134292	0.0255231	0.00842787	0.0116605	0.012895	0.0121086	0.0131054	0.0132362	0.0137681	0.0121404	0.0132764	0.017377	0.0148578	0.0107942	0.014474	0.00967408	0.00938789	0.0135874	0.0212825	0.0178927	0.0159579	0.0150617	0.0154896	0.0132846	0.0116896	0.00957797	0.0303464
épouse	0.0026008	0.00220698	0.00397906	0.00616821	0.0104108	0.0145096	0.0357536	0.0533818	0.11514	0.0625203	0.0964657	0.226162	0.149275	0.0429572	0.022351	0.0239151	0.0219538	0.0166792	0.0118042	0.00485727	0.003187	0.00256575	0.00351231	0.00480895	0.00484903	0.00237585	0.00297289	0.0024031	0.00269541	0.00177813	0.00262323	0.00310719	0.00531471	0.00728355	0.00438944	0.00449624	0.00218441	0.00225934	0.00236096	0.000913765	0.00168668	0.00162602	0.001691	0.00131126	0.00101071	0.0017972	0.00170367
a	0.038764	0.0248123	0.0317561	0.0234897	0.0197454	0.0168937	0.0179845	0.0197068	0.0279839	0.02636	0.0530977	0.0537718	0.0419843	0.0255903	0.0224583	0.0252454	0.0130762	0.0293172	0.017791	0.0278636	0.0215508	0.0269424	0.0330763	0.0269717	0.0257624	0.0249205	0.0210442	0.0199274	0.0136518	0.00970085	0.00748959	0.00347985	0.00210353	0.000646201	0.0024128	0.00163338	0.00207916	0.00268621	0.00617679	0.00636538	0.0138961	0.0158999	0.0298054	0.0235058	0.0258956	0.0491658	0.0255179
construit	0.0120264	0.0121076	0.00844795	0.00603202	0.0062337	0.00452784	0.0035213	0.00233491	0.00307043	0.0022726	0.00344289	0.00574592	0.0145021	0.0221265	0.0514906	0.0514941	0.0329104	0.0345676	0.0407833	0.0562469	0.060906	0.0411583	0.045999	0.0279805	0.0456178	0.0343447	0.0289984	0.017607	0.0302631	0.0277363	0.0100063	0.00546326	0.00699789	0.0105879	0.00541351	0.0144106	0.0110105	0.00608277	0.0104175	0.013529	0.0230021	0.0272426	0.0229831	0.0239818	0.0223694	0.0186497	0.0333559
une	0.0294761	0.0191223	0.0179978	0.0153407	0.0195006	0.016662	0.0131186	0.00981029	0.00861249	0.00477837	0.00601461	0.0135473	0.0194127	0.0251368	0.0465946	0.0492496	0.0515633	0.0572623	0.0495006	0.0561488	0.0551525	0.052358	0.02734	0.0267246	0.0273366	0.0179331	0.0120107	0.0110801	0.00943419	0.00688743	0.00655241	0.00447482	0.0054909	0.00581202	0.00815695	0.00733127	0.00608877	0.00436856	0.00478872	0.00852972	0.014413	0.0133724	0.0163444	0.0138185	0.0186455	0.0178107	0.068894
cachette	0.0123621	0.00888323	0.00841754	0.00768668	0.00804101	0.00888532	0.00790315	0.00726732	0.00545536	0.00982857	0.004662	0.00540505	0.0136572	0.0308531	0.0221291	0.0289771	0.0252767	0.0367839	0.0331761	0.066513	0.0498375	0.0380038	0.0561024	0.0285908	0.0341359	0.0464727	0.0435131	0.0332558	0.0239313	0.0191396	0.016985	0.0150199	0.0144819	0.00583282	0.0129187	0.0104561	0.0104597	0.00943705	0.0076558	0.0176805	0.0170969	0.0182584	0.0226506	0.0211185	0.0312586	0.0225301	0.0210132
de	0.0235047	0.0140979	0.0126969	0.0096615	0.00898536	0.00803928	0.00660993	0.00421251	0.0034338	0.00322559	0.00198129	0.00258679	0.00488842	0.00973888	0.0135034	0.0212615	0.0261079	0.0381067	0.0366237	0.0539962	0.0616506	0.0432773	0.0515815	0.0345018	0.0369083	0.0420625	0.0386236	0.0332769	0.0248432	0.0195919	0.0202099	0.0134163	0.0139734	0.006206	0.0147671	0.00688939	0.00841898	0.0089858	0.00746392	0.0178828	0.0219285	0.0293909	0.0291625	0.0283279	0.0324477	0.0277451	0.0232042
poisson	0.0320717	0.0254807	0.0249241	0.0204149	0.0197235	0.0176918	0.016911	0.0101759	0.0103064	0.00851503	0.00886318	0.0114507	0.00987144	0.0127936	0.0174159	0.022327	0.0373262	0.0436812	0.0290424	0.0379329	0.0342792	0.0391723	0.0310863	0.0338006	0.0162575	0.0176777	0.0177604	0.015279	0.012593	0.0129162	0.0168642	0.0124736	0.0151554	0.00908692	0.0257075	0.00921315	0.00739564	0.0112497	0.0150629	0.0220439	0.0250041	0.0289166	0.0297317	0.0271139	0.0321558	0.0346703	0.0304129
dans	0.0256797	0.023039	0.0226731	0.0178118	0.0160949	0.0157827	0.0140067	0.0069503	0.00629624	0.0053311	0.00702543	0.0122491	0.0149625	0.0148462	0.0126139	0.0287248	0.0377277	0.0421878	0.0282739	0.0344218	0.0291823	0.0365822	0.027331	0.0251438	0.0135481	0.00927596	0.00844124	0.00746746	0.00638485	0.00692366	0.00936834	0.00851441	0.00718401	0.00655149	0.0102558	0.00639236	0.00770041	0.00785602	0.0120555	0.0283028	0.0371994	0.0469353	0.0473995	0.0518237	0.0593118	0.0498269	0.0463429
l'	0.0219039	0.0170788	0.0159385	0.0139305	0.01367	0.0135533	0.0112996	0.00884844	0.00753179	0.00623047	0.00828823	0.00776887	0.00576445	0.00939175	0.017459	0.0254957	0.0241584	0.0264666	0.0252227	0.0252588	0.0305756	0.0424704	0.0192402	0.018805	0.0146145	0.0114821	0.0071866	0.00639261	0.00650895	0.00753866	0.0068323	0.00565543	0.00497689	0.00561013	0.00491844	0.00691209	0.00995386	0.00976286	0.0165013	0.0441657	0.0539396	0.0544164	0.0528012	0.0542692	0.0568949	0.0512811	0.0910342
