 	a66	a87	a23	a87	a23	a13	a57	a38	a24	a0	a75	a6	a5	a75	a85	a92	a37	a98	a15	a98	a92	a36	a85	a37	a96	a54	a44	a58	a84	a87	a23	a87	</S>
c'	0.0437475	0.0637016	0.0648884	0.037924	0.0323243	0.0288769	0.0400348	0.0404282	0.0280353	0.01546	0.0177254	0.019919	0.0323037	0.0267275	0.0222295	0.0244414	0.033842	0.0225088	0.0150729	0.0118303	0.00792024	0.00992459	0.00737316	0.0233715	0.0122043	0.0157687	0.0186933	0.0184607	0.0340929	0.0276672	0.0354649	0.0543165	0.11272
est	0.0906074	0.0322674	0.0276682	0.0258395	0.0259184	0.0221845	0.0371208	0.027292	0.0328903	0.0220537	0.0139667	0.0291236	0.0533789	0.0165794	0.016642	0.0149669	0.0143743	0.0102142	0.00828225	0.00865202	0.00818235	0.0180985	0.0171876	0.0261403	0.0433699	0.0447721	0.0486215	0.0574372	0.0538311	0.0549733	0.0459903	0.0313586	0.0200149
donc	0.0690919	0.0344178	0.0552015	0.0333033	0.0286665	0.0293506	0.0196955	0.0125506	0.0241665	0.0229059	0.0235454	0.0166574	0.0330165	0.0213635	0.0148181	0.0280444	0.0183707	0.017483	0.016282	0.0149827	0.0189621	0.018679	0.0439554	0.0261272	0.0287698	0.045241	0.0571429	0.043887	0.0434536	0.0431009	0.0244301	0.0194713	0.0528658
toi	0.0710977	0.0477593	0.0494641	0.0613485	0.0469424	0.0377592	0.0173701	0.0118087	0.016838	0.00701624	0.00564105	0.0109073	0.0135807	0.0158245	0.0103549	0.015954	0.0267248	0.0229074	0.0244786	0.0203723	0.0309589	0.0255325	0.0268313	0.0258234	0.0346041	0.0305068	0.0425921	0.0599483	0.0362245	0.03636	0.0237377	0.0300185	0.0627119
l'	0.0892661	0.0620977	0.0978246	0.0665274	0.039685	0.0347128	0.0186615	0.0121588	0.0214526	0.0163897	0.0149229	0.0123128	0.0468279	0.0233276	0.0136438	0.0310744	0.021911	0.0222604	0.0125475	0.0128671	0.0155564	0.0161015	0.0222705	0.0351674	0.0207523	0.0258248	0.0328801	0.0307812	0.0247801	0.0316358	0.019742	0.0231678	0.0308685
orateur	0.0348271	0.0122121	0.0320125	0.0501172	0.0371157	0.0315393	0.0209449	0.0408346	0.0598982	0.0577142	0.0452503	0.0496896	0.0411605	0.0212891	0.0197341	0.0230896	0.0355103	0.0195899	0.0250601	0.034004	0.0195119	0.00732272	0.0158301	0.014616	0.0160833	0.0149963	0.0186542	0.0202975	0.0260295	0.0387388	0.0238902	0.0347296	0.0577064
du	0.0213922	0.011325	0.0112047	0.0110858	0.00846366	0.00639931	0.00834281	0.00736393	0.012069	0.0159356	0.00812541	0.0165683	0.0144695	0.012564	0.00855578	0.0129044	0.0115136	0.0153299	0.0213384	0.0276095	0.0249017	0.0170583	0.0366725	0.0332674	0.0470303	0.0410341	0.0359438	0.0829114	0.0723031	0.0974428	0.0853453	0.0833184	0.0802102
jour	0.0312744	0.0182949	0.0280033	0.0274097	0.0170503	0.0141427	0.0112609	0.00805395	0.00631981	0.00522938	0.00331789	0.00753002	0.00637428	0.00930894	0.00787461	0.0120756	0.0127187	0.0159745	0.0291288	0.0267265	0.021739	0.0192979	0.0555526	0.0343825	0.0283246	0.0413867	0.050762	0.0538254	0.0519461	0.0886056	0.0915818	0.06545	0.0990766
à	0.081607	0.0426213	0.0423772	0.031826	0.0167036	0.0136004	0.0181732	0.00476133	0.00817152	0.00439587	0.00257742	0.00535501	0.00842098	0.0097518	0.00820127	0.0141064	0.0117666	0.0141625	0.0168829	0.0162771	0.0161594	0.0154634	0.0328101	0.0302269	0.0303959	0.0429883	0.0515976	0.0435683	0.0467732	0.0731579	0.0710575	0.0487989	0.125263
l'	0.0461415	0.0301241	0.0308416	0.0247304	0.0171023	0.0152566	0.0119301	0.00661253	0.00905549	0.00671239	0.00455014	0.00681025	0.00866681	0.00775677	0.00757121	0.0172912	0.0120286	0.0157213	0.0157769	0.0183979	0.0158927	0.0153062	0.0294377	0.0286314	0.0304869	0.0455629	0.0529333	0.0462199	0.044407	0.0871733	0.102285	0.0662953	0.122291
église	0.0410289	0.0250185	0.0343492	0.0255113	0.0204543	0.0176269	0.0113587	0.00558525	0.00627207	0.00369851	0.00270202	0.00343467	0.00613427	0.0047556	0.00611991	0.0172867	0.0169154	0.0130764	0.0075695	0.0085242	0.00726287	0.0108281	0.0206151	0.0225867	0.0276684	0.0478749	0.0760014	0.0663114	0.0664433	0.102345	0.102559	0.0677305	0.104351
</S>	0.0358473	0.0239123	0.0274595	0.0162072	0.0147185	0.0103741	0.00671977	0.00404439	0.00391086	0.00326508	0.00354043	0.00364773	0.00609178	0.00477506	0.00572487	0.0131325	0.0105217	0.0088989	0.00726787	0.0122639	0.0130479	0.0142244	0.0277318	0.0263594	0.0202624	0.028971	0.0702764	0.0639644	0.0699753	0.126388	0.126462	0.107796	0.0822173
