 	a66	a87	a23	a87	a23	a30	a53	a15	a47	a92	a85	a92	a36	a61	a75	a92	a56	a75	a61	a21	a47	a88	a11	a96	a34	a37	a26	a3	a10	a87	a23	a87	</S>
lorsqu'	0.0702912	0.0517136	0.0759517	0.0630965	0.0823394	0.0918831	0.0656728	0.0884873	0.0663174	0.033004	0.0152906	0.0167312	0.00925853	0.0143343	0.00952429	0.00573199	0.00883804	0.0042662	0.00326949	0.00305516	0.0029695	0.00439292	0.00724783	0.0116732	0.0137102	0.0153646	0.018656	0.0196619	0.0171324	0.0153948	0.0251018	0.0235674	0.0460708
on	0.00739261	0.00831346	0.0122128	0.0122138	0.014895	0.0170061	0.0358722	0.0411757	0.0294153	0.0255064	0.0270795	0.0292549	0.0470894	0.0340573	0.0217321	0.0325279	0.0245311	0.0239939	0.0486396	0.0438507	0.0404327	0.0646041	0.0403308	0.040193	0.021323	0.0275694	0.0244793	0.0325173	0.0295606	0.0313557	0.0266676	0.0533411	0.0308657
prépare	0.05745	0.0600376	0.049918	0.0366749	0.0467269	0.0335462	0.0184715	0.0211307	0.0368891	0.0989237	0.040282	0.0701234	0.0679089	0.0583473	0.0305256	0.0232919	0.0182058	0.00967323	0.00792876	0.005247	0.0042979	0.00470969	0.0071711	0.00586147	0.00927374	0.0139963	0.0156641	0.0154157	0.0149617	0.0210933	0.0222554	0.0431293	0.0308677
le	0.109066	0.0809891	0.0416887	0.0317614	0.0434954	0.0256452	0.0149768	0.00419357	0.0103363	0.024655	0.0305081	0.023569	0.0205724	0.0183381	0.019665	0.0117095	0.00712219	0.00695592	0.00964884	0.013916	0.0235284	0.0116406	0.0123259	0.00867598	0.0225397	0.037996	0.0409259	0.0603034	0.0585873	0.0468906	0.0457006	0.0445313	0.0375425
riz	0.0667876	0.0471616	0.025446	0.0296889	0.0235727	0.0229768	0.0290932	0.0352716	0.0366003	0.0652619	0.0513711	0.0324186	0.0228063	0.0260735	0.0116804	0.0160418	0.0226721	0.0277404	0.0289325	0.0336973	0.0461449	0.0240513	0.0313866	0.0216181	0.0233225	0.0175603	0.0255599	0.0258268	0.02601	0.0247665	0.0261588	0.0228727	0.0294268
il	0.0523731	0.0485527	0.0260154	0.0253227	0.026846	0.0231459	0.0349198	0.055767	0.0264967	0.0389388	0.0262691	0.018878	0.0211201	0.0146034	0.00452961	0.00634573	0.00949185	0.00820402	0.010595	0.0128285	0.0155735	0.01205	0.0210278	0.0121816	0.0188963	0.0353446	0.0433488	0.0624749	0.0638971	0.0593653	0.052882	0.0561373	0.0555772
augmente	0.0484908	0.0422257	0.0309536	0.0338203	0.0429471	0.037194	0.0591024	0.0459928	0.0378477	0.0311048	0.0165431	0.0132761	0.0134759	0.0137151	0.0094105	0.00849216	0.00878885	0.00670078	0.0108537	0.0144419	0.0148355	0.0128707	0.0146585	0.00845159	0.0134527	0.0268766	0.0319647	0.0460445	0.0539096	0.0473783	0.0594669	0.0611787	0.0835342
de	0.0676784	0.0370265	0.0236865	0.0197229	0.0247015	0.0104969	0.0173325	0.0158588	0.0308624	0.0206902	0.0217447	0.0218829	0.0201155	0.0199947	0.0117799	0.0103143	0.00581722	0.00332077	0.00277613	0.00191497	0.00219256	0.00638996	0.00864943	0.0118168	0.018894	0.0597707	0.0538199	0.0686416	0.0839708	0.0736787	0.0809777	0.0898564	0.0536239
volume	0.0872429	0.0479012	0.0217039	0.0189479	0.0266712	0.0211888	0.0234652	0.0190125	0.0169107	0.00883116	0.0083389	0.00561197	0.00851593	0.00809413	0.00436145	0.00682938	0.00496587	0.00496021	0.0043735	0.00688348	0.0147393	0.00959536	0.012184	0.0115483	0.0142975	0.0566693	0.0465249	0.0800459	0.0836794	0.0785448	0.083597	0.0899174	0.0638464
</S>	0.0553448	0.0305844	0.0147163	0.0138253	0.0353822	0.0200211	0.0173791	0.0129031	0.0131206	0.00657755	0.00521121	0.00491037	0.00662978	0.00964186	0.00757106	0.00853047	0.00621162	0.00449179	0.00338986	0.00697755	0.0121937	0.0104691	0.0255478	0.0218607	0.0283251	0.0744779	0.0722632	0.0809515	0.0976184	0.0614083	0.0787122	0.067144	0.085608
