 	a66	a87	a40	a7	a53	a44	a90	a69	a58	a53	a90	a44	a79	a44	a34	a70	a56	a44	a90	a56	a43	a62	a0	a70	a13	a9	a87	a23	a87	a23	a97	</S>
la	0.0707914	0.0961091	0.103776	0.0828638	0.144645	0.0649043	0.0444399	0.0218116	0.0159863	0.0102627	0.00970358	0.0255872	0.014519	0.00846204	0.00841012	0.00617338	0.015667	0.0231873	0.0179274	0.0164253	0.0182737	0.0169816	0.0197738	0.0163377	0.0159956	0.0179583	0.0107701	0.00800507	0.0100483	0.0150896	0.0104175	0.0386963
plante	0.00168553	0.00584548	0.0182304	0.063251	0.0617974	0.104872	0.120938	0.139125	0.122745	0.111279	0.0879859	0.0456095	0.0321593	0.0238454	0.0166098	0.00889376	0.0053931	0.00602462	0.0065929	0.00329136	0.00225308	0.00129654	0.00154649	0.0012034	0.000611616	0.000642837	0.000739785	0.000531501	0.00107145	0.00101695	0.00163164	0.00128009
komokomo	0.00299765	0.00706541	0.0262518	0.0487488	0.0274598	0.0783412	0.0454901	0.159257	0.0441514	0.0407674	0.0678892	0.0496609	0.0685612	0.0438021	0.0565623	0.092358	0.0606846	0.0325242	0.0105228	0.00275957	0.00391671	0.00254915	0.00405083	0.00553605	0.00330266	0.0031962	0.00225496	0.00207972	0.00215231	0.0014757	0.00275136	0.000878895
a	0.0218079	0.0243603	0.0199631	0.0157356	0.00735908	0.00717086	0.0154749	0.0247968	0.0484494	0.0753134	0.0961187	0.110559	0.108145	0.0686004	0.0580122	0.0526823	0.0298504	0.0204196	0.0247457	0.0157948	0.0174491	0.00724546	0.00772015	0.00990585	0.00981496	0.0138296	0.0143216	0.0103194	0.0167449	0.0121538	0.0183002	0.016836
beaucoup	0.074124	0.0359298	0.0510923	0.0469749	0.0292184	0.025835	0.0253591	0.02374	0.022469	0.0373258	0.0326323	0.0273142	0.0346124	0.0387764	0.0399945	0.0383655	0.0522275	0.0321176	0.0291471	0.0253472	0.0300653	0.029751	0.048196	0.0369543	0.0257385	0.0237584	0.015398	0.00877184	0.0125577	0.0124519	0.0100619	0.0236921
poussé	0.0687588	0.0379506	0.047519	0.0354619	0.0256578	0.0293123	0.0220504	0.0237279	0.0184747	0.0241741	0.0222993	0.0185719	0.0248465	0.025203	0.0255811	0.0301625	0.0571375	0.0305765	0.0231973	0.0255491	0.0459357	0.0373923	0.0552402	0.037254	0.0326682	0.0288867	0.0264394	0.0218715	0.030859	0.0256984	0.0190745	0.0224676
dans	0.0747182	0.0473379	0.0449809	0.0437108	0.0289495	0.0358832	0.0441193	0.063068	0.0482628	0.0489127	0.0326227	0.0256159	0.0215219	0.0168096	0.0145631	0.0144507	0.0135772	0.0135898	0.0112613	0.00870915	0.0115489	0.0119741	0.0158292	0.0154717	0.0161418	0.0207044	0.0292036	0.0420523	0.0351423	0.0314771	0.0316006	0.0861892
la	0.0472729	0.0267478	0.0174244	0.0135014	0.00759224	0.0110047	0.0191796	0.056396	0.0376356	0.0591983	0.0452918	0.0179666	0.028742	0.0358157	0.0350472	0.0315676	0.0184699	0.033885	0.0329076	0.0261673	0.0256588	0.0199931	0.0262915	0.032434	0.0224884	0.0262103	0.0379731	0.0353018	0.0388744	0.0350104	0.0436721	0.0542781
parcelle	0.0322595	0.0252212	0.0132911	0.0129007	0.0129025	0.0113414	0.0233838	0.0529733	0.0437902	0.043256	0.0201638	0.019023	0.0198182	0.0240611	0.0249285	0.0183087	0.0218491	0.0210196	0.0252549	0.0265931	0.0183696	0.0118994	0.0248352	0.0317479	0.0262094	0.0404999	0.0730895	0.0666219	0.0591363	0.0637006	0.0563879	0.0351627
</S>	0.0441063	0.0472593	0.036408	0.0387217	0.0358787	0.0319158	0.0414412	0.0347585	0.0269734	0.0194429	0.0142378	0.0179574	0.0146506	0.0136178	0.0138089	0.0131542	0.0179288	0.011288	0.00782519	0.011113	0.00981639	0.00496107	0.0110205	0.0138243	0.0141777	0.0220267	0.0421892	0.0544207	0.0519893	0.0557029	0.0550353	0.172349
