 	a15	a66	a87	a23	a70	a90	a98	a85	a6	a0	a21	a75	a25	a92	a21	a61	a21	a12	a75	a6	a7	a69	a58	a82	a10	a87	a23	a87	a23	a57	</S>
ondongo	0.0292474	0.045055	0.0384225	0.031415	0.0293136	0.0375454	0.0261583	0.0247535	0.0237057	0.0366595	0.039584	0.0304955	0.0140119	0.0180691	0.0142601	0.0164285	0.0141751	0.016279	0.0373868	0.0625687	0.0741081	0.0520097	0.0296012	0.0388457	0.0279031	0.0252923	0.0210726	0.0208858	0.0340952	0.0435185	0.0471332
est	0.0216716	0.0200782	0.0153419	0.0191214	0.0167624	0.0154452	0.0168464	0.016401	0.0170908	0.0205709	0.0191547	0.0230416	0.0146399	0.0114472	0.0149023	0.0153322	0.0143424	0.0135838	0.0212213	0.0444683	0.0410551	0.0598403	0.0610112	0.0387216	0.0682442	0.0712867	0.0598613	0.0522539	0.0520564	0.106635	0.0175704
parti	0.0429487	0.0375722	0.0203439	0.0229569	0.0243667	0.0135007	0.0195106	0.0116319	0.0135085	0.015077	0.010162	0.00901561	0.0101139	0.0151048	0.0138096	0.0209547	0.0238547	0.0214062	0.0197246	0.0227199	0.0339679	0.0220915	0.0262111	0.0127571	0.0454504	0.0568823	0.050044	0.0788843	0.110059	0.142134	0.0332353
récolter	0.0670787	0.0606175	0.0330474	0.0420039	0.0475571	0.0400166	0.0612766	0.0340814	0.0221511	0.0162721	0.0131791	0.0224995	0.0328837	0.0228315	0.0223362	0.022446	0.0213327	0.0219227	0.0105477	0.00742265	0.00729929	0.00731343	0.00572437	0.00813013	0.016882	0.0242018	0.0448538	0.0793381	0.051561	0.0694009	0.0637909
le	0.0569205	0.0537656	0.0298034	0.0287983	0.0327841	0.0180103	0.0128683	0.00599172	0.00570366	0.00741855	0.00845808	0.0102477	0.0192991	0.0181107	0.0125845	0.0209599	0.0239398	0.023821	0.024258	0.0242073	0.0239943	0.0263015	0.0133177	0.0285895	0.0421987	0.0550117	0.0664125	0.0831499	0.0726604	0.0840123	0.0664005
vin	0.0759936	0.0492368	0.0316399	0.0290721	0.0241792	0.0234081	0.016331	0.0128023	0.0111336	0.0255365	0.0307451	0.0417888	0.0354927	0.0364601	0.0587987	0.0803475	0.050925	0.0462958	0.0514118	0.0307371	0.0406694	0.021501	0.0176309	0.0141693	0.0186961	0.0197536	0.0228778	0.0220546	0.0212909	0.0142531	0.0247675
de	0.201304	0.142308	0.014723	0.0238314	0.0192573	0.0119409	0.0110644	0.00417646	0.0044172	0.00462443	0.00382854	0.00701437	0.0122809	0.00742631	0.00691254	0.0179317	0.00951252	0.00675305	0.0134181	0.0118095	0.0135478	0.0135916	0.0189168	0.0216541	0.0306611	0.0436308	0.0591182	0.107171	0.0631029	0.0716143	0.0224558
palme	0.140652	0.0866348	0.0260188	0.0302799	0.0259859	0.0238465	0.0241168	0.0167785	0.0148415	0.0159977	0.0134548	0.0257998	0.0266953	0.0237069	0.0259458	0.0445034	0.0339978	0.0178383	0.0340594	0.0292484	0.0380445	0.0238756	0.0222968	0.0190457	0.0455894	0.0394799	0.0266949	0.0199902	0.0428544	0.0319204	0.00980626
dans	0.132247	0.121467	0.0657797	0.0672018	0.0516319	0.0486581	0.0407462	0.0167226	0.0147266	0.0183942	0.0239672	0.0388079	0.0263783	0.0270822	0.0181833	0.0183125	0.0168344	0.0113727	0.0148419	0.0125628	0.0205981	0.00636539	0.00408575	0.00875446	0.0216666	0.0162509	0.013858	0.0182796	0.0370392	0.0383748	0.0288081
la	0.0840907	0.091459	0.0415802	0.0434616	0.0268111	0.0187517	0.0176183	0.00694415	0.00675611	0.0110735	0.00848152	0.017338	0.0171827	0.0200849	0.0164307	0.0248131	0.0266966	0.0212644	0.019054	0.0185486	0.0285471	0.0272674	0.0159211	0.0219541	0.0505674	0.0536359	0.04648	0.0426405	0.0603656	0.0809008	0.0332792
forêt	0.109164	0.062535	0.0352554	0.0365905	0.0371589	0.0353593	0.0382762	0.016203	0.0118894	0.0171624	0.0241287	0.040923	0.0373058	0.0310964	0.0189636	0.0259121	0.0253448	0.0146782	0.0283538	0.0229918	0.0211325	0.00994913	0.0053799	0.00958851	0.0203983	0.0344632	0.0338187	0.0624413	0.0547909	0.0489	0.0298455
</S>	0.0839832	0.043605	0.0189309	0.0194075	0.0225599	0.027746	0.0282214	0.0201351	0.0144429	0.0294577	0.0225234	0.022238	0.0134218	0.0136379	0.0104648	0.014868	0.0166514	0.0128842	0.0302606	0.0438633	0.0467225	0.0210111	0.0123668	0.0197818	0.0277939	0.0412084	0.0442833	0.0536411	0.0837897	0.0819059	0.0581924
