 	a66	a87	a23	a50	a88	a71	a38	a24	a31	a24	a21	a47	a18	a0	a31	a94	a98	a47	a92	a98	a15	a92	a25	a98	a85	a6	a0	a75	a85	a5	a18	a88	a71	a3	a87	a99	a50	a62	a21	a12	a18	a21	a75	a79	a7	a98	a85	a0	a27	a57	a87	a10	a87	a23	a99	a87	a97	</S>
la	0.0350782	0.0398276	0.0295428	0.030915	0.032051	0.0349243	0.0242001	0.033147	0.0437375	0.0185441	0.0210447	0.0250652	0.0189005	0.023986	0.0245176	0.0122804	0.0106816	0.003619	0.0080432	0.0150855	0.0170265	0.0129804	0.0133939	0.0185915	0.0167533	0.0168202	0.0200393	0.0140393	0.0162504	0.0233824	0.0208855	0.0119211	0.0132123	0.011035	0.0170574	0.00988112	0.00805838	0.0115111	0.00850179	0.0187701	0.00990988	0.0136012	0.0112609	0.0133783	0.0089605	0.0104343	0.00784636	0.00797525	0.00696394	0.010065	0.00957127	0.0124725	0.0121754	0.0101328	0.014481	0.0130922	0.0163012	0.026076
manière	0.00222587	0.00523341	0.00587307	0.00453657	0.0023497	0.00756843	0.00450697	0.00534582	0.00395095	0.0147292	0.017674	0.0123216	0.0484514	0.0916659	0.182537	0.112677	0.0471817	0.0237621	0.0274378	0.030941	0.0865658	0.0535107	0.0633441	0.00657399	0.00262732	0.0015698	0.00259912	0.00703283	0.00288493	0.00750717	0.00257935	0.00837412	0.00448804	0.00550309	0.0191518	0.0142713	0.014656	0.00499299	0.00811918	0.00160028	0.00616683	0.00474108	0.00743123	0.00139738	0.00149612	0.000901646	0.00293571	0.0011272	0.00060117	0.000404687	0.000395493	0.000632949	0.000452439	0.000324025	0.000455205	0.00043928	0.00083297	0.000343602
dont	0.0463642	0.0229081	0.0246881	0.0210445	0.00906237	0.0104685	0.00996467	0.00794833	0.0123498	0.0120707	0.0201059	0.019327	0.035598	0.0478003	0.0703003	0.0487887	0.0644767	0.0386784	0.0561935	0.0385014	0.0566163	0.063231	0.0407729	0.0213109	0.0134269	0.0167403	0.00642378	0.0240687	0.0108714	0.0100763	0.00639889	0.00533445	0.00689264	0.00796497	0.00467747	0.00524545	0.00302872	0.00147509	0.00203884	0.0026067	0.00253383	0.00199795	0.000999796	0.00081924	0.00270328	0.00159811	0.00248354	0.00316879	0.00338557	0.00246741	0.00308292	0.00403914	0.00402738	0.0026202	0.00632008	0.00866759	0.0192456	0.00399837
ils	0.0198932	0.0161755	0.012012	0.00540068	0.008754	0.00502956	0.00382565	0.00350557	0.00543449	0.00931584	0.00597608	0.0059922	0.00452786	0.00761822	0.0175038	0.0151433	0.0140449	0.0343942	0.025288	0.0247796	0.0350681	0.0329067	0.0360711	0.0534761	0.0452217	0.034172	0.0177484	0.0132943	0.015853	0.0183537	0.0180514	0.014693	0.0137635	0.0177944	0.00835599	0.0124839	0.0194575	0.0207758	0.0162788	0.0160154	0.0309963	0.0176603	0.0141995	0.00823136	0.0177065	0.0159832	0.00940105	0.0156475	0.0116228	0.0141605	0.0179407	0.0092245	0.0164997	0.0188305	0.0194068	0.0190109	0.0250443	0.0139844
ont	0.0229704	0.00788017	0.0037353	0.00169565	0.00258797	0.0024703	0.00241413	0.00247952	0.00319549	0.00695095	0.00545815	0.00590261	0.00974667	0.00683983	0.0107172	0.0054331	0.0119551	0.00714059	0.00754947	0.00931858	0.0173554	0.0132894	0.0189724	0.0389713	0.0496041	0.0478165	0.0471834	0.0295824	0.0252539	0.03807	0.0438439	0.0305551	0.0414007	0.0443528	0.0491765	0.0327835	0.0286161	0.0224878	0.0182263	0.0136061	0.00922282	0.00458018	0.00588089	0.00307397	0.00446133	0.00619278	0.00401622	0.0064096	0.00483234	0.0057738	0.015778	0.00537921	0.0155085	0.0252581	0.0225435	0.0269334	0.0248697	0.0216968
bourré	0.0173631	0.00434625	0.00281017	0.00317351	0.0035473	0.00374438	0.00441751	0.00343803	0.00525184	0.00256968	0.0091131	0.016826	0.0345029	0.0308169	0.0259117	0.0176046	0.0455559	0.0366831	0.0376675	0.0258324	0.0201328	0.0273558	0.0210398	0.0329775	0.029841	0.0336024	0.036778	0.0254008	0.0160988	0.0253024	0.0132231	0.0167561	0.0102937	0.0153689	0.00750133	0.00881431	0.0057891	0.00568705	0.00403313	0.00474172	0.00412547	0.00430553	0.00463327	0.00608126	0.00919434	0.00963993	0.00835858	0.0111124	0.00926962	0.0106477	0.015584	0.00912106	0.0215646	0.019012	0.0185237	0.0343749	0.0459494	0.0665886
ma	0.0252475	0.0101671	0.00472569	0.0063056	0.00528498	0.00605393	0.00812833	0.00708257	0.0100542	0.00690524	0.0101853	0.0153337	0.0266887	0.0193912	0.0186078	0.0175157	0.033932	0.0428307	0.044037	0.0194796	0.020778	0.031903	0.0268343	0.0382381	0.033109	0.0388362	0.0302654	0.0172604	0.0146844	0.0167689	0.0158036	0.0148237	0.0167543	0.0186068	0.016197	0.0153791	0.011139	0.00636483	0.00692947	0.0128012	0.00612579	0.00760938	0.00508409	0.00797549	0.0129162	0.00834977	0.00733558	0.0118389	0.00878683	0.00855067	0.012905	0.00726912	0.0132059	0.015126	0.018588	0.0287353	0.0346938	0.0434708
hotte	0.0123588	0.00445527	0.00330044	0.00292641	0.00388717	0.00203266	0.00173409	0.00191087	0.00283513	0.00156569	0.00287831	0.00477589	0.00771289	0.00604093	0.00527533	0.00322707	0.0116725	0.0334637	0.0387307	0.0136616	0.00941049	0.0301677	0.0180224	0.0457097	0.0474224	0.0496198	0.0458576	0.0209771	0.020581	0.0208076	0.0158405	0.0184216	0.0119243	0.0149399	0.00497982	0.0152802	0.00827372	0.0100899	0.0131773	0.0274968	0.024615	0.0356257	0.0227194	0.0257137	0.0231249	0.0214312	0.0116755	0.0119467	0.00909111	0.012219	0.00954052	0.00940385	0.0196418	0.0266097	0.0200612	0.0276526	0.0497214	0.0257616
de	0.0151858	0.00915062	0.00643118	0.00760276	0.00910142	0.00477511	0.00434737	0.00569522	0.00483232	0.0036278	0.00344311	0.00708164	0.00968207	0.00869504	0.0103651	0.00651218	0.0158165	0.0307351	0.0426535	0.028379	0.0297678	0.0563061	0.0252339	0.0401852	0.0353241	0.0386536	0.0287317	0.0279521	0.0341595	0.0153552	0.0176532	0.0121803	0.0140493	0.017655	0.00690218	0.0160555	0.00994879	0.00418087	0.00848608	0.0160705	0.00880509	0.0163775	0.0102067	0.0129507	0.012738	0.0235047	0.015524	0.0114106	0.00998995	0.0172354	0.00929328	0.0132994	0.0170368	0.0108306	0.0151298	0.0261267	0.0630728	0.0175045
maïs	0.0149121	0.0115517	0.00701261	0.00945345	0.00865804	0.00581106	0.00588546	0.00555565	0.0038285	0.00255197	0.00287911	0.00697805	0.0112952	0.00665382	0.00488953	0.00545612	0.00965107	0.011124	0.0119258	0.00815836	0.0160023	0.0151938	0.011913	0.0197926	0.0230454	0.0254621	0.0200363	0.0186962	0.0128354	0.00693057	0.0113945	0.00516205	0.00920341	0.0090489	0.00610897	0.00745414	0.00416102	0.00175767	0.00341934	0.00592104	0.0024297	0.00617851	0.00427781	0.00729209	0.0154712	0.0233757	0.0289652	0.0244107	0.0215187	0.0220045	0.0188316	0.0284428	0.0448188	0.0565838	0.0753425	0.079263	0.102878	0.0501453
