 	a85	a66	a87	a23	a13	a99	a53	a4	a53	a20	a15	a40	a37	a11	a94	a11	a75	a79	a98	a6	a7	a98	a47	a85	a92	a61	a34	a90	a44	a96	a54	a7	a84	a57	a87	a23	a87	</S>
otomba	0.0342723	0.0481394	0.0515058	0.0230711	0.0379912	0.0565044	0.073266	0.0665612	0.0596413	0.05271	0.0871938	0.0329262	0.0277728	0.0113365	0.0161377	0.0126488	0.0114163	0.00505423	0.00779049	0.0081792	0.00716274	0.00913021	0.0108916	0.0103124	0.00615153	0.00804622	0.0119981	0.00972191	0.0190651	0.0232169	0.0256608	0.0278659	0.0177168	0.0157921	0.0109507	0.0152275	0.0120263	0.0349446
a	0.0200304	0.0138105	0.0214042	0.0174385	0.0194796	0.0171768	0.017505	0.0221199	0.0317207	0.044809	0.0483841	0.0582758	0.0557784	0.0355389	0.0314135	0.0619198	0.0564963	0.044793	0.0323467	0.00991877	0.0183502	0.0120328	0.0105563	0.0156143	0.0106601	0.0175128	0.0094382	0.0159988	0.0232479	0.0325465	0.0280215	0.0222809	0.0200675	0.0248601	0.0159829	0.0160739	0.0144957	0.0318999
chassé	0.0112885	0.00880319	0.0083758	0.00804371	0.00880399	0.00815135	0.00813393	0.00579971	0.00772455	0.00845413	0.0132166	0.0720509	0.0734359	0.0860519	0.0601048	0.118228	0.0778867	0.0448683	0.0383161	0.0112727	0.0139806	0.00603943	0.00518934	0.0038266	0.00201381	0.00534391	0.00296766	0.00522007	0.0115148	0.0156683	0.0181582	0.0178152	0.0158998	0.0255068	0.037939	0.0276598	0.0512002	0.0550453
de	0.037527	0.0532746	0.0304592	0.0403322	0.0252769	0.0188327	0.0102943	0.00650673	0.00741249	0.00572069	0.00563352	0.0179906	0.0179169	0.0220739	0.0188822	0.019629	0.0154109	0.0161625	0.0116998	0.00733547	0.0130046	0.0111886	0.0253915	0.026888	0.0365613	0.0239551	0.0342638	0.0374576	0.030037	0.0373185	0.0348407	0.0343885	0.0449948	0.039115	0.0549682	0.0365694	0.0411338	0.049552
chez	0.056811	0.0349885	0.0212881	0.0215057	0.0233414	0.0208373	0.00604763	0.00285568	0.00192935	0.0027193	0.00350614	0.0204282	0.0270114	0.0374838	0.0324516	0.0323169	0.0203621	0.0162002	0.0213371	0.0252292	0.0265009	0.0237564	0.0254067	0.030831	0.0231677	0.0202021	0.013664	0.0137048	0.0182723	0.0303574	0.0324486	0.0404016	0.0434911	0.0399397	0.05276	0.0415438	0.0500809	0.0448201
lui	0.0647574	0.0319217	0.0196234	0.0122808	0.0143226	0.014069	0.00912688	0.00750371	0.00922464	0.00981492	0.01263	0.0678085	0.0757503	0.0658078	0.068651	0.103773	0.0413619	0.0212905	0.0158712	0.00386821	0.0081114	0.00363232	0.00509723	0.0108842	0.0105294	0.0171511	0.0149736	0.0163211	0.019297	0.0265199	0.0186731	0.0423051	0.0317349	0.020507	0.0213175	0.0229915	0.0217367	0.0187596
les	0.0367832	0.0228068	0.0166071	0.0154566	0.0098552	0.0124672	0.00810315	0.00458861	0.00579497	0.00494109	0.00706662	0.0443565	0.0550672	0.0534514	0.0686034	0.0907472	0.0653507	0.043024	0.0223714	0.00620186	0.0152699	0.00615595	0.0092402	0.0160747	0.013258	0.0134086	0.0104532	0.00892548	0.0164752	0.0233991	0.0242101	0.0404793	0.0400232	0.0353657	0.0423463	0.035948	0.037303	0.0180199
enfants	0.0489478	0.0256283	0.0235682	0.022689	0.0150503	0.0173754	0.0133838	0.0071155	0.0130543	0.00824244	0.0105896	0.0163176	0.0219113	0.0153438	0.0287124	0.0727252	0.029324	0.0278236	0.0157216	0.00633373	0.0132733	0.00697894	0.00700394	0.0188601	0.0235991	0.019512	0.034811	0.0235844	0.0285745	0.0402293	0.0283413	0.064554	0.0513492	0.0353112	0.0452815	0.0469553	0.0430305	0.0288926
qu'	0.0544703	0.0301129	0.0463401	0.0306797	0.0310169	0.0304375	0.022213	0.00787555	0.0117042	0.010496	0.0131741	0.0186676	0.017129	0.0153436	0.0181306	0.0330928	0.0208795	0.014472	0.00921565	0.00381931	0.00657245	0.00509114	0.00396123	0.00637185	0.00701434	0.00697509	0.0114259	0.0113395	0.0191596	0.0248102	0.0229621	0.0493155	0.0425547	0.0282989	0.0626519	0.0493267	0.063893	0.139006
il	0.0414026	0.033781	0.0354451	0.0187524	0.0253646	0.0225525	0.0142644	0.00916966	0.0114931	0.0147573	0.0200583	0.0198845	0.014312	0.0138224	0.0153224	0.0188165	0.0183738	0.0137495	0.00878505	0.00370756	0.00742243	0.00521783	0.0062299	0.00920096	0.00860493	0.00722738	0.0136288	0.0171947	0.0317025	0.0560884	0.057415	0.0670694	0.0427028	0.0453045	0.045531	0.0575873	0.0474887	0.100569
a	0.0241454	0.0143523	0.0195645	0.0125773	0.00997217	0.0106797	0.00518682	0.00437168	0.00610626	0.00563343	0.00703828	0.0134724	0.011626	0.0148485	0.0175111	0.025246	0.0222666	0.0179068	0.0150585	0.00596444	0.0138068	0.0102588	0.012648	0.013371	0.0139964	0.0113716	0.0129506	0.0198575	0.0276427	0.0648221	0.0662886	0.0679803	0.07311	0.0698522	0.0733587	0.0629507	0.0524445	0.0697612
hérité	0.0459061	0.0207112	0.0170713	0.00997473	0.00760765	0.00658018	0.00356271	0.00203051	0.00337817	0.004895	0.00783463	0.00867284	0.00651849	0.0088108	0.010479	0.0177734	0.0117552	0.00673027	0.00526988	0.00255674	0.0063161	0.00511423	0.00792077	0.00904841	0.0108191	0.00969391	0.0213545	0.0308371	0.0428782	0.0820816	0.0668057	0.077089	0.0768097	0.0611868	0.0728232	0.0673929	0.0637225	0.0799876
de	0.0243032	0.0158981	0.0189185	0.0115081	0.0139742	0.0144771	0.0148988	0.0203612	0.0162089	0.0313585	0.0477563	0.011497	0.00843347	0.00580531	0.00449723	0.0056785	0.00545231	0.00374271	0.00313922	0.00205857	0.00265471	0.00258912	0.00397133	0.00842948	0.00994292	0.0127155	0.0297306	0.017597	0.0269565	0.0753864	0.0647503	0.092342	0.0647039	0.071673	0.0736277	0.0535987	0.0484029	0.0609608
son	0.0295485	0.0310346	0.0443223	0.0256266	0.0314663	0.0363199	0.0325451	0.024109	0.0184318	0.0294974	0.0573697	0.0220986	0.0152185	0.0111285	0.0138403	0.0141288	0.0143813	0.0118028	0.0136459	0.00915757	0.0116748	0.012028	0.0164968	0.0251001	0.0199144	0.0182876	0.0483749	0.0276967	0.0279857	0.0299175	0.0310221	0.0363408	0.0311061	0.0330715	0.0317695	0.0317887	0.029822	0.0519293
frère	0.0152569	0.0465855	0.0735546	0.0518703	0.0563894	0.0948859	0.118523	0.0695229	0.0757361	0.0600959	0.0729478	0.0260842	0.00699154	0.00419033	0.00503522	0.00172595	0.00244227	0.00197542	0.00698676	0.00930468	0.0116079	0.0180455	0.0263223	0.0307321	0.0187187	0.00964908	0.0172218	0.00724908	0.00421159	0.00247912	0.00274482	0.003093	0.00264324	0.0033614	0.00349894	0.0134373	0.01562	0.0092592
aîné	0.0219159	0.0236454	0.0153576	0.0147903	0.0164447	0.0227758	0.0274599	0.0297967	0.0201224	0.0300362	0.048624	0.0150806	0.0125553	0.0051261	0.00632565	0.00551459	0.00488629	0.00397031	0.0033053	0.00483075	0.00386533	0.00550098	0.00824195	0.0145149	0.0122517	0.0114648	0.0296442	0.0207008	0.0201053	0.0378055	0.0378433	0.0663031	0.0539771	0.0498293	0.0671886	0.0658575	0.06688	0.0954619
</S>	0.0347338	0.0324799	0.0205228	0.0139104	0.0182142	0.0197637	0.0173246	0.0127892	0.0106455	0.01316	0.0208076	0.0084834	0.00768163	0.00510495	0.00655411	0.00624745	0.0060304	0.0060617	0.00462926	0.00539104	0.00450159	0.00538229	0.00629883	0.00882205	0.00728363	0.00782918	0.0195133	0.0199388	0.0332155	0.0610001	0.060324	0.0808446	0.0629911	0.0688716	0.0686548	0.0729894	0.0684777	0.0725259
