 	a87	a23	a62	a47	a96	a43	a21	a34	a21	a61	a21	a47	a31	a21	a61	a66	a93	a0	a21	a85	a27	a40	a75	a47	a36	a2	a57	a87	a23	a62	a83	a9	a38	a24	a31	a47	a70	a61	a47	a31	a47	a96	a61	a43	a75	a47	a44	a57	a84	a13	a38	a13	a9	a10	a87	a97	a99	a97	</S>
le	0.04654	0.0428939	0.0331902	0.0215455	0.0301695	0.0341178	0.0205007	0.0292325	0.0280475	0.0229709	0.0183344	0.0171328	0.018815	0.0103659	0.00966875	0.0107322	0.0163827	0.0124774	0.00737481	0.0100376	0.00808144	0.0105537	0.00902943	0.0108177	0.0183649	0.0086963	0.0149535	0.0216946	0.0194368	0.0254352	0.0295307	0.0265426	0.0313623	0.0202241	0.0319887	0.0192715	0.0136916	0.0107272	0.00568351	0.0159331	0.0124398	0.019094	0.021963	0.0270523	0.00815849	0.00555283	0.00686294	0.0157873	0.00665938	0.00941924	0.00545528	0.00816527	0.00589302	0.0061909	0.00650495	0.00648173	0.00627599	0.0104897	0.0190047
petit	0.00133559	0.00489596	0.00784174	0.00793047	0.0044456	0.0162206	0.00852735	0.0202536	0.013746	0.0276259	0.0170014	0.0280261	0.0362581	0.03813	0.0270056	0.0520568	0.0632558	0.0624688	0.048002	0.0280747	0.0200545	0.00603213	0.00551932	0.0124209	0.00221449	0.00608009	0.00192314	0.00637688	0.00408825	0.00395033	0.0118153	0.0198337	0.024335	0.0296343	0.0842389	0.0419156	0.028334	0.0536107	0.0242619	0.00441942	0.0111704	0.0100109	0.00922324	0.00521045	0.00727298	0.0138739	0.00601447	0.00408238	0.00364385	0.00273139	0.00149195	0.00179159	0.00172233	0.00214158	0.00414937	0.00218626	0.00306232	0.00294392	0.00311575
oiseau	0.00897614	0.00335339	0.0048222	0.00346154	0.00470979	0.00601585	0.00720585	0.0103465	0.0152406	0.0183359	0.0296232	0.0313616	0.0303915	0.0340435	0.0291622	0.0353947	0.0384258	0.0551496	0.0275021	0.0349635	0.0297599	0.0226602	0.0333958	0.0352189	0.0130134	0.0292442	0.0147167	0.0344342	0.0330157	0.0249073	0.0254254	0.0180414	0.015262	0.0174601	0.0407691	0.0146338	0.019295	0.0133587	0.00761305	0.00908796	0.0134251	0.0121925	0.0101717	0.00475287	0.00324074	0.00417904	0.00204691	0.00314532	0.00243644	0.00272769	0.0016682	0.00159737	0.00123644	0.00228217	0.00400353	0.0036921	0.00612476	0.0186106	0.0226684
enzembe	0.0116043	0.00544499	0.00436773	0.00293075	0.00440874	0.00441059	0.00683376	0.00576152	0.0105089	0.00689853	0.014719	0.0111419	0.0232644	0.020701	0.0232357	0.0224306	0.0146451	0.0106866	0.00608103	0.00822863	0.0124373	0.0111895	0.0210065	0.0243733	0.0167044	0.0186624	0.0208507	0.035214	0.031628	0.0532283	0.0726525	0.0248167	0.0360399	0.0835243	0.044544	0.0585783	0.0517314	0.0332443	0.0211256	0.023513	0.0233339	0.0122576	0.00580617	0.00334256	0.00385019	0.00399673	0.00278932	0.00223071	0.00110761	0.00233749	0.00445803	0.00232435	0.00194516	0.00227118	0.0022881	0.00207872	0.00233088	0.00339007	0.00449295
chantait	0.00906912	0.00583115	0.00515125	0.00968687	0.0134214	0.0084407	0.00832375	0.0099417	0.0117342	0.00642227	0.0155167	0.0107802	0.0180042	0.016834	0.0178713	0.0188098	0.0129207	0.0118785	0.0125336	0.0179063	0.0279142	0.00843921	0.0278021	0.0194934	0.0259469	0.0120978	0.0242298	0.0252843	0.0364714	0.0752204	0.0355574	0.0286758	0.0306264	0.0845991	0.0365044	0.0314909	0.0345995	0.029181	0.0185941	0.0324929	0.042867	0.0197237	0.00871133	0.00821679	0.0071782	0.00416732	0.0025589	0.00236751	0.00158873	0.00167351	0.00165881	0.00103264	0.000576064	0.000928137	0.00105908	0.000936717	0.00139883	0.0035423	0.00351562
non	0.0154042	0.00459088	0.00305261	0.00383081	0.00428854	0.00262382	0.00456293	0.00496313	0.0085591	0.0112477	0.0196725	0.0309629	0.0402063	0.0425117	0.0356255	0.0303889	0.0215104	0.0252898	0.024963	0.0315676	0.0563726	0.0260818	0.0632565	0.0451123	0.052062	0.0397418	0.059583	0.0338323	0.0396048	0.0329533	0.0276789	0.0121796	0.0119137	0.0187548	0.0152227	0.00475418	0.00748558	0.00354468	0.00371707	0.00631895	0.00650146	0.00387539	0.00453143	0.00327166	0.00420608	0.00367914	0.0029417	0.0040079	0.00131001	0.00257836	0.00160401	0.00150788	0.000976346	0.0024012	0.00341216	0.00319028	0.00572497	0.0108048	0.00748231
loin	0.0143557	0.00392489	0.00283994	0.00310928	0.00432184	0.00268412	0.00690651	0.00627157	0.0126873	0.0143916	0.0309229	0.0353983	0.0396134	0.0384219	0.0372581	0.0377865	0.0386258	0.040698	0.0348951	0.0323765	0.0320316	0.0279405	0.0286105	0.0252425	0.0370167	0.0274924	0.0451424	0.0316841	0.0383065	0.0347652	0.0215375	0.00757648	0.00996626	0.0133067	0.00719045	0.00407696	0.00656624	0.00448793	0.00300214	0.00826987	0.00958279	0.00586777	0.00778944	0.00905718	0.00915936	0.00953772	0.00789261	0.00829558	0.00438096	0.00361625	0.00437994	0.00469049	0.00446615	0.00552325	0.00807554	0.00727817	0.0090537	0.0111996	0.0184515
de	0.013578	0.00648965	0.00500086	0.00487031	0.00578033	0.00391629	0.00481202	0.00532534	0.00914967	0.00749771	0.0180473	0.018712	0.0247538	0.0346284	0.0399497	0.0356721	0.0324793	0.0322964	0.0272596	0.0288489	0.03747	0.0224881	0.0392578	0.028905	0.0487131	0.0383598	0.0383777	0.02236	0.0262405	0.0340873	0.0162414	0.0155621	0.0115694	0.0161034	0.0107775	0.00969673	0.0163285	0.0100908	0.00841577	0.0113601	0.0101538	0.00723842	0.00751426	0.00568507	0.00828114	0.0105497	0.00814607	0.0110111	0.00427431	0.0066455	0.00539963	0.00418422	0.00497899	0.00660843	0.013186	0.0168	0.0184069	0.0134181	0.0160457
la	0.0150062	0.0120073	0.00551868	0.00432389	0.0063735	0.0045542	0.00437532	0.00440882	0.00915332	0.0060408	0.0178439	0.0138318	0.0185395	0.0270948	0.0311568	0.0278523	0.0462252	0.0436297	0.0275593	0.0312466	0.0402808	0.014688	0.036932	0.0205389	0.0786798	0.0222796	0.0500981	0.0245393	0.0353692	0.0433642	0.0226187	0.0127129	0.0137084	0.0191502	0.0111404	0.00896062	0.0171228	0.0147899	0.013986	0.018746	0.0120206	0.0098174	0.00883543	0.00714813	0.00473896	0.00522365	0.00296326	0.00563988	0.00367086	0.00418372	0.0054911	0.0038669	0.00356304	0.00383216	0.00714721	0.00618751	0.00773981	0.0135941	0.00788841
champignonnière	0.0199445	0.0185479	0.00928694	0.0053275	0.0137908	0.00936088	0.00591172	0.00599617	0.00767397	0.00671084	0.0217241	0.0167748	0.0162921	0.0203751	0.0278263	0.0236833	0.0275983	0.0300518	0.0123909	0.0163601	0.0197216	0.010033	0.0503651	0.0171949	0.0432668	0.0219459	0.0370702	0.0237629	0.0339297	0.0301304	0.0147793	0.01358	0.0107663	0.0131756	0.0118106	0.0084333	0.0137075	0.0120473	0.0124647	0.0264163	0.0233398	0.0181654	0.0164742	0.00931894	0.00957958	0.0096193	0.00643511	0.0125883	0.00851111	0.0069608	0.00800444	0.00929797	0.00861346	0.00757116	0.0119651	0.0161179	0.0116755	0.0229822	0.0425505
