 	a66	a87	a23	a97	a38	a53	a12	a21	a6	a47	a15	a7	a90	a98	a85	a6	a36	a75	a47	a7	a79	a7	a79	a69	a58	a4	a57	a82	a87	a23	a87	a23	</S>
l'	0.0338968	0.0212638	0.0176086	0.017353	0.0208087	0.0171788	0.0417798	0.102566	0.085698	0.119468	0.0532676	0.0327087	0.043316	0.0231544	0.0283865	0.02735	0.0426328	0.0320773	0.0263435	0.0249496	0.00544906	0.00576877	0.00341071	0.00526612	0.00654599	0.00922481	0.0271524	0.018674	0.016331	0.0168265	0.023107	0.0160918	0.0343435
éléphant	0.00391188	0.00209932	0.00232085	0.00254233	0.00348097	0.00696545	0.00758432	0.0255446	0.0194773	0.0369997	0.0630444	0.143275	0.0785419	0.0836202	0.101716	0.113374	0.0812107	0.121867	0.0185499	0.0145738	0.0198538	0.0170149	0.00731451	0.00530243	0.00404903	0.0030904	0.00172927	0.00229325	0.000454126	0.000983258	0.00175714	0.00341843	0.00203974
ne	0.0617472	0.0530754	0.0620141	0.0594453	0.04634	0.054073	0.0555036	0.0506999	0.0309597	0.0275208	0.0455166	0.0304658	0.0441328	0.0373752	0.0241875	0.019241	0.0274439	0.0455528	0.00331142	0.0081456	0.0236932	0.0157495	0.0149752	0.0113149	0.00717252	0.00527636	0.00873048	0.0247637	0.00481723	0.00944406	0.0158005	0.0569387	0.0145722
met	0.0662852	0.0313311	0.0346418	0.0211342	0.0247634	0.0271121	0.0252757	0.027521	0.0255252	0.0239848	0.0192225	0.0270717	0.0208147	0.0369021	0.0334637	0.0323231	0.0255477	0.0239429	0.015484	0.0306939	0.0583564	0.0476775	0.0726733	0.0433287	0.019938	0.0111753	0.016614	0.0164076	0.0166526	0.0239679	0.0169343	0.0273056	0.0559278
bas	0.0565827	0.0701534	0.0636774	0.0588961	0.0371424	0.0478298	0.0493093	0.0483011	0.0478014	0.0247506	0.0244867	0.0199272	0.026415	0.0341423	0.0198309	0.0262932	0.0228512	0.0204203	0.0170231	0.024588	0.014141	0.0148539	0.0129915	0.0142885	0.00803147	0.00882704	0.0188897	0.0185938	0.0256011	0.0237893	0.0265863	0.0235812	0.0494028
qu'	0.0413761	0.0330188	0.0293989	0.0295706	0.0192366	0.0322785	0.0258505	0.0382357	0.0409469	0.0259729	0.0324132	0.0326216	0.0463698	0.0427825	0.0456535	0.0421635	0.027571	0.0314802	0.0344905	0.0285862	0.028627	0.0180204	0.0243283	0.0269091	0.0190132	0.0135537	0.0277525	0.0161946	0.0316456	0.0252321	0.0315201	0.0224192	0.0347667
un	0.0613852	0.0291518	0.0290217	0.0221427	0.0144544	0.013904	0.0144746	0.0268454	0.0208837	0.0121787	0.0223778	0.0175321	0.0317707	0.0197907	0.0286375	0.0284058	0.0267594	0.0262958	0.0414671	0.064386	0.0378424	0.0215571	0.0178379	0.0239358	0.0367552	0.0338035	0.0609984	0.0313135	0.0467937	0.0328602	0.0339437	0.0302938	0.0401996
seul	0.0234727	0.0162378	0.0190554	0.0150674	0.0134043	0.0117916	0.0134518	0.0197874	0.0243761	0.0187976	0.0232995	0.030387	0.0458105	0.0459563	0.0505287	0.0586618	0.0413362	0.0434034	0.0532576	0.0533559	0.0441611	0.0365271	0.0278843	0.0322902	0.0267722	0.0239243	0.031897	0.0243701	0.0275606	0.0242532	0.0225467	0.024008	0.0323662
petit	0.0370426	0.0213968	0.0231756	0.0162585	0.0141091	0.0132638	0.013356	0.0172168	0.0199481	0.00955056	0.0147195	0.0113346	0.0182378	0.0167893	0.0172175	0.019713	0.0132223	0.0133541	0.0186712	0.0215341	0.0325781	0.0264097	0.0271876	0.0475867	0.0510567	0.0341059	0.0607767	0.0492769	0.0601825	0.0664991	0.0445612	0.06211	0.0875577
</S>	0.0275834	0.0210348	0.0255562	0.0212372	0.0214382	0.0157575	0.023	0.0271399	0.0290868	0.0228656	0.0226496	0.0214288	0.035799	0.0346664	0.0270456	0.0286438	0.025137	0.0281943	0.0330933	0.0261865	0.0233655	0.0264356	0.0215285	0.0288979	0.0215193	0.016371	0.0355727	0.0204986	0.0333895	0.0524519	0.0500163	0.0497386	0.102671
