 	a84	a87	a23	a99	a79	a54	a47	a36	a85	a5	a12	a18	a90	a98	a92	a25	a92	a98	a92	a98	a47	a36	a37	a70	a13	a57	a3	a82	a3	a87	a82	a26	a57	a38	a99	a82	a87	</S>
le	0.0193662	0.0405685	0.0451949	0.0370913	0.0283993	0.0596808	0.0479386	0.0888435	0.0389973	0.0489311	0.021366	0.0145694	0.0102002	0.00994841	0.0135468	0.0146148	0.0128675	0.0126451	0.0119861	0.0124772	0.0338587	0.0470258	0.0362609	0.0434839	0.0227276	0.0196128	0.0342363	0.0200823	0.0276531	0.0203574	0.0166737	0.0124198	0.0117008	0.0119703	0.0102876	0.0121774	0.0108065	0.019432
gaz	0.00561044	0.016236	0.017216	0.0208962	0.032232	0.0415166	0.0655966	0.134415	0.12291	0.0593254	0.0202954	0.0149549	0.00392451	0.0211385	0.0530152	0.0821821	0.0497877	0.0955633	0.0400668	0.0255632	0.0154487	0.00871182	0.00643835	0.0090493	0.00580051	0.00502763	0.00630464	0.00247124	0.00301798	0.00256009	0.00201965	0.001115	0.0010623	0.00134993	0.00114458	0.00100909	0.00139986	0.00362374
qui	0.0185752	0.0291198	0.0162845	0.0221883	0.0158932	0.0361236	0.0807927	0.0536901	0.0308388	0.0265103	0.0269167	0.0395552	0.0179563	0.0326973	0.0490014	0.0478092	0.0351696	0.0300702	0.0530962	0.0984288	0.0719008	0.0428157	0.0214339	0.0216668	0.0206808	0.0167833	0.00699012	0.00965625	0.00552027	0.00329674	0.00201965	0.00289914	0.00221605	0.00230374	0.00212606	0.00216712	0.00375662	0.00104956
s'	0.0685809	0.0346637	0.0211146	0.016023	0.00924024	0.00915509	0.0103718	0.0134589	0.0081471	0.00549652	0.00776976	0.0110762	0.00591267	0.00684059	0.00909225	0.00567247	0.00738986	0.0107142	0.011282	0.02019	0.0177777	0.0108408	0.0131361	0.0227355	0.0255551	0.0196223	0.0155109	0.0333767	0.0195921	0.0337506	0.0421235	0.0533169	0.0475142	0.0561319	0.0755062	0.0715586	0.112312	0.0374471
exhale	0.0670969	0.0349773	0.0242464	0.0218012	0.0238297	0.0211949	0.014291	0.0195125	0.021084	0.0263021	0.0488544	0.0404032	0.0398459	0.0266327	0.0175821	0.017065	0.0166238	0.0169217	0.0259979	0.0361396	0.0258506	0.0206565	0.0128649	0.0132302	0.0171175	0.0135017	0.00821088	0.0167606	0.0116518	0.015607	0.0219042	0.0166202	0.0193885	0.0408055	0.0358349	0.0411151	0.0634033	0.0450744
de	0.0583243	0.0606495	0.056194	0.0659611	0.0699518	0.0470601	0.0295897	0.0191821	0.0153109	0.0212982	0.0170005	0.0225586	0.018222	0.0230799	0.0262898	0.0227839	0.0187734	0.019423	0.0227243	0.0249971	0.0210048	0.0321365	0.0252235	0.0129097	0.0098408	0.0110765	0.00521399	0.0116937	0.00994414	0.011532	0.0166591	0.0119239	0.0194841	0.0227273	0.0277626	0.0281775	0.0315828	0.0317326
l'	0.0281605	0.0316278	0.027745	0.0275134	0.0274078	0.0202795	0.0118354	0.0109258	0.00814324	0.0140819	0.0152921	0.0133296	0.0157805	0.015945	0.0285837	0.0258428	0.0389983	0.0309194	0.0340345	0.0278148	0.0312363	0.0306723	0.0213029	0.0180912	0.0125952	0.011648	0.00933479	0.0152678	0.0111378	0.0224706	0.0256211	0.0279644	0.0265535	0.0477068	0.0568062	0.061415	0.0629277	0.0529872
huile	0.0357274	0.0232763	0.0190086	0.018354	0.0149974	0.0116155	0.0110029	0.015361	0.0121896	0.0156153	0.0128279	0.0107062	0.0221942	0.0206366	0.0330645	0.0271871	0.044143	0.0427755	0.0382538	0.0535674	0.055584	0.0630058	0.0277255	0.0250106	0.0183898	0.0156344	0.014392	0.0154084	0.00956834	0.0160023	0.01602	0.0203524	0.0387592	0.0437826	0.0358066	0.0352442	0.0368024	0.0300073
de	0.0701573	0.0657808	0.0546819	0.0333382	0.0221009	0.0168488	0.00672905	0.00823781	0.00682269	0.0164521	0.0103846	0.0101204	0.0256877	0.0110925	0.0128717	0.0117104	0.0129045	0.013632	0.0143787	0.0246969	0.033498	0.0485768	0.020641	0.0212095	0.0181332	0.013595	0.0187088	0.0290422	0.0237482	0.029396	0.0246979	0.0212705	0.0334601	0.0343959	0.039655	0.0410842	0.0620671	0.0381916
palme	0.0454328	0.0477408	0.0330325	0.032808	0.0256684	0.0210544	0.00974102	0.0133569	0.008828	0.017762	0.010334	0.011296	0.0131868	0.00916656	0.0160703	0.0110079	0.0154033	0.0134779	0.016816	0.0141593	0.0291357	0.032796	0.0160276	0.0190081	0.0122056	0.0121907	0.0199485	0.0277469	0.0223281	0.033931	0.0246304	0.0262112	0.0286877	0.0402044	0.0473177	0.0579913	0.0815552	0.0817414
chauffée	0.0352625	0.0531862	0.0396936	0.0401745	0.0362209	0.0251707	0.0164713	0.0171984	0.015701	0.0272718	0.0213224	0.0273648	0.0277621	0.0262523	0.0239974	0.0220776	0.0184897	0.0188921	0.0182616	0.0177211	0.0152302	0.0167926	0.00975269	0.0101596	0.0100217	0.00798583	0.0117802	0.0183324	0.0170449	0.0215725	0.0229838	0.0213307	0.0305346	0.0357787	0.0361117	0.0384276	0.0570091	0.0906593
fait	0.0357268	0.0415147	0.0357068	0.041085	0.0553752	0.0479584	0.0321153	0.0269673	0.0302511	0.0340129	0.034103	0.0250894	0.0268774	0.0213634	0.0170423	0.0165699	0.0185447	0.0172338	0.0173029	0.0173626	0.0163259	0.0186233	0.0147681	0.0171595	0.0170525	0.0193581	0.0104469	0.0120696	0.0127317	0.0136202	0.0177384	0.0137278	0.0201115	0.0276986	0.0286952	0.0356298	0.044156	0.0678839
tousser	0.0370055	0.0293909	0.0306562	0.0358938	0.0448868	0.0432713	0.0253024	0.0272662	0.0232396	0.024225	0.0283995	0.0249981	0.0207656	0.0213903	0.0179229	0.015462	0.0154718	0.0134939	0.01329	0.0110855	0.0103458	0.0199528	0.0277739	0.0284864	0.0297266	0.0405671	0.0176503	0.0245023	0.0268209	0.021393	0.0280705	0.0224894	0.0310603	0.0290749	0.030599	0.0292286	0.0303768	0.0484641
le	0.0213051	0.020507	0.0205537	0.0274593	0.0408159	0.0587758	0.047058	0.0264469	0.0214229	0.0185708	0.0212924	0.0216236	0.0157986	0.0165975	0.0117357	0.0109762	0.0119115	0.00915818	0.00782349	0.00663099	0.00844195	0.0193782	0.0243121	0.0299602	0.0330794	0.0473744	0.0403466	0.0424616	0.0339713	0.0354023	0.025444	0.0327094	0.0294363	0.040628	0.032052	0.0325537	0.028515	0.0274702
