 	a66	a87	a23	a83	a90	a92	a56	a98	a79	a92	a25	a69	a90	a69	a11	a54	a7	a2	a57	a87	a79	a4	a57	a11	a12	a47	a31	a43	a62	a34	a98	a85	a92	a36	a26	a57	a97	a87	a23	a87	a23	a99	a87	a97	</S>
tu	0.0617754	0.0817151	0.101779	0.092657	0.0374779	0.0388664	0.0402615	0.0370788	0.033117	0.0261415	0.0162099	0.0242027	0.0119796	0.0127985	0.0266048	0.00881737	0.00757034	0.0106766	0.00692564	0.0110395	0.0138014	0.0143689	0.0107966	0.0193389	0.0149015	0.0116737	0.00975182	0.0119631	0.00884324	0.00804322	0.00754485	0.00537377	0.0079422	0.00939471	0.0106669	0.00891226	0.0148542	0.00937978	0.00846289	0.00861608	0.012157	0.0171363	0.018556	0.0156452	0.0341808
creuses	0.00948092	0.00687028	0.00453961	0.00631105	0.00602628	0.00640844	0.00649558	0.0206162	0.0334471	0.0253425	0.0342088	0.041468	0.0496341	0.0868261	0.0956448	0.12921	0.0644887	0.0489007	0.0133905	0.00725521	0.00559501	0.00476789	0.00589899	0.00546907	0.00407989	0.00447882	0.00354452	0.00203049	0.00338496	0.00615947	0.0056557	0.0104134	0.0221255	0.0265869	0.0226579	0.0130781	0.0174189	0.0143748	0.0171454	0.01907	0.017235	0.0168556	0.0172271	0.0191145	0.0190675
des	0.0193014	0.0123286	0.00833386	0.0106186	0.0124277	0.0111409	0.0113427	0.0277568	0.0303347	0.0355924	0.0608065	0.0476127	0.0761227	0.11403	0.10524	0.103267	0.0544461	0.0638704	0.0193068	0.0117852	0.0134377	0.0094742	0.0121251	0.0113357	0.00928617	0.00651671	0.00659299	0.00547299	0.00551905	0.0032461	0.00169275	0.00179172	0.00177564	0.00326103	0.00526481	0.00225075	0.00375754	0.00317469	0.00404193	0.00617383	0.00736805	0.00846657	0.00736516	0.0124586	0.0124849
trous	0.0300387	0.021528	0.0223094	0.0190281	0.0176444	0.0238121	0.0140008	0.0185115	0.0142737	0.0252227	0.0501427	0.0329975	0.0680546	0.0761801	0.0446556	0.0522778	0.017082	0.0181427	0.0161104	0.00910628	0.00656924	0.00600283	0.0079049	0.0134912	0.00825387	0.0121119	0.0107717	0.00964909	0.0096651	0.0140297	0.00856934	0.0109459	0.010157	0.00784389	0.0200715	0.0176093	0.0212972	0.0197744	0.0262138	0.0423942	0.0227776	0.0297499	0.0183769	0.0275286	0.0271215
partout	0.0644662	0.0359765	0.0430562	0.0444873	0.0342359	0.0473888	0.0333627	0.0299271	0.0260424	0.0242696	0.0305678	0.0294828	0.0312291	0.0266665	0.0255201	0.0234303	0.0153728	0.0157061	0.0169865	0.0130097	0.0109232	0.00771558	0.00565228	0.00624852	0.00583873	0.00750813	0.00609977	0.0105209	0.00923813	0.00875657	0.00512176	0.00896784	0.00989351	0.0101566	0.0149281	0.010411	0.0205823	0.0139835	0.0165617	0.0275534	0.028596	0.0246153	0.0232743	0.0281435	0.0675249
qui	0.067886	0.042853	0.0414345	0.0323724	0.0224219	0.022941	0.0181132	0.0252429	0.0322836	0.0197377	0.0419044	0.0363841	0.0513585	0.0349493	0.0327766	0.0393878	0.0238207	0.037703	0.0204047	0.0173816	0.0179635	0.0179357	0.0109271	0.0125706	0.00823202	0.0145575	0.010776	0.0137222	0.0132064	0.0131563	0.0047977	0.00751831	0.00800417	0.011705	0.0144009	0.00774541	0.0154513	0.00766532	0.00929695	0.0118394	0.0210896	0.0217017	0.0222029	0.0203754	0.0218016
va	0.0513907	0.0265351	0.0176186	0.0158567	0.00856741	0.008627	0.00574839	0.00843379	0.0130485	0.00997735	0.0160679	0.0179637	0.0216267	0.02518	0.0258993	0.0320602	0.01995	0.0230265	0.0207621	0.0118084	0.00842224	0.00547367	0.00389819	0.00471111	0.00494839	0.00677104	0.00500682	0.00875543	0.0115196	0.0322872	0.0247328	0.0340027	0.0315411	0.0392542	0.0446158	0.0288579	0.0337574	0.0356608	0.035348	0.0409193	0.0399024	0.0277458	0.037254	0.0376945	0.0367711
les	0.0260676	0.0164586	0.0116535	0.0105714	0.00856677	0.00973287	0.00625796	0.0144521	0.0201439	0.0120103	0.0200165	0.024986	0.0319385	0.0347015	0.0492655	0.0553737	0.0331105	0.0403194	0.0240034	0.0129978	0.0145373	0.0131986	0.0115701	0.0134564	0.0124449	0.0130806	0.0107792	0.0223619	0.0253781	0.0613791	0.0308079	0.0197089	0.0197904	0.020218	0.0249636	0.0201678	0.0269811	0.0237987	0.0240459	0.0298773	0.0255334	0.019498	0.0156556	0.0156629	0.0224765
remblayer	0.0359244	0.0298173	0.0283445	0.0252826	0.0183924	0.0247112	0.0253886	0.0333813	0.0336441	0.0305237	0.042106	0.0554006	0.0426767	0.0344959	0.0442295	0.0263707	0.0230683	0.0281972	0.0117926	0.0103643	0.0111959	0.0111654	0.00914337	0.0112657	0.00933568	0.00723942	0.0047378	0.00988684	0.00717657	0.00973111	0.00516268	0.0061922	0.00720485	0.0110698	0.0175843	0.00965355	0.019035	0.0163046	0.014167	0.0223709	0.0286834	0.029981	0.0278445	0.0263535	0.0634028
</S>	0.0436834	0.0290764	0.0269983	0.0216284	0.00603088	0.00875772	0.0058342	0.0124185	0.0134609	0.0111073	0.0118377	0.0167467	0.0128275	0.0142439	0.0303941	0.0206464	0.016689	0.0241965	0.00966667	0.00591435	0.00647344	0.00683461	0.00435249	0.00687624	0.00443395	0.00428495	0.00205595	0.00351568	0.00408001	0.00860832	0.00634267	0.0137756	0.0179342	0.0224037	0.0350095	0.0198626	0.0272375	0.036886	0.0313517	0.0595338	0.05848	0.0546968	0.0521132	0.0570075	0.113691
