 	a15	a66	a87	a23	a79	a15	a92	a21	a5	a61	a88	a0	a21	a85	a98	a6	a98	a85	a92	a37	a90	a56	a62	a47	a62	a61	a88	a54	a79	a44	a7	a2	a57	a87	a23	a87	</S>
ce	0.0296506	0.0485524	0.0350684	0.0274538	0.0195034	0.0241241	0.0291683	0.0769077	0.0486526	0.0406947	0.0264914	0.0224231	0.0190954	0.0147357	0.0225322	0.0115138	0.0149632	0.0151276	0.0199075	0.0214971	0.021204	0.0239635	0.0203515	0.00961135	0.0148722	0.0150882	0.021607	0.0250765	0.0222128	0.0193527	0.0402624	0.0170754	0.0287298	0.0297613	0.0212372	0.035548	0.065983
que	0.00538032	0.00832561	0.0132496	0.0163523	0.0545739	0.0770607	0.108043	0.0726908	0.0419212	0.0561078	0.0338823	0.0310829	0.0413174	0.0495597	0.0207561	0.0302443	0.0182235	0.0146969	0.0124088	0.0209333	0.031246	0.0311827	0.0466485	0.0337899	0.0382312	0.0227007	0.0118229	0.00802966	0.00556977	0.00281435	0.00382512	0.00453836	0.00628622	0.00395631	0.00439689	0.00729925	0.0108521
l'	0.039312	0.0463861	0.0457368	0.0298587	0.0204099	0.0214967	0.022371	0.0345989	0.0214597	0.0183129	0.0340016	0.0232865	0.0474841	0.0281633	0.0655973	0.0418401	0.0267558	0.0221464	0.0104384	0.00993658	0.00783089	0.00492752	0.00326363	0.0123731	0.00425457	0.00975248	0.00888718	0.0220966	0.0160936	0.0198065	0.0232763	0.0389891	0.0345767	0.0274805	0.0538471	0.0498947	0.053057
enfant	0.113893	0.0535022	0.0577932	0.0693421	0.0684975	0.0351161	0.032501	0.0184694	0.00782717	0.00943566	0.0117822	0.00679715	0.00939766	0.00498456	0.0167379	0.00987425	0.0141388	0.0175221	0.0114207	0.0165105	0.0242948	0.0200116	0.0166617	0.0320682	0.020251	0.0180976	0.0138025	0.0114118	0.0206984	0.0115375	0.0190459	0.0185347	0.0274687	0.0250514	0.0366797	0.0404014	0.0584402
raconte	0.0281953	0.026213	0.0260342	0.0255884	0.00993016	0.0115591	0.0231882	0.042157	0.0327673	0.0378567	0.0629171	0.0713636	0.0652063	0.0585765	0.0929221	0.0709884	0.0448371	0.0452172	0.0198074	0.013482	0.0119609	0.0184787	0.00784168	0.00988038	0.0149331	0.0110437	0.0157207	0.00621994	0.0120148	0.00276997	0.00737101	0.00646079	0.0105037	0.00861317	0.0151407	0.0100804	0.0221594
à	0.0274837	0.0244362	0.0204144	0.0164893	0.0265538	0.0224464	0.030852	0.0466544	0.0355301	0.0353567	0.0356062	0.0358852	0.0274219	0.0343672	0.0598027	0.0259678	0.0330024	0.0268349	0.0389369	0.0270547	0.0296099	0.0349204	0.0147414	0.0135633	0.0121216	0.0121402	0.0172091	0.0224958	0.0206792	0.0211387	0.0292531	0.0220096	0.0245258	0.029327	0.0190073	0.0221199	0.0240407
sa	0.0407615	0.0242313	0.0251853	0.023173	0.016838	0.0150102	0.0172436	0.0235621	0.0294431	0.0238553	0.0316994	0.0308592	0.0181508	0.0253179	0.0381473	0.0346107	0.0379051	0.03458	0.0302324	0.0290239	0.0265181	0.0248254	0.0189202	0.028919	0.0209848	0.0234603	0.0335452	0.0368436	0.029212	0.0390141	0.0297866	0.0198652	0.0228501	0.0153506	0.0244579	0.0218918	0.0337253
mère	0.02835	0.0222581	0.0210048	0.0234053	0.0171648	0.0167035	0.0183128	0.0193198	0.0213671	0.0261723	0.0237338	0.0208731	0.0243059	0.0247432	0.0386919	0.0278959	0.0267516	0.0284191	0.0233447	0.0269592	0.0297554	0.0376874	0.032661	0.0322818	0.056961	0.0239274	0.0428942	0.0229382	0.0229059	0.0192637	0.0249735	0.0172222	0.0275874	0.0167147	0.037245	0.0323798	0.0428246
est	0.0303625	0.0286345	0.0257723	0.0243508	0.0110473	0.0130109	0.0147877	0.0169188	0.0224942	0.0287693	0.0331564	0.0239642	0.0195803	0.0259295	0.0443979	0.032801	0.0232154	0.0241133	0.0187114	0.0239217	0.0150604	0.0190867	0.0111477	0.0175094	0.0167325	0.00845928	0.0153152	0.0201276	0.0312446	0.0260618	0.0523679	0.0239549	0.0515231	0.0321603	0.0621358	0.0543108	0.0568627
vrai	0.037116	0.0350282	0.0337528	0.0389491	0.0211725	0.0236828	0.0239764	0.0241348	0.0272639	0.0295919	0.0290503	0.023564	0.0163429	0.0178844	0.0255252	0.026131	0.0196691	0.0236573	0.0188468	0.0199809	0.0175513	0.0182436	0.0157289	0.0234114	0.0204882	0.0123571	0.0181986	0.02184	0.0305551	0.0203353	0.041767	0.0185961	0.0379889	0.0212929	0.0402505	0.0417073	0.0843674
</S>	0.0183951	0.0235122	0.0196487	0.0192501	0.0110939	0.0136709	0.0148305	0.0263801	0.0251972	0.0274367	0.0236754	0.0140936	0.0143666	0.0175129	0.0196138	0.00951895	0.00852026	0.00992254	0.0178059	0.0221869	0.0105376	0.0154879	0.00985331	0.0109773	0.0137892	0.00832364	0.0165201	0.019223	0.0355283	0.0286591	0.0733803	0.0328184	0.065522	0.0449013	0.0799709	0.0775488	0.100327
