 	a87	a79	a15	a25	a44	a11	a75	a47	a73	a44	a90	a25	a56	a35	a61	a21	a88	a61	a56	a66	a38	a62	a13	a38	a11	a13	a57	a87	a23	a87	a97	a87	a97	a23	a99	a87	a97	</S>
le	0.0434795	0.0504814	0.0568074	0.061763	0.0444132	0.0335714	0.0329654	0.0251669	0.0243537	0.0191351	0.019865	0.0396257	0.0234867	0.0191244	0.0165818	0.0189745	0.0166779	0.00643168	0.00671109	0.00246448	0.00185716	0.00223011	0.00332624	0.00588837	0.0135623	0.0174842	0.0283059	0.0294007	0.0319196	0.0540662	0.0442711	0.0449525	0.0317704	0.0249736	0.0252276	0.0286695	0.0199368	0.0300774
safoutier	0.00406301	0.0128775	0.0245241	0.0244388	0.0354126	0.0323322	0.108268	0.10079	0.150605	0.124016	0.112967	0.0795175	0.0600171	0.0354726	0.0422701	0.0172561	0.00958056	0.0053947	0.00262704	0.00182467	0.00178123	0.00263295	0.0018295	0.00108616	0.00105761	0.00109844	0.000597416	0.000419375	0.000343009	0.00033862	0.0002087	0.00046682	0.000312733	0.000383356	0.000338203	0.00082593	0.000729003	0.00129586
sur	0.0356984	0.0397706	0.0460506	0.0440337	0.0665351	0.13166	0.0869534	0.0753699	0.0441748	0.0476582	0.0553813	0.0395414	0.0315446	0.0298291	0.0299129	0.0255428	0.0271788	0.0243305	0.0136675	0.00854605	0.0040995	0.00195579	0.00101065	0.0010312	0.0011549	0.00188374	0.00205298	0.00283763	0.00338821	0.00303646	0.00559154	0.0059396	0.00786383	0.00949219	0.0114091	0.0079675	0.0157519	0.0101534
lequel	0.0847664	0.0637024	0.0567186	0.025547	0.0192628	0.0327796	0.0403551	0.0261995	0.0252987	0.0352145	0.0214604	0.0382589	0.045973	0.0545387	0.0415237	0.0397266	0.0271287	0.0473096	0.0211837	0.0100065	0.00937001	0.0162087	0.0113644	0.0137951	0.0154924	0.00799884	0.00862054	0.0134957	0.0134456	0.0116918	0.00645142	0.014712	0.0128986	0.0187415	0.00974501	0.0178388	0.0119191	0.0292561
tu	0.0698485	0.0552162	0.0513567	0.0347838	0.0210304	0.0118145	0.0178321	0.0301135	0.0188915	0.037007	0.0261358	0.0320897	0.0183429	0.018442	0.017241	0.010959	0.00815687	0.00563331	0.00249763	0.00122824	0.00108831	0.00185664	0.00471038	0.00645906	0.0111551	0.00832268	0.00822494	0.0197989	0.0321995	0.0277293	0.0174395	0.0638836	0.053411	0.0449061	0.0310996	0.0533862	0.0330966	0.0926121
as	0.0371603	0.0280407	0.0376274	0.0525735	0.0791369	0.0568558	0.0689659	0.0565702	0.0199396	0.0322036	0.0209417	0.0303089	0.0181183	0.0150669	0.0102725	0.00465558	0.00309573	0.00159342	0.00129405	0.000609344	0.000466274	0.000648413	0.00241522	0.00413945	0.00735779	0.00700322	0.0150719	0.0222619	0.0280633	0.0220121	0.0385926	0.0445303	0.0429419	0.0471465	0.033178	0.0247142	0.0192817	0.065145
grimpé	0.0268043	0.0211984	0.0313007	0.0412888	0.0634466	0.05277	0.0467553	0.0741457	0.0140695	0.0199823	0.0221595	0.03468	0.01906	0.0172926	0.010618	0.00567471	0.00427605	0.00259914	0.00357818	0.00267608	0.0019028	0.0021679	0.00570548	0.00813663	0.015744	0.0163334	0.0269833	0.0288424	0.0408167	0.0270474	0.0432328	0.0332853	0.0356998	0.0467577	0.0335102	0.0306435	0.0354612	0.0533536
était	0.070687	0.0372075	0.0383829	0.0209584	0.0193558	0.0192641	0.0222867	0.0146608	0.0119316	0.0158576	0.029297	0.0702734	0.0386033	0.020603	0.0187428	0.0122169	0.00832718	0.00296638	0.00259586	0.0012654	0.000973457	0.00133132	0.00156609	0.0053098	0.00994397	0.0103088	0.0140173	0.0188079	0.0262528	0.0215448	0.022917	0.0224881	0.0318322	0.0559441	0.0596295	0.073	0.0792329	0.0694164
celui-ci	0.0225865	0.0266016	0.0322498	0.0312174	0.0212177	0.013255	0.0158403	0.0170116	0.0075958	0.00982341	0.0154262	0.0339982	0.0159612	0.013641	0.0138538	0.0134055	0.011548	0.00646618	0.00823088	0.00460402	0.00434383	0.012179	0.0092749	0.00526333	0.0059269	0.0101517	0.0124154	0.0150038	0.0210373	0.023133	0.0309209	0.0455548	0.0589231	0.0381694	0.0554582	0.0776367	0.0843926	0.155681
</S>	0.0451594	0.0430441	0.041827	0.0314775	0.0173328	0.0190708	0.0150084	0.0112074	0.003849	0.00445508	0.00552838	0.00612351	0.00455869	0.00363609	0.00254002	0.00320821	0.00138212	0.00116564	0.0010377	0.00103065	0.00120803	0.00305938	0.0220941	0.025791	0.0336372	0.0371045	0.0419741	0.0460442	0.044282	0.0518558	0.0420074	0.0340484	0.0397738	0.0364428	0.049694	0.057763	0.0447669	0.125811
